candidate_id,threshold_mode,threshold_action,Kdot,frozen_full_interval_classification,branch_classification,accessible_intervals_K,K_FP_300K,K_FP_1200K,zero_load_fraction_300K,saturated_plateau,renewal_hits,renewal_tau_s
P25_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.009892405996771854,2.62531455300727e-09,0.9999623702187541,2.6253145530072706e-09,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.0009131517213206698,2.42329577250264e-10,0.999999052916872,2.423295772502972e-10,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.00913122223733867,2.4232957725026425e-09,0.9999667498962703,2.4232957725029717e-09,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.09120888141971004,2.4232957725026363e-08,0.9988350556400879,2.4232957725029715e-08,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.001317398509257136,3.4960767935972266e-10,0.9999983312902556,3.496076793597227e-10,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.013173235313747507,3.4960767935972304e-09,0.9999414177923717,3.4960767935972267e-09,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.13147011190318997,3.496076793597234e-08,0.9979508219716091,3.4960767935972267e-08,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,SEED_1720,0.07509316036236147,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.0005046783822232669,2.6253145530072703e-11,0.9999997850905156,2.6253145530072707e-11,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,SEED_1720,0.07509316036236147,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.005046739350389746,2.6253145530072667e-10,0.9999909731748616,2.6253145530072703e-10,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,SEED_1720,0.07509316036236147,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.05044872714079189,2.62531455300727e-09,0.999621106746033,2.6253145530072706e-09,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,MEDIAN_LN2,0.6931471805599453,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.004658396295582615,2.42329577250264e-10,0.9999920734125219,2.423295772502972e-10,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,MEDIAN_LN2,0.6931471805599453,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.046568831731123146,2.4232957725026425e-09,0.9996672598113611,2.4232957725029717e-09,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,MEDIAN_LN2,0.6931471805599453,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 300.0]]",0.4594959579776643,2.4232957725026363e-08,0.9863744657758663,2.4232957725029715e-08,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,UNIT_ACTION,1.0,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.0067206019276487595,3.4960767935972266e-10,0.9999856296650816,3.496076793597227e-10,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,UNIT_ACTION,1.0,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.06716646381749498,3.4960767935972304e-09,0.9993970679410985,3.4960767935972267e-09,3.2732414351776242,6.992153587194454e-07
P40_TRANSFER_CALIBRATED_GEN2,UNIT_ACTION,1.0,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 300.0]]",0.6558047402419991,3.496076793597234e-08,0.975798482291116,3.4960767935972267e-08,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.002717868751708243,2.6253145530072703e-11,0.9999972132534907,2.6253145530072707e-11,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.027175258290761194,2.6253145530072667e-10,0.9998710402452211,2.6253145530072703e-10,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.27018315063864534,2.62531455300727e-09,0.9940965601700876,2.6253145530072706e-09,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.025084517445742933,2.42329577250264e-10,0.9998871370820079,2.423295772502972e-10,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.2495755529108256,2.4232957725026425e-09,0.994826333117343,2.4232957725029717e-09,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,MEDIAN_LN2,0.6931471805599453,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 300.0]]",2.084072827246935,2.4232957725026363e-08,0.8307266094369258,2.4232957725029715e-08,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.03618587410854232,3.4960767935972266e-10,0.9997922354117933,3.496076793597227e-10,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.3585145391942528,3.4960767935972304e-09,0.9905524224549128,3.4960767935972267e-09,3.2732414351776242,6.992153587194454e-07
P55_TRANSFER_V1_RANK1,UNIT_ACTION,1.0,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 300.0]]",2.702313168318948,3.496076793597234e-08,0.7466316041536578,3.4960767935972267e-08,3.2732414351776242,6.992153587194454e-07
