candidate_id,parameter,A_NATIVE_value,candidate_value,changed,absolute_difference,relative_difference,active_in_cleavage,active_in_emission,active_in_transport,explicit_thermal_coordinate,active_in_state,provenance_only_in_scoped_manifest
P40_TRANSFER_CALIBRATED_GEN2,peierls_exp_a,0.26733986329149567,0.26733986329149567,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,peierls_exp_n,1.996950289234519,1.996950289234519,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,peierls_nu0_s,1000000000000.0,1000000000000.0,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,peierls_stress_fraction,0.5773502691896258,0.5773502691896258,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,persistent_source_closure_modified,False,False,False,,,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,physics__blunting_length_m,8.204647996828617e-07,8.204647996828617e-07,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__blunting_slip_fraction,0.292558920039094,0.292558920039094,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__cleavage_correlation_time_s,6.992153587194454e-07,6.992153587194454e-07,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__cleavage_hits,3.2732414351776242,3.2732414351776242,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__encounter_efficiency,0.7869294861098416,0.7869294861098416,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__mobile_transport_velocity_scale,0.7360197436064482,0.7360197436064482,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__persistent_backstress_scale,0.5307370433372857,0.5307370433372857,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,physics__taylor_phi_max,5.6104322148902,5.6104322148902,False,0.0,0.0,False,False,False,False,False,True
P40_TRANSFER_CALIBRATED_GEN2,recovery_H0_eV,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,recovery_activation_entropy_kB,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,recovery_nu0_s,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,reference_front_width_um,10,10,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,reference_source_area_um2,25,25,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,retained_recovery_rate_s,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,rho_forest_floor_m2,5000000000000,5000000000000,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,rho_source0_m2,3855551510837146.5,3855551510837146.5,False,0.0,0.0,False,False,False,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,role,Candidate-A controlled Taylor/Peierls mechanism panel,prospective fatigue-response control,True,,,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,source_recovery_rate_s,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,source_refresh_length_um,0,0,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,source_sites_per_system,141.0590567476921,141.0590567476921,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,source_zone_length_um,2,2,False,0.0,0.0,False,False,False,False,False,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_H0_eV,1.1918544578552246,1.1918544578552246,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_activation_entropy_kB,0.8347971364855766,0.8347971364855766,False,0.0,0.0,False,False,True,True,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_corr_rho_c_m2,749611920129.9166,749611920129.9166,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_corr_scale,1.818093050430288,1.818093050430288,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_exp_a,0.5542682043898324,0.5542682043898324,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_exp_n,2.2843412086367607,2.2843412086367607,False,0.0,0.0,False,False,True,False,True,False
P40_TRANSFER_CALIBRATED_GEN2,taylor_nu0_s,100000000000.0,100000000000.0,False,0.0,0.0,False,False,True,False,True,False
