candidate_id,temperature_K,Kdot,threshold_action,threshold_mode,renewal_hits,renewal_tau_s,tier,status,K_FP,action,root_relative_residual,r_eff_m,K_shield_MPa_sqrt_m,source_activations,AK,AT,thermal_derivative,accessibility,accessibility_flags,zero_load_elementary_rate,zero_load_renewal_rate,zero_load_action_fraction,renewal_ceiling_ramp_fraction,renewal_ceiling_margin_at_FP,stress_cap_ramp_fraction,barrier_floor_ramp_fraction,numerical_lower_bound_occupancy,full_state_available,state_scope,refinement_relative_K_error,K_over_300K,reason,selected_tier,best_scope
A_NATIVE,350.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,350.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,9.109513827006339,0.07509316036235966,2.398081733190338e-14,1e-06,0.0,0.0,120.92540054675435,0.18463098234031908,-0.001526817207183314,FRACTURE_RESPONSE_ACCESSIBLE,,2.8615640011421096e-15,2.961880711867822e-63,7.186085435345983e-58,0.0,0.9999999996514993,0.0,0.0,0,False,intrinsic,0.0,0.8922384812578227,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,375.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,375.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,8.785398469269118,0.07509316036235802,4.5852210917018965e-14,1e-06,0.0,0.0,124.62441456793884,0.17215752942978677,-0.0013814109380304075,FRACTURE_RESPONSE_ACCESSIBLE,,1.6833066253793788e-13,1.8355402903404025e-57,4.294919212142012e-52,0.0,0.9999999996275886,0.0,0.0,0,False,intrinsic,0.0,0.8821879933292073,,,
A_NATIVE,375.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,375.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,8.785398469269118,0.07509316036235802,4.5852210917018965e-14,1e-06,0.0,0.0,124.62441456793884,0.17215752942978677,-0.0013814109380304075,FRACTURE_RESPONSE_ACCESSIBLE,,1.6833066253793788e-13,1.8355402903404025e-57,4.294919212142012e-52,0.0,0.9999999996275886,0.0,0.0,0,False,intrinsic,0.0,0.8604927481669461,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,400.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,400.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,8.498264959134183,0.07509316036236198,6.8833827526759706e-15,1e-06,0.0,0.0,125.7254420621609,0.16130125056312994,-0.0012829642745131866,FRACTURE_RESPONSE_ACCESSIBLE,,5.950151596684277e-12,2.1475126720029724e-52,4.860664167472406e-47,0.0,0.9999999996116045,0.0,0.0,0,False,intrinsic,0.0,0.853355409808999,,,
A_NATIVE,400.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,400.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,8.498264959134183,0.07509316036236198,6.8833827526759706e-15,1e-06,0.0,0.0,125.7254420621609,0.16130125056312994,-0.0012829642745131866,FRACTURE_RESPONSE_ACCESSIBLE,,5.950151596684277e-12,2.1475126720029724e-52,4.860664167472406e-47,0.0,0.9999999996116045,0.0,0.0,0,False,intrinsic,0.0,0.8323692311641495,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,425.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,425.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,8.237503637084325,0.07509316036239536,4.511946372076636e-13,1e-06,0.0,0.0,124.98532308859163,0.15176009572168503,-0.0012142233341599239,FRACTURE_RESPONSE_ACCESSIBLE,,1.3827136947129278e-10,6.365786093682195e-48,1.3966168382464617e-42,0.0,0.9999999996016684,0.0,0.0,0,False,intrinsic,0.0,0.8271709961774826,,,
A_NATIVE,425.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,425.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,8.237503637084325,0.07509316036239536,4.511946372076636e-13,1e-06,0.0,0.0,124.98532308859163,0.15176009572168503,-0.0012142233341599239,FRACTURE_RESPONSE_ACCESSIBLE,,1.3827136947129278e-10,6.365786093682195e-48,1.3966168382464617e-42,0.0,0.9999999996016684,0.0,0.0,0,False,intrinsic,0.0,0.8068287588211808,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,450.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,450.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,7.996325956299943,0.075093160364346,2.6427748878177226e-11,1e-06,0.0,0.0,122.91972649979947,0.14330533479899227,-0.001165844888202107,FRACTURE_RESPONSE_ACCESSIBLE,,2.2653537380583428e-09,6.010197694481381e-44,1.2799967292617543e-38,0.0,0.9999999995964359,0.0,0.0,0,False,intrinsic,0.0,0.8029530788011445,,,
A_NATIVE,450.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,450.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,7.996325956299943,0.075093160364346,2.6427748878177226e-11,1e-06,0.0,0.0,122.91972649979947,0.14330533479899227,-0.001165844888202107,FRACTURE_RESPONSE_ACCESSIBLE,,2.2653537380583428e-09,6.010197694481381e-44,1.2799967292617543e-38,0.0,0.9999999995964359,0.0,0.0,0,False,intrinsic,0.0,0.7832064215918999,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,475.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,475.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,7.770087899641326,0.07509316036236087,7.993605777301127e-15,1e-06,0.0,0.0,119.89005785535247,0.13575964039878943,-0.0011323677945220749,FRACTURE_RESPONSE_ACCESSIBLE,,2.7650807284370446e-08,2.1652126535668586e-40,4.480805590934399e-35,0.0,0.999999999594922,0.0,0.0,0,False,intrinsic,0.0,0.7802353275327756,,,
A_NATIVE,475.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,475.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,7.770087899641326,0.07509316036236087,7.993605777301127e-15,1e-06,0.0,0.0,119.89005785535247,0.13575964039878943,-0.0011323677945220749,FRACTURE_RESPONSE_ACCESSIBLE,,2.7650807284370446e-08,2.1652126535668586e-40,4.480805590934399e-35,0.0,0.999999999594922,0.0,0.0,0,False,intrinsic,0.0,0.7610473575727674,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,500.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,500.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,7.5554406000144025,0.07509316036244108,1.0602629885170245e-12,1e-06,0.0,0.0,116.1552868094598,0.12898299227432677,-0.0011104358296313232,FRACTURE_RESPONSE_ACCESSIBLE,,2.627982231922563e-07,3.4391504536460155e-37,6.920549579122261e-32,0.0,0.9999999995963913,0.0,0.0,0,False,intrinsic,0.0,0.7586814650422149,,,
A_NATIVE,500.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,500.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,7.5554406000144025,0.07509316036244108,1.0602629885170245e-12,1e-06,0.0,0.0,116.1552868094598,0.12898299227432677,-0.0011104358296313232,FRACTURE_RESPONSE_ACCESSIBLE,,2.627982231922563e-07,3.4391504536460155e-37,6.920549579122261e-32,0.0,0.9999999995963913,0.0,0.0,0,False,intrinsic,0.0,0.7400235593479442,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,525.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,525.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,7.349860555570984,0.07509316036231296,6.459277557269161e-13,1e-06,0.0,0.0,111.90430303748988,0.1228631526887856,-0.0010979305473858706,FRACTURE_RESPONSE_ACCESSIBLE,,2.0155905296202776e-06,2.7073808615262274e-34,5.299782751722675e-29,0.0,0.9999999996002863,0.0,0.0,0,False,intrinsic,0.0,0.7380380932577185,,,
A_NATIVE,525.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,525.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,7.349860555570984,0.07509316036231296,6.459277557269161e-13,1e-06,0.0,0.0,111.90430303748988,0.1228631526887856,-0.0010979305473858706,FRACTURE_RESPONSE_ACCESSIBLE,,2.0155905296202776e-06,2.7073808615262274e-34,5.299782751722675e-29,0.0,0.9999999996002863,0.0,0.0,0,False,intrinsic,0.0,0.7198878605483748,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,550.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,550.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,7.151371130342691,0.07509316036212046,3.20932169728394e-12,1e-06,0.0,0.0,107.27686407426097,0.11730900008797779,-0.0010935163056851867,FRACTURE_RESPONSE_ACCESSIBLE,,1.28454007738982e-05,1.162427514258355e-31,2.2140366782990986e-26,0.0,0.9999999996061797,0.0,0.0,0,False,intrinsic,0.0,0.7181067277821827,,,
A_NATIVE,550.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,550.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,7.151371130342691,0.07509316036212046,3.20932169728394e-12,1e-06,0.0,0.0,107.27686407426097,0.11730900008797779,-0.0010935163056851867,FRACTURE_RESPONSE_ACCESSIBLE,,1.28454007738982e-05,1.162427514258355e-31,2.2140366782990986e-26,0.0,0.9999999996061797,0.0,0.0,0,False,intrinsic,0.0,0.700446658012802,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,575.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,575.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,6.9583675547993,0.07509316036236108,5.218048215738236e-15,1e-06,0.0,0.0,102.37756497169222,0.11224573663342753,-0.0010963899821651735,FRACTURE_RESPONSE_ACCESSIBLE,,6.968670567139534e-05,2.9460617122883863e-29,5.459826203692172e-24,0.0,0.9999999996137409,0.0,0.0,0,False,intrinsic,0.0,0.6987262252802681,,,
A_NATIVE,575.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,575.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,6.9583675547993,0.07509316036236108,5.218048215738236e-15,1e-06,0.0,0.0,102.37756497169222,0.11224573663342753,-0.0010963899821651735,FRACTURE_RESPONSE_ACCESSIBLE,,6.968670567139534e-05,2.9460617122883863e-29,5.459826203692172e-24,0.0,0.9999999996137409,0.0,0.0,0,False,intrinsic,0.0,0.6815427713301079,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,600.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,600.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,6.769501024380975,0.07509316036142076,1.2527201498357954e-11,1e-06,0.0,0.0,97.28538616253574,0.10761136838283508,-0.0011061411443960105,FRACTURE_RESPONSE_ACCESSIBLE,,0.0003283613409000573,4.707548490881395e-27,8.4875251427872e-22,0.0,0.9999999996227126,0.0,0.0,0,False,intrinsic,0.0,0.6797611452034104,,,
A_NATIVE,600.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,600.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,6.769501024380975,0.07509316036142076,1.2527201498357954e-11,1e-06,0.0,0.0,97.28538616253574,0.10761136838283508,-0.0011061411443960105,FRACTURE_RESPONSE_ACCESSIBLE,,0.0003283613409000573,4.707548490881395e-27,8.4875251427872e-22,0.0,0.9999999996227126,0.0,0.0,0,False,intrinsic,0.0,0.6630440907790888,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,625.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,625.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,6.5835978355287335,0.07509316036234459,2.2470914018413168e-13,1e-06,0.0,0.0,92.06035490493414,0.10335407417741213,-0.0011226773379718166,FRACTURE_RESPONSE_ACCESSIBLE,,0.001366777874106623,5.012605512331406e-25,8.78934343476782e-20,0.0,0.9999999996328947,0.0,0.0,0,False,intrinsic,0.0,0.6610936298140142,,,
A_NATIVE,625.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F2_CURRENT_STATE,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,No qualified monotonic tensor-drive replay over evolving radius and opening: current production obtains emission drive from live 2-D equilibrium; F1 ideal mode-I factors are not that replay. No new FEM requested.,,
A_NATIVE,625.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,BEST_CURRENT_MONOTONIC_FORWARD,FIRST_PASSAGE,6.5835978355287335,0.07509316036234459,2.2470914018413168e-13,1e-06,0.0,0.0,92.06035490493414,0.10335407417741213,-0.0011226773379718166,FRACTURE_RESPONSE_ACCESSIBLE,,0.001366777874106623,5.012605512331406e-25,8.78934343476782e-20,0.0,0.9999999996328947,0.0,0.0,0,False,intrinsic,0.0,0.6448356570434962,,F0_INTRINSIC_OPENING,F0_ONLY_F1_UNAVAILABLE
A_NATIVE,650.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F1_EMISSION_BLUNTING,STATE_CLOSURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,False,,,,F1_STATE_CLOSURE_UNAVAILABLE: Required step size is less than spacing between numbers.,,
A_NATIVE,650.0,0.0005,0.07509316036236147,SEED_1720,3.2732414351776242,6.992153587194454e-07,F0_INTRINSIC_OPENING,FIRST_PASSAGE,6.3995996599856175,0.07509316036010058,3.010769411559977e-11,1e-06,0.0,0.0,86.74827336468213,0.0994302095521786,-0.0011461923758895201,FRACTURE_RESPONSE_ACCESSIBLE,,0.005098023875526983,3.7272498312914994e-23,6.352883974495815e-18,0.0,0.9999999996441317,0.0,0.0,0,False,intrinsic,0.0,0.6426174068144078,,,
