candidate_id,temperature_K,Kdot,threshold_mode,intrinsic_K_FP,F1_K_FP,blunting_shift,F1_status,retained_shielding_shift,transport_shift,full_predicted_K_FP,F2_status
A_NATIVE,300.0,0.0005,SEED_1720,9.958646610134332,10.20972981815838,0.25108320802404727,FIRST_PASSAGE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,325.0,0.0005,SEED_1720,9.488764788397935,9.734095170377064,0.24533038197912838,FIRST_PASSAGE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,350.0,0.0005,SEED_1720,9.109513827006339,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,375.0,0.0005,SEED_1720,8.785398469269118,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,400.0,0.0005,SEED_1720,8.498264959134183,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,425.0,0.0005,SEED_1720,8.237503637084325,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,450.0,0.0005,SEED_1720,7.996325956299943,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,475.0,0.0005,SEED_1720,7.770087899641326,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,500.0,0.0005,SEED_1720,7.5554406000144025,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,525.0,0.0005,SEED_1720,7.349860555570984,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,550.0,0.0005,SEED_1720,7.151371130342691,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,575.0,0.0005,SEED_1720,6.9583675547993,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,600.0,0.0005,SEED_1720,6.769501024380975,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,625.0,0.0005,SEED_1720,6.5835978355287335,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,650.0,0.0005,SEED_1720,6.3995996599856175,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,675.0,0.0005,SEED_1720,6.216516353092426,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,700.0,0.0005,SEED_1720,6.033385469213684,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,725.0,0.0005,SEED_1720,5.849233990584203,,,STATE_CLOSURE_UNAVAILABLE,,,,STATE_CLOSURE_UNAVAILABLE
