option_key,candidate_id,material_class,role,mechanism_summary,validation_status,Tref_K,n_slip_channels,rho_forest_floor_m2,peierls_stress_fraction,taylor_stress_fraction,mobile_shield_fraction,source_recovery_rate_s,L_pz_um_recommended,n_bins_recommended,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,c_blunt,peierls_nu0_s,taylor_nu0_s,peierls_gT_eV_per_K_derived,taylor_gT_eV_per_K_derived,taylor_corr_length_um_derived,v912_rho_source0_m2_audit_only,v912_recovery_nu0_s_audit_only,v912_recovery_H0_eV_audit_only,v912_recovery_activation_entropy_kB_audit_only,v912_original_max_K_shield_MPa_sqrt_m_audit_only,v912_intended_peak_delta_K_micro_MPa_sqrt_m,v912_intended_peak_temperature_K,v912_intended_delta_K_micro_1200K_MPa_sqrt_m,v912_source_exhausted_control,v912_parameterization_semantics
v912_peak_0368,v912_targeted_local_peak_013476_0368,DBTT,Primary sharp peak,"Primary sharp, non-exhausted DBTT peak",v9.12 top-five parameterization; exact v10.2.18 2-D validation pending,481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.412309742899366,0.0085569133975694,4.178054527802145,0.004399175167258,0.4846029535103278,2.115325382808986,0.0543870261570049,1.8529107572510839,0.0019157840102910996,5.224677563435593,-0.0045302835171498,0.2784130973036495,0.8357097011358764,0.068706727639919,4.9623036731034516,-8.2772833332419395,1.14391738514239,1.7640893795753347,0.58287574686772281,17.221115655265749,0.1601883464066985,1.5292178333131945,65493804780821560,1.3270040200432451,141.0590567476921,9.160246308716648,0.0033565530672129,5.1262554433128891,1.411283192139077,1000000000000.0,100000000000.0,0.000713281089877442,-0.0014840009274736752,0.003907508123087759,14115242646890916,,4.7347066026351854,-5.1373926917976469,8.037078089330016,15.894,900,0.885,false,peak cleavage resistance followed by high-temperature ductile softening; K-like response is not assumed to be valid K_IC above the peak
v912_peak_0314,v912_targeted_local_peak_013476_0314,DBTT,Broader-onset peak,"Broader-onset, non-exhausted DBTT peak",v9.12 top-five parameterization; exact v10.2.18 2-D validation pending,481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.412309742899366,0.0085569133975694,4.178054527802145,0.004399175167258,0.4846029535103278,2.115325382808986,0.0543870261570049,1.5952933723106981,0.0025668888360261917,5.224677563435593,-0.0045302835171498,0.2784130973036495,0.8357097011358764,0.068706727639919,4.5881039876490828,-15.637479491531849,1.14391738514239,1.7640893795753347,0.48206004835734012,23.443809836171567,0.1601883464066985,1.5292178333131945,4121272046109432,1.3270040200432451,141.0590567476921,9.160246308716648,0.0033565530672129,43.39285168360589,1.411283192139077,1000000000000.0,100000000000.0,0.0013475337215848769,-0.0020202312229264338,0.0155770193118256,14854598439174714,,3.8709980632220966,-9.6999398962464198,8.037078089330016,15.146,900,0.711,false,peak cleavage resistance followed by high-temperature ductile softening; K-like response is not assumed to be valid K_IC above the peak
v912_peak_0162,v912_targeted_local_peak_013476_0162,DBTT,Broad-tail peak,Lower peak with a broader high-temperature tail,v9.12 top-five parameterization; exact v10.2.18 2-D validation pending,481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.412309742899366,0.0085569133975694,4.178054527802145,0.004399175167258,0.4846029535103278,2.115325382808986,0.0543870261570049,1.7407055431976914,0.0025359431378543379,5.224677563435593,-0.0045302835171498,0.2784130973036495,0.8357097011358764,0.068706727639919,4.9189648244529964,-5.9829956963658333,1.14391738514239,1.7640893795753347,0.55518509344396083,23.317227921448648,0.1601883464066985,1.5292178333131945,12821927846870708,1.3270040200432451,141.0590567476921,9.160246308716648,0.0033565530672129,9.174389554897278,1.411283192139077,1000000000000.0,100000000000.0,0.0005155746782156368,-0.0020093232374851556,0.008831273516867714,23391211664562664,,4.2634023238552894,-8.1535843746774415,8.037078089330016,10.404,900,1.786,false,peak cleavage resistance followed by high-temperature ductile softening; K-like response is not assumed to be valid K_IC above the peak
v912_late_0118,v912_targeted_local_peak_005518_0118,DBTT,Late high-temperature response,Modest non-exhausted late high-temperature response,v9.12 top-five parameterization; exact v10.2.18 2-D validation pending,481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.412309742899366,0.0085569133975694,4.178054527802145,0.004399175167258,0.4846029535103278,2.115325382808986,0.0543870261570049,4.6541895033333489,-0.0020404944046833046,5.224677563435593,-0.0045302835171498,0.2784130973036495,0.8357097011358764,0.068706727639919,0.18968561160486919,-12.12842506536634,1.14391738514239,1.7640893795753347,0.60900087803602221,17.170955220237374,0.1601883464066985,1.5292178333131945,860429669040.50183,1.3270040200432451,141.0590567476921,9.160246308716648,0.0033565530672129,13.825934647000267,1.411283192139077,1000000000000.0,100000000000.0,0.001045146807332145,-0.0014796784356215385,1.0780584584870392,23012695321899512,,2.8664676874876021,5.8161420002579689,8.037078089330016,8.132,1200,8.132,false,peak cleavage resistance followed by high-temperature ductile softening; K-like response is not assumed to be valid K_IC above the peak
v912_plateau_0403,v912_targeted_local_plateau_010759_0403,DBTT,Source-exhausted shelf control,Large high-temperature shelf control; source-exhausted,v9.12 top-five parameterization; exact v10.2.18 2-D validation pending,481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.412309742899366,0.0085569133975694,4.178054527802145,0.004399175167258,0.4846029535103278,2.115325382808986,0.0543870261570049,1.605401717312634,0.0014598098032176491,5.224677563435593,-0.0045302835171498,0.2784130973036495,0.8357097011358764,0.068706727639919,0.65285420175641762,7.8382688332349062,1.14391738514239,1.7640893795753347,0.35511862541432893,12.783966001842384,0.1601883464066985,1.5292178333131945,3.5546161211424538e+17,1.3270040200432451,141.0590567476921,9.160246308716648,0.0033565530672129,30.332215564960894,1.411283192139077,1000000000000.0,100000000000.0,-0.0006754497473426964,-0.001101636954498072,0.0016772725788291244,13345163074387614,,3.086544162034988,12.250541429966688,8.037078089330016,17.809,1200,17.809,true,peak cleavage resistance followed by high-temperature ductile softening; K-like response is not assumed to be valid K_IC above the peak
