candidate_id,parent_id,temperature_K,Kdot,threshold,F0_label,accessibility,T,K_FP,status,zero_fraction,AK,ceiling_fraction,stress_cap_fraction
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,300.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,300.0,3.5057593233474424,FIRST_PASSAGE,9.76495988908143e-68,53.043642613440554,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,450.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,450.0,3.1802534409061636,FIRST_PASSAGE,4.821162141685226e-38,68.3027485486124,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,600.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,600.0,2.9611066488161075,FIRST_PASSAGE,3.311653392374158e-23,64.47517964955127,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,750.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,750.0,2.7573299180475637,FIRST_PASSAGE,2.5693305131034e-14,54.83859286095384,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,900.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,900.0,2.531422311300945,FIRST_PASSAGE,2.0885803181959485e-08,42.307968108862696,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,1050.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,1050.0,2.228428113967371,FIRST_PASSAGE,0.0003253578640969559,26.995306551256235,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,1200.0,0.005,LN2,F0_INTRINSIC_OPENING_ONLY,ZERO_LOAD_FIRST_PASSAGE_DOMINATED,1200.0,1.5244483037672374,FIRST_PASSAGE,0.34088541785472043,5.189338218329047,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,300.0,0.0005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,300.0,3.364296347577708,FIRST_PASSAGE,9.370928195296313e-67,54.688608959534406,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,450.0,0.0005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,450.0,3.063178712594613,FIRST_PASSAGE,4.6436806112437704e-37,48.61059172925502,0.0,0.0
P25_TJBSV2_S_004127,P25_TRANSFER_V1_RANK1,600.0,0.0005,LN2,F0_INTRINSIC_OPENING_ONLY,FRACTURE_ACCESSIBLE,600.0,2.853051442339314,FIRST_PASSAGE,3.1908062113934816e-22,56.592871800345414,0.0,0.0
