candidate_id,parent_id,temperature_K,Kmax_MPa_sqrt_m,exact_developed_da_dN,local_log_slope,cycle_integrated_hazard_ratio,event_size_m,censor,floor_occupancy,ceiling_occupancy,state_transmission_correction
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,24.3,7.839738594720805e-07,1.4645084537122417,0.9980425028649976,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,12.0,8.951208847486138e-15,10.66547596278785,5.843811164406566e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,12.75,1.708804398256595e-14,10.779295321362568,9.383728371712892e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,13.5,3.16426678910441e-14,10.902347795597944,1.4782815978797502e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,15.0,9.9801523144233e-14,10.694369117122353,3.4488913016722403e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,16.5,2.765704798868021e-13,10.256662863079832,7.381583995631277e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,18.0,6.751345792382749e-13,9.447273726216308,1.4486378757797189e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,19.5,1.438127813030945e-12,8.857072190110296,2.614745183653478e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,21.0,2.7724233603760994e-12,7.525457647219569,4.364192142985523e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,24.3,8.315255044256337e-12,7.525457647219569,1.0585784023358676e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,12.0,3.242388167015617e-15,11.715644221635277,2.116798355684321e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,12.75,6.596681022342342e-15,11.841925141398187,3.622501377667842e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,13.5,1.2980293270360074e-14,11.967397894803833,6.064131110160478e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,15.0,4.580180580126593e-14,11.739174040303674,1.5827959799829485e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,16.5,1.402163107306164e-13,11.257975029865683,3.7423317038000735e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,18.0,3.734403238544068e-13,10.387668828859033,8.012917929478627e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,19.5,8.576665227342888e-13,9.724722122426654,1.5593742010829556e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,21.0,1.7632161740628666e-12,8.266227381353916,2.775555235613897e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,24.3,5.892189981203115e-12,8.266227381353916,7.501086885927535e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,12.0,1.470374070298731e-07,3.0056394822970622,0.9599360884400319,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7642622157829054e-07,2.948513674413737,0.9688269427603111,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,13.5,2.088121712513989e-07,2.948338112726868,0.9755283316727705,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,15.0,2.8488157558006287e-07,2.766645181935455,0.9844795520854098,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,16.5,3.708371507138307e-07,2.5451391507226275,0.9897533452648658,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,18.0,4.627648684241508e-07,2.0946691951153142,0.992955681126276,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,19.5,5.472370517629087e-07,1.9622799844164724,0.9949640306295957,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,21.0,6.328938192760699e-07,1.4653033460901546,0.9962656760524585,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,24.3,7.838121778306033e-07,1.4653033460901546,0.9978366731065462,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,12.0,9.429392788211414e-15,24.88914160114076,6.155994323023749e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,12.75,4.263717391980378e-14,25.09892718940635,2.3413777434627194e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,13.5,1.7899204566251768e-13,25.101378402931044,8.362147217828064e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,15.0,2.5200538251625387e-12,24.300831887372954,8.708676424495196e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,16.5,2.5543858528892163e-11,22.78925527589899,6.817580002779525e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,18.0,1.8554944551887717e-10,20.505047052351458,0.00039813388748631345,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,19.5,9.577635069118899e-10,18.168412576654134,0.0017413664446826482,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,21.0,3.6813142462607454e-09,13.959014897612258,0.005794916800590063,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,24.3,2.8237267872796698e-08,13.959014897612258,0.0359476188667985,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,12.0,3.8199366130044755e-15,29.498159881790187,2.493851792171083e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,12.75,2.2840804698276002e-14,29.742280157412193,1.254279935717847e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,13.5,1.2503205868777222e-13,29.69235158384949,5.841245502420743e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,15.0,2.85541265097634e-12,28.612481367958974,9.867592742452283e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,16.5,4.365322281811081e-11,26.514258255368834,0.00011650915565673485,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,18.0,4.38482206724564e-10,23.30008471787334,0.0009408523160424501,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,19.5,2.8308183069379656e-09,19.740987925706676,0.00514687809163793,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,21.0,1.2225579141031379e-08,13.499943784376775,0.019244815634326094,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,24.3,8.769808148540353e-08,13.499943784376775,0.1116445550889796,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,12.0,1.4719079476139792e-07,3.0017665584950115,0.9609374827245809,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7656880512418073e-07,2.9454725908733987,0.9696099260357955,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,13.5,2.08944605722495e-07,2.9461689516436795,0.9761470388001862,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,15.0,2.849971135733679e-07,2.7652477085139004,0.9848788225249466,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,16.5,3.709381394606679e-07,2.5442124129108286,0.9900228812318632,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,18.0,4.6285356701116417e-07,2.0940371482023656,0.9931460018958337,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,19.5,5.473142514776207e-07,1.9618373791922044,0.9951043919941376,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,21.0,6.329623408753332e-07,1.465034195380086,0.996373538880843,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,24.3,7.838662452355953e-07,1.465034195380086,0.9979055039324082,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,12.0,3.3245562185917814e-16,52.59305093141215,2.1704419009685065e-09,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,12.75,8.06218754290671e-15,52.93697312439565,4.427269619719446e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,13.5,1.6616451375007844e-13,52.05426568935013,7.762870809224691e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,15.0,4.0032328513307546e-11,46.19466084315263,0.0001383417259030181,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,16.5,3.2698806719896797e-09,30.66750527736998,0.008727214432235172,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,18.0,4.7142520077938585e-08,11.61184905048748,0.10115381769018424,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,19.5,1.1941671641267159e-07,5.519020978053299,0.21711859075284262,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,21.0,1.7976000354045438e-07,3.419415699279878,0.2829680366594071,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,24.3,2.961007439994605e-07,3.419415699279878,0.3769527823802827,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,12.0,6.37536918923077e-17,64.1459874523526,4.162170080044946e-10,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,12.75,3.1145916300759268e-15,64.56775874495887,1.710346829353977e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,13.5,1.2479703789260104e-13,63.030347644428666,5.830265805076104e-07,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,15.0,9.556850992886135e-11,51.35760154798747,0.000330260894045757,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,16.5,1.2768616580504209e-08,21.70820739137515,0.03407905855880888,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,18.0,8.442396845517133e-08,6.6861549033213015,0.18114871032939672,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,19.5,1.441752091412903e-07,4.5238558988131565,0.26213346984084096,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,21.0,2.0159950424344678e-07,3.077770876767621,0.31734654419073755,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,24.3,3.1592213617217713e-07,3.077770876767621,0.40218652150986045,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,12.0,1.466621999340293e-07,3.0152600913973187,0.9574865428501395,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7607868790710916e-07,2.9560329822412688,0.966918496378901,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,13.5,2.084904302341216e-07,2.9536731793612496,0.9740252225583247,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,15.0,2.846025573229983e-07,2.7700624272554517,0.9835153346972573,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,16.5,3.70594628358577e-07,2.5473954999983524,0.9891060602990747,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,18.0,4.625530298399219e-07,2.0962032138939106,0.9925011385712023,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,19.5,5.470537115522062e-07,1.9633521359624797,0.9946306889553993,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,21.0,6.3273205328889e-07,1.4659556691082443,0.9960110331792442,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,24.3,7.836864480369467e-07,1.4659556691082443,0.9976766120580437,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,12.0,2.650869762647286e-21,71.6970864037113,1.7306246092891178e-14,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,12.75,2.0468998107390755e-19,72.45911444033366,1.1240345499860888e-12,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,13.5,1.2876311657969199e-17,72.52748128054363,6.015552998907475e-11,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,15.0,2.68205092617513e-14,69.91631183429912,9.26849793320203e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,16.5,2.101313753464909e-11,60.46189629251878,5.608344020925511e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,18.0,4.04817196211058e-09,34.91406110004574,0.008686172227468132,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,19.5,6.621330324842316e-08,10.201975568517792,0.12038632046043066,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,21.0,1.4102386332714587e-07,4.28284365808969,0.2219917942915844,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,24.3,2.634930280357952e-07,4.28284365808969,0.33544133903317647,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,12.0,2.7957557945816227e-23,87.97138905378306,1.8252136894246158e-16,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,12.75,5.790186406506394e-21,88.91778316584553,3.179622929088552e-14,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,13.5,9.331481093676552e-19,89.02493341601644,4.359479683964688e-12,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,15.0,1.1053711641284218e-14,85.60163317998438,3.8198865838673576e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,16.5,3.861798256892567e-11,68.49462152727264,0.000103070248925707,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,18.0,1.4965897221044305e-08,23.564147119992853,0.03211236133674565,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,19.5,9.86829547186749e-08,6.697572704831796,0.17942131305807468,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,21.0,1.6210686287656405e-07,3.7553883899511824,0.2551794604681009,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,24.3,2.8044269104245346e-07,3.7553883899511824,0.35701920656727365,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,12.0,1.4695006506218246e-07,3.007890037729515,0.9593658749922079,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7634548107786547e-07,2.950269661165125,0.9683835643810431,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,13.5,2.0873755931315482e-07,2.949581388924628,0.9751797597518815,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,15.0,2.84817089203162e-07,2.7674395552354523,0.9842567032777336,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,16.5,3.7078127873524415e-07,2.5456626195295238,0.9896042246128325,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,18.0,4.627162214046991e-07,2.0950245530751594,0.9928512991006937,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,19.5,5.471950889063853e-07,1.9625281272051436,0.994887735479754,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,21.0,6.328569258721293e-07,1.4654544064391104,0.9962076005413707,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,24.3,7.837837674687253e-07,1.4654544064391104,0.9978005051293447,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,12.0,3.0590914155167255e-23,63.31768342459532,1.9971327751957706e-16,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,12.75,1.4212807116658312e-21,64.00511869595675,7.80482081614134e-15,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,13.5,5.51462880534243e-20,64.19185829653395,2.5763233081818094e-13,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,15.0,4.77281537541782e-17,62.81837281544532,1.6493657525623884e-10,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,16.5,1.901059733793495e-14,59.62817475403921,5.073871987875436e-08,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,18.0,3.4061100489971097e-12,53.81991294092682,7.308498450217428e-06,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,19.5,2.5301846002670406e-10,44.45686612000133,0.0004600278179280363,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
