candidate_id,parent_id,temperature_K,Kdot,A0_OPENING_ONLY,A1_OPENING_PLUS_EMISSION_RATE_FROZEN_STATE,A2_OPENING_PLUS_REDUCED_BLUNTING,A3_FULL_PRODUCTION_STATE,Delta_K_rate_only,Delta_K_reduced_state,Delta_K_full_transport,Delta_K_total_state,emitted_total,mobile,retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,source_multiplicity,state_closure_status
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,0.005,3.5522753995681864,3.5522753995681864,3.552345685417339,3.500285767762723,0.0,7.028584915280689e-05,-0.05205991765461615,-0.05198963180546334,3.58737778564309e-05,3.58737778564309e-05,2.9870034917259345e-21,4.3034071368071265e-22,0.0,1.0000000080119453e-06,116423.55424441563,1.9325398917680752e-20,0.0,96388.62797179742,FIRST_PASSAGE
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,900.0,0.005,3.5068471079553523,3.5068471079553523,3.506901839204581,3.500083817097672,0.0,5.47312492287233e-05,-0.006818022106909183,-0.00676329085768046,3.58737778564309e-05,3.5873777856428304e-05,2.6319545829029335e-18,7.914857011698331e-20,0.0,1.0000000080119453e-06,116423.5542442173,1.5812873164392082e-17,0.0,96388.62797179742,FIRST_PASSAGE
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1050.0,0.005,3.4748071602869364,3.4748071602869364,3.4748686097223813,3.500034989175041,0.0,6.144943544494907e-05,0.025166379452659537,0.025227828888104487,3.58737778564309e-05,3.587377785602216e-05,4.087368039400269e-16,6.426862487292004e-20,0.0,1.0000000080119453e-06,116423.55420672035,2.347332246611798e-15,0.0,96388.62797179756,FIRST_PASSAGE
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,0.005,3.4509272179244954,3.4509272179244954,3.451007728439014,3.5000181544968894,0.0,8.051051451873903e-05,0.0490104260578752,0.04909093657239394,3.5873777856430906e-05,3.587377783725043e-05,1.9180392769907117e-14,1.1842910266044208e-19,0.0,1.0000000080119453e-06,116423.55232578317,1.070053159628341e-13,0.0,96388.62797180272,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,0.005,4.465010032817736,4.465010032817736,4.465057099915606,4.504874633425066,0.0,4.7067097870723273e-05,0.039817533509459935,0.03986460060733066,0.39363509320655954,0.39363509320655954,5.0618594372718425e-43,0.0,0.0,1.0000879133171893e-06,12195488.501429413,4.8691596642515945e-42,0.0,94682.075554436,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,450.0,0.005,4.535396098725603,4.535396098725603,4.535417204099382,4.518259927598553,0.0,2.1105373778418368e-05,-0.017157276500828544,-0.017136171127050126,5.7627906313817576e-05,5.7627906313817576e-05,1.9647571452800164e-31,0.0,0.0,1.000000012870449e-06,147560.02394240812,1.7870072122952017e-30,0.0,96388.53106879308,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,600.0,0.005,4.582642665854705,4.582642665854705,4.58266727412867,4.534988367171359,0.0,2.4608273965220917e-05,-0.047678906957310474,-0.04765429868334525,5.7848573718895775e-05,5.7848573718895775e-05,1.0539185578680241e-23,0.0,0.0,1.0000000129197323e-06,147842.27067047276,8.968681809749032e-23,0.0,96388.53008583935,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,0.005,4.616555453121454,4.616555453121454,4.61658386005718,4.551573250972478,0.0,2.8406935725477922e-05,-0.0650106090847018,-0.06498220214897632,5.7848573718895775e-05,5.784857371889518e-05,4.533865540556506e-19,1.9905956684481414e-19,0.0,1.0000000129197323e-06,147842.27067046976,3.63196983348145e-18,0.0,96388.53008583935,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,900.0,0.005,4.642074461475377,4.642074461475377,4.642098165919324,4.566748387027998,0.0,2.3704443947281106e-05,-0.07534977889132666,-0.07532607444737938,5.8069241123937415e-05,5.806924112339114e-05,5.461134089936011e-16,2.0832109457326412e-19,0.0,1.0000000129690154e-06,148123.9795810155,4.158033424397264e-15,0.0,96388.52910288564,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1050.0,0.005,4.661962316733561,4.661962316733561,4.661977644403037,4.580226398253665,0.0,1.532766947587305e-05,-0.08175124614937168,-0.08173591847989581,5.8069241123937415e-05,5.806924103630951e-05,8.762801439340909e-14,7.295071258227662e-20,0.0,1.0000000129690154e-06,148123.97884715477,6.398410757360163e-13,0.0,96388.52910288822,FIRST_PASSAGE
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,0.005,4.677877522349198,4.677877522349198,4.677896623792488,4.592078381581789,0.0,1.910144329020369e-05,-0.08581824221069922,-0.08579914076740902,5.806924112393752e-05,5.80692371788695e-05,3.945068032972035e-12,1.1588800381867918e-19,0.0,1.0000000129690154e-06,148123.9426869195,2.7829911606318997e-11,0.0,96388.52910301513,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,0.005,4.365020009058399,4.365020009058399,4.365091065393518,4.501190832397832,0.0,7.105633511894638e-05,0.13609976700431403,0.13617082333943298,0.2957723239456123,0.2957723239456123,2.02916032488299e-43,0.0,0.0,1.000066056930847e-06,10571364.8797837,1.935995673122295e-42,0.0,95097.8512557874,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,450.0,0.005,4.70740819453622,4.70740819453622,4.707418832236574,4.6641110422553105,0.0,1.063770035436562e-05,-0.043307789981263944,-0.04329715228090958,5.8069241123937415e-05,5.8069241123937415e-05,2.5377279767382e-31,0.0,0.0,1.0000000129690154e-06,148123.97958502456,2.3082656686608802e-30,0.0,96388.52910288564,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,600.0,0.005,5.299409844516597,5.299409844516597,5.299416572728696,5.258151801173145,0.0,6.728212099460507e-06,-0.04126477155555097,-0.04125804334345151,6.699707657250696e-05,6.699707657250696e-05,4.248911315309062e-23,0.0,0.0,1.0000000149629323e-06,159103.67918876515,3.8235977041984453e-22,0.0,96388.48933424248,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,0.005,5.710948860528551,5.710948860528551,5.71095968932168,5.661149121990483,0.0,1.082879312885865e-05,-0.04981056733119704,-0.04979973853806818,7.690259120001288e-05,7.690259120000821e-05,4.584497001428583e-18,1.8635407263599964e-19,0.0,1.000000017175201e-06,170460.1173139527,4.124776082632264e-17,0.0,96388.44521062916,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,900.0,0.005,5.944894637591446,5.944894637591446,5.944904878368838,5.953079614934409,0.0,1.0240777392311884e-05,0.008174736565570662,0.008184977342962974,8.276560153763162e-05,8.27656015330941e-05,4.53754419413954e-15,1.718986778413292e-19,0.0,1.0000000184846287e-06,176838.6675167174,3.932284604908743e-14,0.0,96388.41909417587,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1050.0,0.005,6.090237500539975,6.090237500539975,6.09026003508238,6.0628247485092635,0.0,2.2534542405416857e-05,-0.02743528657311689,-0.027412752030711474,9.068817431585271e-05,9.068817279620728e-05,1.5196453781174459e-12,1.834885121989628e-19,0.0,1.000000020254033e-06,185109.01513367653,1.335710068709046e-11,0.0,96388.38380365272,FIRST_PASSAGE
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,0.005,6.188502961415181,6.188502961415181,6.188523610084626,6.131357851073711,0.0,2.0648669445400003e-05,-0.057165759010915806,-0.057145110341470406,9.114789808372811e-05,9.114784172856451e-05,5.635516358387369e-11,1.6289833239129285e-19,0.0,1.0000000203567066e-06,185576.61862840306,4.8214193388777e-10,0.0,96388.38176018705,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,0.005,3.715215361745932,3.715215361745932,3.7152472923239825,3.5530283089311334,0.0,3.1930578050509695e-05,-0.16221898339284913,-0.16218705281479862,0.0007778708900501418,0.0007778708900501418,4.642490835211054e-47,0.0,0.0,1.0000001737274228e-06,542133.2647530247,4.105317684365016e-46,0.0,96385.32293768867,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,450.0,0.005,4.096463579874818,4.096463579874818,4.096470435998196,4.085171411428413,0.0,6.856123377474432e-06,-0.011299024569782823,-0.011292168446405348,4.1467083653381566e-05,4.1467083653381566e-05,4.953833682007377e-32,0.0,0.0,1.0000000092611378e-06,125171.09247801609,4.242259880328086e-31,0.0,96388.60305658428,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,600.0,0.005,4.793933116662386,4.793933116662386,4.793934838758065,4.779425159905947,0.0,1.7220956785024555e-06,-0.014509678852117958,-0.014507956756439455,5.0024075298799925e-05,5.0024075298799925e-05,1.0476107167055514e-23,0.0,0.0,1.0000000111722315e-06,137480.73046960312,8.915023936004603e-23,0.0,96388.56493975894,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,750.0,0.005,5.6852253020318075,5.6852253020318075,5.685229907211258,5.670714858467052,0.0,4.605179450223318e-06,-0.014515048744205394,-0.014510443564755171,6.682544638132657e-05,6.68254463813226e-05,3.971956864998542e-18,1.6602528190189643e-19,0.0,1.0000000149246008e-06,158899.75606856693,3.573659810812837e-17,0.0,96388.490098761,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,900.0,0.005,6.417333956617783,6.417333956617783,6.417340033814249,6.412274163602976,0.0,6.077196465170687e-06,-0.005065870211272916,-0.005059793014807745,8.038116766663062e-05,8.038116765490405e-05,1.1726555111562157e-14,1.5601681008031107e-19,0.0,1.0000000179520963e-06,174272.73633347137,1.0606748162827976e-13,0.0,96388.42971550317,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1050.0,0.005,6.951523921576326,6.951523921576326,6.951531446275687,6.9521735189553056,0.0,7.524699360494935e-06,0.0006420726796187992,0.0006495973789792941,9.698638982471813e-05,9.698638560223024e-05,4.222487945555774e-12,2.3769862082323803e-19,0.0,1.0000000216606583e-06,191428.78965864715,3.8493571864676956e-11,0.0,96388.35574943134,FIRST_PASSAGE
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,1200.0,0.005,7.344056306550321,7.344056306550321,7.344063963674514,7.329765804020219,0.0,7.657124192483877e-06,-0.014298159654294373,-0.01429050253010189,0.00010691335816744192,0.0001069129759882876,3.821791543362105e-10,2.3320206701339977e-19,0.0,1.0000000238777186e-06,200972.64371757745,3.5144198657914345e-09,0.0,96388.31159861217,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,300.0,0.005,4.169626327203979,4.169626327203979,4.169655180868981,4.014270228831088,0.0,2.88536650021598e-05,-0.1553849520378927,-0.15535609837289055,0.014082134101082475,0.014082134101082475,3.792699381732696e-45,0.0,0.0,1.000003145062885e-06,2306675.6661375756,3.5476550754006313e-44,0.0,96326.12055065851,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,450.0,0.005,7.0512599058018015,7.0512599058018015,7.0536363127691555,7.382908807191317,0.0,0.0023764069673539723,0.32927249442216144,0.3316489013895154,829.2716840678706,829.2716840678706,1.847860120467444e-21,0.0,0.0,1.1852071267420791e-06,559758522.4027467,1.8130875942217094e-20,0.0,12933.714144173282,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,600.0,0.005,8.942306463687679,8.942306463687679,9.000633362808818,11.348643187799608,0.0,0.05832689912113942,2.3480098249907897,2.406336724111929,3666.6074091993128,3666.6074091992923,2.0131562456291027e-11,1.297451035497943e-11,0.0,1.8188894377990665e-06,1177021787.8305457,1.9832462865529135e-10,0.0,9486.719744737706,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,750.0,0.005,9.664651672501291,9.664651672501291,9.781613627037308,13.612289706392216,0.0,0.11696195453601632,3.830676079354909,3.947638033890925,5570.1736303136,5570.173627576392,2.737206677034749e-06,2.2521540405289213e-11,0.0,2.2440263828427616e-06,1450730208.6339595,2.6956009367789046e-05,0.0,9500.64225312271,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,900.0,0.005,10.047408878608424,10.047408878608424,10.207144804240947,15.02438352794638,0.0,0.15973592563252303,4.817238723705433,4.976974649337956,6704.379276781187,6704.375928920134,0.0033478610557774345,2.4364954512985993e-11,0.0,2.4973365741258777e-06,1591561747.4037383,0.03292851710489997,0.0,9639.09184061296,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1050.0,0.005,10.284781207757623,10.284781207757623,10.475595025815554,15.963244092908306,0.0,0.19081381805793107,5.487649067092752,5.678462885150683,7496.253925571943,7496.074953855917,0.1789717160229823,2.4901414277580967e-11,0.0,2.6741915557442126e-06,1679657394.903263,1.753902655655672,0.0,9781.149781157561,FIRST_PASSAGE
P25_TJBSV2_S_005447,P25_TRANSFER_V1_RANK1,1200.0,0.005,10.44650381574516,10.44650381574516,10.6605324867967,16.795936356364248,0.0,0.21402867105154044,6.135403869567547,6.3494325406190875,8542.48516511499,8537.267885097752,5.217280017235188,3.4901873492061046e-11,0.0,2.9078537987778397e-06,1728782331.477532,50.911073110187345,0.0,10333.986094414522,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,300.0,0.005,3.9971630431699916,3.9971630431699916,3.9971996958951466,4.006427696075336,0.0,3.6652725154961985e-05,0.009228000180189877,0.009264652905344839,0.009685377302952556,0.009685377302952556,2.1293684965265697e-45,0.0,0.0,1.0000021631040058e-06,1912980.6105353874,1.987004516847623e-44,0.0,96345.6734464777,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,450.0,0.005,10.380393999990584,10.380393999990584,10.380440040404542,10.902217599390287,0.0,4.60404139577264e-05,0.521777558985745,0.5218235993997027,644.571014361782,644.5710143617821,2.158163140563756e-15,0.0,0.0,1.1439566162027578e-06,493500596.82411134,2.1328954696936536e-14,0.0,14133.688106209116,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,600.0,0.005,11.410667110215217,11.410667110215217,11.410734166163925,12.359953058289879,0.0,6.705594870837217e-05,0.9492188921259537,0.949285948074662,968.3873839737432,968.3873838726287,1.0111473817480885e-07,2.7569058189843535e-12,0.0,1.2162768226683798e-06,604890628.7649593,9.991999426011021e-07,0.0,12293.781827386,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,750.0,0.005,11.77930105418922,11.77930105418922,11.77938825416286,12.816076911323126,0.0,8.719997364003973e-05,1.0366886571602656,1.0367758571339056,1014.9814334773022,1014.9807973891518,0.0006360881505009496,2.700063277656503e-12,0.0,1.2266830022083604e-06,619259347.5471826,0.006283797618983336,0.0,12114.326003091062,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,900.0,0.005,11.968491051383516,11.968491051383516,11.968619077168293,13.041541911271226,0.0,0.00012802578477710824,1.0729228341029327,1.0730508598877098,1066.3253915286086,1066.0833826861885,0.2420088424205709,4.096306637347978e-12,0.0,1.2381500125126337e-06,632154446.6201929,2.3897116815708683,0.0,11980.684091316685,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1050.0,0.005,12.083634700236692,12.083634700236692,12.083705505044469,13.248208933313208,0.0,7.080480777688081e-05,1.1645034282687394,1.1645742330765163,1134.554117644311,1130.4280918934637,4.126025750847644,4.348528495404123e-12,0.0,1.2533880178225162e-06,593221089.3520758,40.675707789527294,0.0,12915.286215940252,FIRST_PASSAGE
P25_TJBSV2_S_034272,P25_TRANSFER_V1_RANK1,1200.0,0.005,12.16092435410853,12.16092435410853,12.161061585804344,13.86867712946296,0.0,0.00013723169581325578,1.7076155436586156,1.7077527753544288,1586.6038382162933,1558.6222226559416,27.98161556035163,2.1884725005471167e-12,0.0,1.3543474880422235e-06,545497766.2630111,274.810214708041,0.0,15160.707566765277,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,300.0,0.005,4.174222262230946,4.174222262230946,4.1742486908796215,4.031257845961602,0.0,2.6428648675747013e-05,-0.14299084491801928,-0.14296441626934353,0.023642688340090486,0.023642688340090486,7.114436998511912e-45,0.0,0.0,1.0000052802892707e-06,2988826.636201376,6.656853624580263e-44,0.0,96283.64495752747,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,450.0,0.005,12.768071469999358,12.768071469999358,12.776019336691876,16.614838206370926,0.0,0.007947866692518346,3.8388188696790504,3.8467667363715687,3651.927706803217,3651.9277068024658,7.475144333848601e-10,1.7536194718559273e-11,0.0,1.8156109157484003e-06,1174663250.857775,7.388245492182798e-09,0.0,9488.57772155897,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,600.0,0.005,13.695745449509584,13.695745449509584,13.704640985867638,18.696673817268174,0.0,0.008895536358053846,4.992032831400536,5.00092836775859,4314.866205929174,4314.864247522049,0.0019584071251340183,1.950112294292727e-11,0.0,1.9636696725933716e-06,1276811643.4890122,0.01935591937081788,0.0,9443.465332801276,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,750.0,0.005,14.025955835614862,14.025955835614862,14.032906869137138,19.50336936024361,0.0,0.0069510335222755515,5.470462491106472,5.477413524628748,4507.639797279916,4504.21471652404,3.4250807558772296,1.8986146006514243e-11,0.0,2.0067231659801068e-06,1269121932.3415549,33.84881558186746,0.0,9708.839836200823,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,900.0,0.005,14.195108603439163,14.195108603439163,14.200445310813528,23.045520561985,0.0,0.005336707374365091,8.845075251171473,8.850411958545838,8078.330162182697,7966.755156324957,111.57500585773595,3.445066456699637e-11,0.0,2.804190769992914e-06,1228150749.149007,1102.1090733458977,0.0,14018.51440090709,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1050.0,0.005,14.297776541805373,14.297776541805373,14.302066059664588,28.022203828351113,0.0,0.004289517859215053,13.720137768686525,13.72442728654574,13700.927578292085,12889.691155386248,811.2364229058356,5.1556984386470096e-11,0.0,4.05992532872871e-06,1219859948.894824,8000.303157615497,0.0,20433.662736789403,FIRST_PASSAGE
P25_TJBSV2_S_026962,P25_TRANSFER_V1_RANK1,1200.0,0.005,14.366743749514004,14.366743749514004,14.370282754338694,27.355312223313465,0.0,0.0035390048246899397,12.985029468974771,12.988568473799461,12453.382701500665,10994.075177329858,1459.3075241708182,4.3655745692144826e-11,0.0,3.781302283288478e-06,1236691591.232307,14332.476862914173,0.0,18773.020022557394,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,300.0,0.005,4.059299941977171,4.059299941977171,4.0593301163458735,4.011610912562331,0.0,3.017436870234036e-05,-0.047719203783542774,-0.047689029414840434,0.012548934952093777,0.012548934952093777,3.2443405837292264e-45,0.0,0.0,1.0000028026426451e-06,2177487.799617322,3.0337701727542923e-44,0.0,96332.93750739943,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,450.0,0.005,13.737279980472634,13.737279980472634,13.845653225371004,21.65673838245074,0.0,0.1083732448983703,7.811085157079736,7.9194584019781065,7655.256440821327,7655.2564407633745,5.795688712836836e-08,3.296918293926865e-11,0.0,2.7097027151867338e-06,1700717450.672922,5.728332153721443e-07,0.0,9788.480436895297,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,600.0,0.005,14.93534826749895,14.93534826749895,15.094378950691477,25.85914450657305,0.0,0.1590306831925261,10.764765555881572,10.923796239074099,9792.0772073509,9791.89089701167,0.18631033922498005,4.962430472393067e-11,0.0,3.1869340521961366e-06,1920624333.0380895,1.8414260162114,0.0,10195.823336139578,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,750.0,0.005,15.375311574663302,15.375311574663302,15.543889366918174,31.64406655951965,0.0,0.16857779225487235,16.10017719260148,16.26875498485635,16147.098764958402,16052.239076174079,94.85968878431397,6.812684012117e-11,0.0,4.606246089108914e-06,1907714383.7557268,937.4583004859212,0.0,14836.183135918109,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,900.0,0.005,15.603593520595794,15.603593520595794,15.773306098833244,45.38344623578959,0.0,0.16971257823744956,29.610140136956346,29.779852715193798,36450.04186503328,34590.30506013562,1859.736804897663,1.8360424293052527e-10,0.0,9.140646368553447e-06,1919403328.6558604,18371.305255845364,0.0,29261.865599387158,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,1050.0,0.005,15.743473237122556,15.743473237122556,15.911974577372439,45.31159157290821,0.0,0.1685013402498825,29.399616995535773,29.568118335785655,34821.06618668042,30868.69682357477,3952.369363105695,1.6918022539813826e-10,0.0,8.776835676934834e-06,1994611545.123252,38902.972247755344,0.0,27038.880697660432,FIRST_PASSAGE
P25_TJBSV2_S_055250,P25_TRANSFER_V1_RANK1,1200.0,0.005,15.837908532549166,15.837908532549166,16.0046896789525,41.7052239979404,0.0,0.16678114640333241,25.700534318987902,25.867315465391236,28251.193253106492,23679.44181424956,4571.751438856965,1.78317804973399e-10,0.0,7.309539358412284e-06,2016021046.229209,44040.70329020584,0.0,22279.667455710372,FIRST_PASSAGE
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,300.0,0.005,3.294368505734026,3.294368505734026,3.2943880278390663,3.122151148325207,0.0,1.9522105040081783e-05,-0.17223687951385935,-0.17221735740881927,5.848605713267393e-05,5.848605713267393e-05,8.647693562147336e-49,0.0,0.0,1.0000000130621058e-06,148654.63961026503,6.965801052783583e-48,0.0,96388.52724619627,FIRST_PASSAGE
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,450.0,0.005,13.41730639101866,13.41730639101866,13.440590923450653,18.425662250474986,0.0,0.02328453243199391,4.9850713270243325,5.008355859456326,4604.325177603666,4604.325177598163,5.507540109653432e-09,2.0747847884194925e-11,0.0,2.028316597700683e-06,1318971131.4401186,5.443525187973618e-08,0.0,9443.310119396763,FIRST_PASSAGE
