candidate_id,process,temperature_K,stress_Pa,G_eV
P25_TJBS_S_014188,emission,900,6770876039.721765,-0.2642210066160636
P25_TJBS_S_014188,emission,900,7177980786.738352,-0.2648366196850475
P25_TJBS_S_014188,emission,900,15000000000.0,-0.26520324377825827
P25_TJBS_S_014188,emission,900,30000000000.0,-0.26520324377825827
P25_TJBS_S_014188,cleavage,1050,0.0,2.7657584444401158
P25_TJBS_S_014188,cleavage,1050,1555115924.853741,2.225019640810575
P25_TJBS_S_014188,cleavage,1050,4177450406.905994,1.416746704503628
P25_TJBS_S_014188,cleavage,1050,4207016993.423555,1.4099674594316565
P25_TJBS_S_014188,cleavage,1050,4472604773.150552,1.3501112498726826
P25_TJBS_S_014188,cleavage,1050,4520440812.817024,1.3395379209902916
P25_TJBS_S_014188,cleavage,1050,6770876039.721765,0.926362021424498
P25_TJBS_S_014188,cleavage,1050,7177980786.738352,0.8700451067060726
P25_TJBS_S_014188,cleavage,1050,15000000000.0,0.48008470054281166
P25_TJBS_S_014188,cleavage,1050,30000000000.0,0.46338331636299135
P25_TJBS_S_014188,emission,1050,0.0,1.3133393426141624
P25_TJBS_S_014188,emission,1050,1555115924.853741,0.8589156723355584
P25_TJBS_S_014188,emission,1050,4177450406.905994,-0.22588775267241112
P25_TJBS_S_014188,emission,1050,4207016993.423555,-0.23051561423356406
P25_TJBS_S_014188,emission,1050,4472604773.150552,-0.26585063333533343
P25_TJBS_S_014188,emission,1050,4520440812.817024,-0.2711236535140023
P25_TJBS_S_014188,emission,1050,6770876039.721765,-0.34249322357173806
P25_TJBS_S_014188,emission,1050,7177980786.738352,-0.3431151531367129
P25_TJBS_S_014188,emission,1050,15000000000.0,-0.3434855389752986
P25_TJBS_S_014188,emission,1050,30000000000.0,-0.3434855389752986
P25_TJBS_S_014188,cleavage,1200,0.0,2.9354823684802644
P25_TJBS_S_014188,cleavage,1200,1555115924.853741,2.4734759181405392
P25_TJBS_S_014188,cleavage,1200,4177450406.905994,1.6152856669911526
P25_TJBS_S_014188,cleavage,1200,4207016993.423555,1.6071914673902414
P25_TJBS_S_014188,cleavage,1200,4472604773.150552,1.53572508693331
P25_TJBS_S_014188,cleavage,1200,4520440812.817024,1.5231008738370773
P25_TJBS_S_014188,cleavage,1200,6770876039.721765,1.0297821981045092
P25_TJBS_S_014188,cleavage,1200,7177980786.738352,0.9625416213442626
P25_TJBS_S_014188,cleavage,1200,15000000000.0,0.49694149471838506
P25_TJBS_S_014188,cleavage,1200,30000000000.0,0.4770005815742537
P25_TJBS_S_014188,emission,1200,0.0,1.2518842386485916
P25_TJBS_S_014188,emission,1200,1555115924.853741,0.7928453105447015
P25_TJBS_S_014188,emission,1200,4177450406.905994,-0.30297569084324744
P25_TJBS_S_014188,emission,1200,4207016993.423555,-0.30765055430082744
P25_TJBS_S_014188,emission,1200,4472604773.150552,-0.3433444460452038
P25_TJBS_S_014188,emission,1200,4520440812.817024,-0.34867102053724636
P25_TJBS_S_014188,emission,1200,6770876039.721765,-0.4207654405274126
P25_TJBS_S_014188,emission,1200,7177980786.738352,-0.42139368658837845
P25_TJBS_S_014188,emission,1200,15000000000.0,-0.42176783417233904
P25_TJBS_S_014188,emission,1200,30000000000.0,-0.42176783417233904
P25_TJBS_S_028493,cleavage,300,0.0,1.4156459188088777
P25_TJBS_S_028493,cleavage,300,333770546.7629363,0.8048028341109772
P25_TJBS_S_028493,cleavage,300,4177450406.905994,0.4240518920660049
P25_TJBS_S_028493,cleavage,300,4207016993.423555,0.4238474196387313
P25_TJBS_S_028493,cleavage,300,4472604773.150552,0.42204206456954757
P25_TJBS_S_028493,cleavage,300,4520440812.817024,0.42172315675636296
P25_TJBS_S_028493,cleavage,300,6770876039.721765,0.40926113802444297
P25_TJBS_S_028493,cleavage,300,7177980786.738352,0.4075625335151226
P25_TJBS_S_028493,cleavage,300,15000000000.0,0.39580072966494473
P25_TJBS_S_028493,cleavage,300,30000000000.0,0.39529699030667953
P25_TJBS_S_028493,emission,300,0.0,1.6206148624420167
P25_TJBS_S_028493,emission,300,333770546.7629363,1.6018806028907255
P25_TJBS_S_028493,emission,300,4177450406.905994,0.15955193818177005
P25_TJBS_S_028493,emission,300,4207016993.423555,0.15515908610275256
P25_TJBS_S_028493,emission,300,4472604773.150552,0.1216184302140184
P25_TJBS_S_028493,emission,300,4520440812.817024,0.1166131816022176
P25_TJBS_S_028493,emission,300,6770876039.721765,0.04886786120663432
P25_TJBS_S_028493,emission,300,7177980786.738352,0.04827751412161442
P25_TJBS_S_028493,emission,300,15000000000.0,0.04792593700990317
P25_TJBS_S_028493,emission,300,30000000000.0,0.04792593700990316
P25_TJBS_S_028493,cleavage,450,0.0,1.7145703758301827
P25_TJBS_S_028493,cleavage,450,333770546.7629363,1.1376904703288175
P25_TJBS_S_028493,cleavage,450,4177450406.905994,0.6566757073452529
P25_TJBS_S_028493,cleavage,450,4207016993.423555,0.6554994180794846
P25_TJBS_S_028493,cleavage,450,4472604773.150552,0.6451135689109835
P25_TJBS_S_028493,cleavage,450,4520440812.817024,0.643278955597
P25_TJBS_S_028493,cleavage,450,6770876039.721765,0.5715874367960603
P25_TJBS_S_028493,cleavage,450,7177980786.738352,0.5618157023977329
P25_TJBS_S_028493,cleavage,450,15000000000.0,0.4941523807483934
P25_TJBS_S_028493,cleavage,450,30000000000.0,0.4912544682632083
P25_TJBS_S_028493,emission,450,0.0,0.49732392442606055
P25_TJBS_S_028493,emission,450,333770546.7629363,0.492131054447688
P25_TJBS_S_028493,emission,450,4177450406.905994,0.09233808684160566
P25_TJBS_S_028493,emission,450,4207016993.423555,0.09112045079796553
P25_TJBS_S_028493,emission,450,4472604773.150552,0.081823458592713
P25_TJBS_S_028493,emission,450,4520440812.817024,0.08043607495049589
P25_TJBS_S_028493,emission,450,6770876039.721765,0.061658036806297764
P25_TJBS_S_028493,emission,450,7177980786.738352,0.06149440100066443
P25_TJBS_S_028493,emission,450,15000000000.0,0.06139694883163209
P25_TJBS_S_028493,emission,450,30000000000.0,0.06139694883163208
P25_TJBS_S_028493,cleavage,600,0.0,2.013494832851488
P25_TJBS_S_028493,cleavage,600,333770546.7629363,1.4705781065466579
P25_TJBS_S_028493,cleavage,600,4177450406.905994,0.8892995226245011
P25_TJBS_S_028493,cleavage,600,4207016993.423555,0.887151416520238
P25_TJBS_S_028493,cleavage,600,4472604773.150552,0.8681850732524192
P25_TJBS_S_028493,cleavage,600,4520440812.817024,0.8648347544376371
P25_TJBS_S_028493,cleavage,600,6770876039.721765,0.7339137355676776
P25_TJBS_S_028493,cleavage,600,7177980786.738352,0.7160688712803432
P25_TJBS_S_028493,cleavage,600,15000000000.0,0.592504031831842
P25_TJBS_S_028493,cleavage,600,30000000000.0,0.5872119462197369
P25_TJBS_S_028493,emission,600,0.0,-0.6259670135898956
P25_TJBS_S_028493,emission,600,333770546.7629363,-0.6176184939953495
P25_TJBS_S_028493,emission,600,4177450406.905994,0.025124235501441272
P25_TJBS_S_028493,emission,600,4207016993.423555,0.027081815493178507
P25_TJBS_S_028493,emission,600,4472604773.150552,0.0420284869714076
P25_TJBS_S_028493,emission,600,4520440812.817024,0.04425896829877417
P25_TJBS_S_028493,emission,600,6770876039.721765,0.07444821240596122
P25_TJBS_S_028493,emission,600,7177980786.738352,0.07471128787971444
P25_TJBS_S_028493,emission,600,15000000000.0,0.074867960653361
P25_TJBS_S_028493,emission,600,30000000000.0,0.074867960653361
P25_TJBS_S_028493,cleavage,750,0.0,2.3124192898727927
P25_TJBS_S_028493,cleavage,750,333770546.7629363,1.8034657427644984
P25_TJBS_S_028493,cleavage,750,4177450406.905994,1.1219233379037492
P25_TJBS_S_028493,cleavage,750,4207016993.423555,1.1188034149609913
P25_TJBS_S_028493,cleavage,750,4472604773.150552,1.0912565775938552
P25_TJBS_S_028493,cleavage,750,4520440812.817024,1.086390553278274
P25_TJBS_S_028493,cleavage,750,6770876039.721765,0.8962400343392949
P25_TJBS_S_028493,cleavage,750,7177980786.738352,0.8703220401629536
P25_TJBS_S_028493,cleavage,750,15000000000.0,0.6908556829152908
P25_TJBS_S_028493,cleavage,750,30000000000.0,0.6831694241762657
P25_TJBS_S_028493,emission,750,0.0,-1.7492579516058515
P25_TJBS_S_028493,emission,750,333770546.7629363,-1.727368042438387
P25_TJBS_S_028493,emission,750,4177450406.905994,-0.042089615838723116
P25_TJBS_S_028493,emission,750,4207016993.423555,-0.036956819811608504
P25_TJBS_S_028493,emission,750,4472604773.150552,0.0022335153501022026
P25_TJBS_S_028493,emission,750,4520440812.817024,0.008081861647052435
P25_TJBS_S_028493,emission,750,6770876039.721765,0.08723838800562467
P25_TJBS_S_028493,emission,750,7177980786.738352,0.08792817475876445
P25_TJBS_S_028493,emission,750,15000000000.0,0.08833897247508993
P25_TJBS_S_028493,emission,750,30000000000.0,0.08833897247508993
P25_TJBS_S_028493,cleavage,900,0.0,2.611343746894098
P25_TJBS_S_028493,cleavage,900,333770546.7629363,2.1363533789823386
P25_TJBS_S_028493,cleavage,900,4177450406.905994,1.3545471531829971
P25_TJBS_S_028493,cleavage,900,4207016993.423555,1.3504554134017446
P25_TJBS_S_028493,cleavage,900,4472604773.150552,1.314328081935291
P25_TJBS_S_028493,cleavage,900,4520440812.817024,1.3079463521189112
P25_TJBS_S_028493,cleavage,900,6770876039.721765,1.058566333110912
P25_TJBS_S_028493,cleavage,900,7177980786.738352,1.024575209045564
P25_TJBS_S_028493,cleavage,900,15000000000.0,0.7892073339987393
P25_TJBS_S_028493,cleavage,900,30000000000.0,0.7791269021327945
P25_TJBS_S_028493,emission,900,0.0,-2.872548889621808
P25_TJBS_S_028493,emission,900,333770546.7629363,-2.837117590881425
P25_TJBS_S_028493,emission,900,4177450406.905994,-0.1093034671788875
P25_TJBS_S_028493,emission,900,4207016993.423555,-0.10099545511639554
P25_TJBS_S_028493,emission,900,4472604773.150552,-0.037561456271203206
P25_TJBS_S_028493,emission,900,4520440812.817024,-0.02809524500466927
P25_TJBS_S_028493,emission,900,6770876039.721765,0.10002856360528811
P25_TJBS_S_028493,emission,900,7177980786.738352,0.10114506163781446
P25_TJBS_S_028493,emission,900,15000000000.0,0.10180998429681884
P25_TJBS_S_028493,emission,900,30000000000.0,0.10180998429681884
P25_TJBS_S_028493,cleavage,1050,0.0,2.9102682039154026
P25_TJBS_S_028493,cleavage,1050,333770546.7629363,2.469241015200179
P25_TJBS_S_028493,cleavage,1050,4177450406.905994,1.587170968462245
P25_TJBS_S_028493,cleavage,1050,4207016993.423555,1.582107411842498
P25_TJBS_S_028493,cleavage,1050,4472604773.150552,1.5373995862767267
P25_TJBS_S_028493,cleavage,1050,4520440812.817024,1.5295021509595483
P25_TJBS_S_028493,cleavage,1050,6770876039.721765,1.2208926318825295
P25_TJBS_S_028493,cleavage,1050,7177980786.738352,1.178828377928174
P25_TJBS_S_028493,cleavage,1050,15000000000.0,0.8875589850821879
P25_TJBS_S_028493,cleavage,1050,30000000000.0,0.8750843800893231
P25_TJBS_S_028493,emission,1050,0.0,-3.9958398276377634
P25_TJBS_S_028493,emission,1050,333770546.7629363,-3.9468671393244614
P25_TJBS_S_028493,emission,1050,4177450406.905994,-0.1765173185190519
P25_TJBS_S_028493,emission,1050,4207016993.423555,-0.16503409042118253
P25_TJBS_S_028493,emission,1050,4472604773.150552,-0.07735642789250859
P25_TJBS_S_028493,emission,1050,4520440812.817024,-0.06427235165639099
P25_TJBS_S_028493,emission,1050,6770876039.721765,0.11281873920495156
P25_TJBS_S_028493,emission,1050,7177980786.738352,0.11436194851686447
P25_TJBS_S_028493,emission,1050,15000000000.0,0.11528099611854775
P25_TJBS_S_028493,emission,1050,30000000000.0,0.11528099611854775
P25_TJBS_S_028493,cleavage,1200,0.0,3.209192660936708
P25_TJBS_S_028493,cleavage,1200,333770546.7629363,2.8021286514180197
P25_TJBS_S_028493,cleavage,1200,4177450406.905994,1.8197947837414934
P25_TJBS_S_028493,cleavage,1200,4207016993.423555,1.8137594102832515
P25_TJBS_S_028493,cleavage,1200,4472604773.150552,1.7604710906181626
P25_TJBS_S_028493,cleavage,1200,4520440812.817024,1.7510579498001855
P25_TJBS_S_028493,cleavage,1200,6770876039.721765,1.383218930654147
P25_TJBS_S_028493,cleavage,1200,7177980786.738352,1.3330815468107846
P25_TJBS_S_028493,cleavage,1200,15000000000.0,0.9859106361656367
P25_TJBS_S_028493,cleavage,1200,30000000000.0,0.9710418580458519
P25_TJBS_S_028493,emission,1200,0.0,-5.11913076565372
P25_TJBS_S_028493,emission,1200,333770546.7629363,-5.0566166877675
P25_TJBS_S_028493,emission,1200,4177450406.905994,-0.24373116985921628
P25_TJBS_S_028493,emission,1200,4207016993.423555,-0.22907272572596957
P25_TJBS_S_028493,emission,1200,4472604773.150552,-0.117151399513814
P25_TJBS_S_028493,emission,1200,4520440812.817024,-0.10044945830811274
P25_TJBS_S_028493,emission,1200,6770876039.721765,0.125608914804615
P25_TJBS_S_028493,emission,1200,7177980786.738352,0.12757883539591447
P25_TJBS_S_028493,emission,1200,15000000000.0,0.12875200794027666
P25_TJBS_S_028493,emission,1200,30000000000.0,0.1287520079402767
P25_TJBS_S_039907,cleavage,300,0.0,1.958241575397551
P25_TJBS_S_039907,cleavage,300,846933839.6009461,1.0021648811135617
P25_TJBS_S_039907,cleavage,300,4177450406.905994,0.4240518920660049
P25_TJBS_S_039907,cleavage,300,4207016993.423555,0.4238474196387313
P25_TJBS_S_039907,cleavage,300,4472604773.150552,0.42204206456954757
P25_TJBS_S_039907,cleavage,300,4520440812.817024,0.42172315675636296
P25_TJBS_S_039907,cleavage,300,6770876039.721765,0.40926113802444297
P25_TJBS_S_039907,cleavage,300,7177980786.738352,0.4075625335151226
P25_TJBS_S_039907,cleavage,300,15000000000.0,0.39580072966494473
P25_TJBS_S_039907,cleavage,300,30000000000.0,0.39529699030667953
P25_TJBS_S_039907,emission,300,0.0,1.6206148624420167
P25_TJBS_S_039907,emission,300,846933839.6009461,1.488771425610249
P25_TJBS_S_039907,emission,300,4177450406.905994,0.15955193818177005
P25_TJBS_S_039907,emission,300,4207016993.423555,0.15515908610275256
P25_TJBS_S_039907,emission,300,4472604773.150552,0.1216184302140184
P25_TJBS_S_039907,emission,300,4520440812.817024,0.1166131816022176
P25_TJBS_S_039907,emission,300,6770876039.721765,0.04886786120663432
P25_TJBS_S_039907,emission,300,7177980786.738352,0.04827751412161442
P25_TJBS_S_039907,emission,300,15000000000.0,0.04792593700990317
P25_TJBS_S_039907,emission,300,30000000000.0,0.04792593700990316
P25_TJBS_S_039907,cleavage,450,0.0,2.0565502947626424
P25_TJBS_S_039907,cleavage,450,846933839.6009461,1.0067207517136456
P25_TJBS_S_039907,cleavage,450,4177450406.905994,0.36765391628971983
P25_TJBS_S_039907,cleavage,450,4207016993.423555,0.3673892113941276
P25_TJBS_S_039907,cleavage,450,4472604773.150552,0.3650520438284704
P25_TJBS_S_039907,cleavage,450,4520440812.817024,0.36463919374145304
P25_TJBS_S_039907,cleavage,450,6770876039.721765,0.34850617565541786
P25_TJBS_S_039907,cleavage,450,7177980786.738352,0.3463072046973904
P25_TJBS_S_039907,cleavage,450,15000000000.0,0.3310806673023465
P25_TJBS_S_039907,cleavage,450,30000000000.0,0.3304285389150954
P25_TJBS_S_039907,emission,450,0.0,1.5031947214752772
P25_TJBS_S_039907,emission,450,846933839.6009461,1.3804478143854566
P25_TJBS_S_039907,emission,450,4177450406.905994,0.1429377430001663
P25_TJBS_S_039907,emission,450,4207016993.423555,0.13884797547771832
P25_TJBS_S_039907,emission,450,4472604773.150552,0.10762145506047968
P25_TJBS_S_039907,emission,450,4520440812.817024,0.10296154326602218
P25_TJBS_S_039907,emission,450,6770876039.721765,0.03989030704682813
P25_TJBS_S_039907,emission,450,7177980786.738352,0.03934069092230198
P25_TJBS_S_039907,emission,450,15000000000.0,0.039013370851594224
P25_TJBS_S_039907,emission,450,30000000000.0,0.03901337085159422
P25_TJBS_S_039907,cleavage,600,0.0,2.1548590141277337
P25_TJBS_S_039907,cleavage,600,846933839.6009461,1.0112766223137295
P25_TJBS_S_039907,cleavage,600,4177450406.905994,0.31125594051343475
P25_TJBS_S_039907,cleavage,600,4207016993.423555,0.310931003149524
P25_TJBS_S_039907,cleavage,600,4472604773.150552,0.3080620230873932
P25_TJBS_S_039907,cleavage,600,4520440812.817024,0.3075552307265431
P25_TJBS_S_039907,cleavage,600,6770876039.721765,0.2877512132863928
P25_TJBS_S_039907,cleavage,600,7177980786.738352,0.2850518758796582
P25_TJBS_S_039907,cleavage,600,15000000000.0,0.2663606049397482
P25_TJBS_S_039907,cleavage,600,30000000000.0,0.2655600875235112
P25_TJBS_S_039907,emission,600,0.0,1.3857745805085377
P25_TJBS_S_039907,emission,600,846933839.6009461,1.2721242031606639
P25_TJBS_S_039907,emission,600,4177450406.905994,0.12632354781856253
P25_TJBS_S_039907,emission,600,4207016993.423555,0.12253686485268406
P25_TJBS_S_039907,emission,600,4472604773.150552,0.09362447990694095
P25_TJBS_S_039907,emission,600,4520440812.817024,0.08930990492982674
P25_TJBS_S_039907,emission,600,6770876039.721765,0.030912752887021947
P25_TJBS_S_039907,emission,600,7177980786.738352,0.030403867722989548
P25_TJBS_S_039907,emission,600,15000000000.0,0.030100804693285278
P25_TJBS_S_039907,emission,600,30000000000.0,0.03010080469328527
P25_TJBS_S_039907,cleavage,750,0.0,2.2531677334928246
P25_TJBS_S_039907,cleavage,750,846933839.6009461,1.0158324929138134
P25_TJBS_S_039907,cleavage,750,4177450406.905994,0.25485796473714967
P25_TJBS_S_039907,cleavage,750,4207016993.423555,0.2544727949049203
P25_TJBS_S_039907,cleavage,750,4472604773.150552,0.25107200234631605
P25_TJBS_S_039907,cleavage,750,4520440812.817024,0.2504712677116332
P25_TJBS_S_039907,cleavage,750,6770876039.721765,0.2269962509173677
P25_TJBS_S_039907,cleavage,750,7177980786.738352,0.223796547061926
P25_TJBS_S_039907,cleavage,750,15000000000.0,0.20164054257714994
P25_TJBS_S_039907,cleavage,750,30000000000.0,0.200691636131927
P25_TJBS_S_039907,emission,750,0.0,1.2683544395417985
P25_TJBS_S_039907,emission,750,846933839.6009461,1.1638005919358714
P25_TJBS_S_039907,emission,750,4177450406.905994,0.10970935263695879
P25_TJBS_S_039907,emission,750,4207016993.423555,0.1062257542276498
P25_TJBS_S_039907,emission,750,4472604773.150552,0.07962750475340223
P25_TJBS_S_039907,emission,750,4520440812.817024,0.07565826659363131
P25_TJBS_S_039907,emission,750,6770876039.721765,0.02193519872721576
P25_TJBS_S_039907,emission,750,7177980786.738352,0.021467044523677113
P25_TJBS_S_039907,emission,750,15000000000.0,0.021188238534976332
P25_TJBS_S_039907,emission,750,30000000000.0,0.021188238534976325
P25_TJBS_S_039907,cleavage,900,0.0,2.351476452857916
P25_TJBS_S_039907,cleavage,900,846933839.6009461,1.0203883635138973
P25_TJBS_S_039907,cleavage,900,4177450406.905994,0.1984599889608646
P25_TJBS_S_039907,cleavage,900,4207016993.423555,0.19801458666031665
P25_TJBS_S_039907,cleavage,900,4472604773.150552,0.19408198160523887
P25_TJBS_S_039907,cleavage,900,4520440812.817024,0.19338730469672327
P25_TJBS_S_039907,cleavage,900,6770876039.721765,0.1662412885483426
P25_TJBS_S_039907,cleavage,900,7177980786.738352,0.16254121824419382
P25_TJBS_S_039907,cleavage,900,15000000000.0,0.13692048021455167
P25_TJBS_S_039907,cleavage,900,30000000000.0,0.13582318474034283
P25_TJBS_S_039907,emission,900,0.0,1.150934298575059
P25_TJBS_S_039907,emission,900,846933839.6009461,1.0554769807110786
P25_TJBS_S_039907,emission,900,4177450406.905994,0.09309515745535503
P25_TJBS_S_039907,emission,900,4207016993.423555,0.08991464360261556
P25_TJBS_S_039907,emission,900,4472604773.150552,0.06563052959986351
P25_TJBS_S_039907,emission,900,4520440812.817024,0.062006628257435886
P25_TJBS_S_039907,emission,900,6770876039.721765,0.012957644567409575
P25_TJBS_S_039907,emission,900,7177980786.738352,0.012530221324364675
P25_TJBS_S_039907,emission,900,15000000000.0,0.012275672376667386
P25_TJBS_S_039907,emission,900,30000000000.0,0.01227567237666738
P25_TJBS_S_039907,cleavage,1050,0.0,2.4497851722230073
P25_TJBS_S_039907,cleavage,1050,846933839.6009461,1.0249442341139812
P25_TJBS_S_039907,cleavage,1050,4177450406.905994,0.14206201318457956
P25_TJBS_S_039907,cleavage,1050,4207016993.423555,0.141556378415713
P25_TJBS_S_039907,cleavage,1050,4472604773.150552,0.1370919608641617
P25_TJBS_S_039907,cleavage,1050,4520440812.817024,0.13630334168181335
P25_TJBS_S_039907,cleavage,1050,6770876039.721765,0.10548632617931752
P25_TJBS_S_039907,cleavage,1050,7177980786.738352,0.10128588942646166
P25_TJBS_S_039907,cleavage,1050,15000000000.0,0.07220041785195347
P25_TJBS_S_039907,cleavage,1050,30000000000.0,0.07095473334875868
