candidate_id,parent_id,threshold,Kdot,accessibility,quadrature,T,K_FP,status,zero_fraction,AK,ceiling_fraction,stress_cap_fraction,AT,sensitivity_definition
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,700.0,6.576584513211015,FIRST_PASSAGE,6.120780400008362e-28,19.376764608072587,0.0,0.0,-6.518144424147528,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,725.0,6.651003059649891,FIRST_PASSAGE,1.1851525386557805e-26,20.031195093467254,0.0,0.0,-6.1447843569869,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,750.0,6.717475009459154,FIRST_PASSAGE,1.8823562756033197e-25,20.647080081198173,0.0,0.0,-5.810403005968868,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,775.0,6.777184340899512,FIRST_PASSAGE,2.500075763317441e-24,21.225986093783167,0.0,0.0,-5.5088051159430185,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,800.0,6.831083576121171,FIRST_PASSAGE,2.8238301304516145e-23,21.76896892628904,0.0,0.0,-5.2364161100823985,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,825.0,6.879995041771193,FIRST_PASSAGE,2.7528304207713292e-22,22.28026425927553,0.0,0.0,-4.990782592029451,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,850.0,6.924580380918599,FIRST_PASSAGE,2.3465857651996008e-21,22.762545480940528,0.0,0.0,-4.7656037016036406,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,875.0,6.965356864279998,FIRST_PASSAGE,1.7693668510374173e-20,23.215587849580245,0.0,0.0,-4.559768355888386,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,900.0,7.002826211730487,FIRST_PASSAGE,1.1922783398239935e-19,23.644738549318962,0.0,0.0,-4.37125013478791,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,925.0,7.037342662938737,FIRST_PASSAGE,7.245722960668537e-19,24.04906101488551,0.0,0.0,-4.197914289587596,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,950.0,7.069280064375828,FIRST_PASSAGE,4.0038863256542115e-18,24.433968235824608,0.0,0.0,-4.037644379986383,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,975.0,7.098873273796755,FIRST_PASSAGE,2.0265557203152624e-17,24.79687808703198,0.0,0.0,-3.887647576843005,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1000.0,7.126396045875511,FIRST_PASSAGE,9.457547367567573e-17,25.141879668593962,0.0,0.0,-3.748725638066234,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1025.0,7.152038265154096,FIRST_PASSAGE,4.0937818886121557e-16,25.46837658502411,0.0,0.0,-3.619738415890085,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1050.0,7.176013093516571,FIRST_PASSAGE,1.6524809934629621e-15,25.780378571625082,0.0,0.0,-3.5005281513827295,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1075.0,7.198465780895407,FIRST_PASSAGE,6.250756457055858e-15,26.077629398384445,0.0,0.0,-3.387490578017128,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1100.0,7.2195308552102455,FIRST_PASSAGE,2.225559454320434e-14,26.36055407661749,0.0,0.0,-3.2822334492842917,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1125.0,7.239348556464059,FIRST_PASSAGE,7.488801054930132e-14,26.631730696937428,0.0,0.0,-3.1832854785931213,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1150.0,7.258009931460667,FIRST_PASSAGE,2.3903022987952225e-13,26.890166623052515,0.0,0.0,-3.0900961519935115,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1175.0,7.275630019220569,FIRST_PASSAGE,7.261517353067747e-13,27.138485816645815,0.0,0.0,-3.000968280734606,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.0005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1200.0,7.292262477984613,FIRST_PASSAGE,2.106091151597401e-12,27.37395607109263,0.0,0.0,-2.9689647834830257,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,300.0,4.671269817487938,FIRST_PASSAGE,1.159988986461914e-78,113.21098943754738,0.0,0.0,-21.018460933704443,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,325.0,4.741205685309639,FIRST_PASSAGE,5.550117499577237e-72,78.60740075284482,0.0,0.0,-18.187236491550145,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,350.0,4.838351343872892,FIRST_PASSAGE,2.9727828349697295e-66,50.042494188101244,0.0,0.0,-17.99104149765301,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,375.0,4.987280108308932,FIRST_PASSAGE,2.77784680654547e-61,28.722688722579996,0.0,0.0,-16.921864667645245,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,400.0,5.227602296857521,FIRST_PASSAGE,6.336558887523349e-57,16.859921687997954,0.0,0.0,-14.651554476008306,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,425.0,5.554444141919661,FIRST_PASSAGE,4.52459324506454e-53,12.984806069494173,0.0,0.0,-13.17564785812386,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,450.0,5.890672748358865,FIRST_PASSAGE,1.2112296845433194e-49,12.539124301345748,0.0,0.0,-12.06861354431899,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,475.0,6.184498560267966,FIRST_PASSAGE,1.4072478587491088e-46,13.234155982069307,0.0,0.0,-10.890168404996194,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,500.0,6.426872423460049,FIRST_PASSAGE,8.02915473871337e-44,14.285471177556454,0.0,0.0,-9.770786126924431,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,525.0,6.624795725570069,FIRST_PASSAGE,2.4919080563090697e-41,15.411309776609388,0.0,0.0,-8.793566065762365,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,550.0,6.787602221516547,FIRST_PASSAGE,4.5754085800147775e-39,16.509730080585356,0.0,0.0,-7.966201648280324,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,575.0,6.9231722158788305,FIRST_PASSAGE,5.326338783328644e-37,17.54528998021666,0.0,0.0,-7.268391064363751,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,600.0,7.037527606784555,FIRST_PASSAGE,4.1639266378846835e-35,18.508553046606163,0.0,0.0,-6.677110766010038,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,625.0,7.135176495410202,FIRST_PASSAGE,2.2938775967550964e-33,19.40102480311006,0.0,0.0,-6.171131695474482,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,650.0,7.21944652443736,FIRST_PASSAGE,9.274363120528758e-32,20.225496397325657,0.0,0.0,-5.734248455437614,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,675.0,7.292910418100195,FIRST_PASSAGE,2.8487715242052713e-30,20.989615056156822,0.0,0.0,-5.355590283595521,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,700.0,7.357517630104719,FIRST_PASSAGE,6.847589293895233e-29,21.699688907125623,0.0,0.0,-5.021768897809734,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,725.0,7.414723293935282,FIRST_PASSAGE,1.321241030326654e-27,22.357501046604806,0.0,0.0,-4.7262055779975185,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,750.0,7.4657729194016555,FIRST_PASSAGE,2.0920426927195218e-26,22.971823204988155,0.0,0.0,-4.464702444773061,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,775.0,7.511589310242154,FIRST_PASSAGE,2.770994772150205e-25,23.54538643389551,0.0,0.0,-4.229272551258109,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,800.0,7.552931611603667,FIRST_PASSAGE,3.1222273333973017e-24,24.081687725968983,0.0,0.0,-4.017388843991138,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,825.0,7.590432556365032,FIRST_PASSAGE,3.03709138176871e-23,24.58495667599224,0.0,0.0,-3.8264752248251774,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,850.0,7.624610104874276,FIRST_PASSAGE,2.5838102170923935e-22,25.05875440390253,0.0,0.0,-3.652262300816666,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,875.0,7.6558690796451945,FIRST_PASSAGE,1.9447734307589978e-21,25.504042246323156,0.0,0.0,-3.491919529367697,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,900.0,7.684566078607664,FIRST_PASSAGE,1.3083491449670063e-20,25.92317528656411,0.0,0.0,-3.3464586976846356,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,925.0,7.711030253053802,FIRST_PASSAGE,7.939358878913816e-20,26.32089297068808,0.0,0.0,-3.2132368577945347,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,950.0,7.735493621747961,FIRST_PASSAGE,4.381215180648903e-19,26.697031984918883,0.0,0.0,-3.0879544512923274,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,975.0,7.758159858368162,FIRST_PASSAGE,2.214766010562592e-18,27.051864870091862,0.0,0.0,-2.9721022890662745,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1000.0,7.779237541589894,FIRST_PASSAGE,1.0323943134724785e-17,27.38890878942042,0.0,0.0,-2.8670818145656445,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1025.0,7.798905100641316,FIRST_PASSAGE,4.4640444120054617e-17,27.71122704922893,0.0,0.0,-2.7681842383828554,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1050.0,7.817266598081511,FIRST_PASSAGE,1.8001478405653544e-16,28.016364613661587,0.0,0.0,-2.673793693242056,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1075.0,7.834454365960641,FIRST_PASSAGE,6.803014379189906e-16,28.306335992656404,0.0,0.0,-2.587139884994818,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1100.0,7.850591349959395,FIRST_PASSAGE,2.420096007803479e-15,28.58374400325416,0.0,0.0,-2.5070824822809787,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1125.0,7.865771094536674,FIRST_PASSAGE,8.136808776531193e-15,28.849402823498604,0.0,0.0,-2.432089544815814,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1150.0,7.880078700659838,FIRST_PASSAGE,2.5951700825358062e-14,29.104316274618977,0.0,0.0,-2.3577173941063987,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1175.0,7.893541031117111,FIRST_PASSAGE,7.878229792222133e-14,29.343931425636587,0.0,0.0,-2.2892570933629455,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.005,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,1200.0,7.906295807156508,FIRST_PASSAGE,2.283431197332045e-13,29.576907289306803,0.0,0.0,-2.268196383214268,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,300.0,4.7955789914143665,FIRST_PASSAGE,1.1908579532107411e-79,65.72533133756791,0.0,0.0,-26.941592889987025,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,325.0,4.9555338681963335,FIRST_PASSAGE,5.801012878821756e-73,32.85099640917997,0.0,0.0,-20.905676355698308,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,350.0,5.276190167749936,FIRST_PASSAGE,3.241800036821618e-67,14.690665143692488,0.0,0.0,-16.466171217679207,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,375.0,5.801906390984293,FIRST_PASSAGE,3.2315825039023723e-62,10.289071881387663,0.0,0.0,-14.05318253622246,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,400.0,6.332403521219231,FIRST_PASSAGE,7.675726945771426e-58,10.51017081917657,0.0,0.0,-12.606117010158012,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,425.0,6.749685211271941,FIRST_PASSAGE,5.498224364657725e-54,11.857582969685954,0.0,0.0,-10.866126261187151,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,450.0,7.060615295657243,FIRST_PASSAGE,1.4517911964509054e-50,13.409983849016927,0.0,0.0,-9.298511602360934,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,475.0,7.294995136106555,FIRST_PASSAGE,1.6599351078879238e-47,14.912532051765217,0.0,0.0,-8.046670993927568,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,500.0,7.476254581469203,FIRST_PASSAGE,9.340158158657458e-45,16.300804369771303,0.0,0.0,-7.064579215256175,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,525.0,7.6200567243301744,FIRST_PASSAGE,2.8662741505522403e-42,17.566858744274665,0.0,0.0,-6.28527534535943,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,550.0,7.7367222559237705,FIRST_PASSAGE,5.21519444358892e-40,18.719132291976493,0.0,0.0,-5.655290754689781,A_T=-A_K*dln(K_FP)/dln(T)
P25_TJBS_S_014188,P25_TRANSFER_V1_RANK1,LN2,0.05,FRACTURE_ACCESSIBLE,FINAL_20000_POINT_LOG_K,575.0,7.833165239460221,FIRST_PASSAGE,6.026441421674582e-38,19.76870929799446,0.0,0.0,-5.136894063699083,A_T=-A_K*dln(K_FP)/dln(T)
