candidate_id,parent_id,F0_topology,F0_accessible_points,KFP_300K,KFP_1200K,KFP_ratio,zero_fraction_300K,AK_300K
P25_TJBS_T_000972,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,2.645814696883785,6.460793478102258,2.4418919003328985,5.6914509055825e-56,23.07299398258559
P40_TJBS_T_000307,P40_TRANSFER_CALIBRATED_GEN2,ACCESSIBLE_UNCLASSIFIED,37,6.069400359680019,9.538071215796467,1.571501408798038,2.337762414203475e-69,19.525063912112262
P40_TJBS_T_001090,P40_TRANSFER_CALIBRATED_GEN2,ACCESSIBLE_UNCLASSIFIED,37,6.006495346910625,9.89503217280145,1.6473886353530351,4.0299780590541237e-28,22.056366572988335
P25_TJBS_S_000895,P25_TRANSFER_V1_RANK1,ANALYTICAL_JOINT_CANDIDATE_WEAK_T,37,4.085248919552771,4.56778217785098,1.118115999245166,2.2168866460315396e-69,15.028015865635956
P25_TJBS_S_001044,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,4.547816078540048,17.895581958388508,3.934983660142517,6.739189836494872e-71,46.62733339806247
P25_TJBS_S_002028,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.627206603453197,18.84666479519296,5.195917094231809,1.8724193411593016e-78,29.536056626833393
P25_TJBS_S_002412,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.6566161654174976,12.302260978878603,3.364384015808775,1.0882571947693928e-78,36.38710106623426
P25_TJBS_S_002503,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.908325009646401,9.504791022274702,2.4319346520095655,1.8972937965826013e-60,19.411587578863895
P25_TJBS_S_002623,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.4195359249121102,14.500457014252763,4.240475120794486,2.026112744054624e-68,25.680286559875412
P25_TJBS_S_003300,P25_TRANSFER_V1_RANK1,ANALYTICAL_JOINT_CANDIDATE_WEAK_T,37,3.348011912440532,3.719717936316791,1.1110229095945192,1.3540323022160928e-75,30.97596733614451
P25_TJBS_S_003322,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.5574264022355937,22.93237742479097,6.446339244117482,2.0932939883003085e-48,27.40575581114287
P25_TJBS_S_003352,P25_TRANSFER_V1_RANK1,ANALYTICAL_JOINT_CANDIDATE_WEAK_T,37,4.42246391661765,3.6882469877715103,0.8339801199762696,4.003856745549104e-61,16.54702114531152
P25_TJBS_S_003808,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.8956556279601737,6.020845748108918,1.5455282301894655,1.369587105495846e-67,24.204051967756985
P25_TJBS_S_005536,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,4.35310544698306,19.088234099187115,4.384969381436948,1.0246467665115371e-66,44.00998873134287
P25_TJBS_S_005624,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,4.191104519531728,7.155945776668608,1.707412865348474,5.137293723875376e-60,22.38908779644941
P25_TJBS_S_005632,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,3.772326447682295,9.90913979038618,2.626798058920464,9.973333826235635e-69,28.316841461714105
P25_TJBS_S_005652,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,4.467616690536953,14.426443431541225,3.2291139618352847,6.998809208700349e-71,10.011816676189364
P25_TJBS_S_007187,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,4.0378935412941175,16.462930028138715,4.077108487328385,2.1470185989542448e-78,12.314060921414022
P25_TJBS_S_007502,P25_TRANSFER_V1_RANK1,ACCESSIBLE_UNCLASSIFIED,37,2.234826574750085,19.661781099225376,8.797900168796813,2.407520887420351e-37,17.772826610659656
