seed,protocol,row_name,cohesion,Kmax_Pa_sqrt_m,R,frequency_Hz,canonical_job_key,n_accepted_events,censored,censor_reason,cumulative_extension_m,terminal_cumulative_cycles,max_event_cumulative_cycles,cycle_horizon,hit_cycle_horizon
1720,D1,COMPETING_REVERSIBLE,finite,18000000.0,-0.95,1000.0,248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,30,False,,0.00015000000000000007,449.67598658470024,449.67598658470024,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,finite,15000000.0,-0.95,1000.0,5c227ccbf33c3ff2da1a000c4a54d70a5d5fd568bc8142addf45b3b73b1390fe,30,False,,0.00015000000000000007,784.8020559848436,784.8020559848436,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,finite,21000000.0,-0.95,1000.0,8eb2adc0ea2054adda20eac1b1612d93b8a3c6e906b58ec250a408356f1931fc,30,False,,0.00015000000000000007,368.80831572268664,368.80831572268664,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,finite,24300000.0,-0.95,1000.0,aab2d4224c3912d8cbc72551eaafcf3078e2a1f62ae0704259d84b6d22977055,30,False,,0.00015000000000000007,326.5934590049767,326.5934590049767,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,finite,12000000.0,-0.95,1000.0,de0e3e9c4f36427c5fbdf6a9602db9e11eee4ae42b4cb664f8a5fbec0bee8c98,30,False,,0.00015000000000000007,90177.06180303267,90177.06180303267,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,zero,24300000.0,-0.95,1000.0,09a9617b7e212b6f66840f724a3f004e1691108e56f3a788ecf8ace70890365b,30,False,,0.00015000000000000007,312.62744172793674,312.62744172793674,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,zero,18000000.0,-0.95,1000.0,2d55ef718b2a1cbb54384bb2f3bbb895152b8079f3d89e6e45aa54462ff4ae58,30,False,,0.00015000000000000007,407.4770053835924,407.4770053835924,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,zero,12000000.0,-0.95,1000.0,5369cd8928d1ac46602e106cc1a63b428e0cf86aad024cc5bb9a402a37bccc49,30,False,,0.00015000000000000007,5835.655290668648,5835.655290668648,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,zero,15000000.0,-0.95,1000.0,7e70210b8f4ab56ef61b82cc6595353b13e626c3a27dddb4a25a25ead515e62c,30,False,,0.00015000000000000007,588.4640658005469,588.4640658005469,1000000000000.0,False
1720,D1,COMPETING_REVERSIBLE,zero,21000000.0,-0.95,1000.0,e71b63e3fee180485ed4d5c8c4efb1cbc7ad1a5639b68bc1cc618d2892b00dc2,30,False,,0.00015000000000000007,346.9895814127889,346.9895814127889,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,finite,15000000.0,-0.95,1000.0,365a9475584e1552a134a7b9681608946c6e066a074166de444e8993d0f7ecbc,30,False,,0.00015000000000000007,1047.4127509480645,1047.4127509480645,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,finite,18000000.0,-0.95,1000.0,883c8d97226c95eebb1e585df00af5ccaef5742a64a85a0a8769f61fca6f68cf,30,False,,0.00015000000000000007,600.815744406439,600.815744406439,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,finite,21000000.0,-0.95,1000.0,d9715bd5e151776a1530b940cce8dd895b727a45e4738804dd610e9571506260,30,False,,0.00015000000000000007,492.8048678333121,492.8048678333121,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,zero,21000000.0,-0.95,1000.0,06d9da958781a18a55fc9078850bff533d15df50a1a33a55f409333f9251f076,30,False,,0.00015000000000000007,463.6590478435148,463.6590478435148,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,zero,15000000.0,-0.95,1000.0,7deb16dac19ec39abc6ae78da35d1532abdbf12524d391d04fc7823f4239f006,30,False,,0.00015000000000000007,786.325305008562,786.325305008562,1000000000000.0,False
1001723,D1_confirm,COMPETING_REVERSIBLE,zero,18000000.0,-0.95,1000.0,ad2991028fae1ea10249a1c870d117cd5a7e567d46b61671d83dbaf101118af7,30,False,,0.00015000000000000007,544.4843604959019,544.4843604959019,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,finite,24300000.0,-0.5,1000.0,42348cf95208defcc6c110b655b7c4146f39bccad08f5079c8db8a4288a627fb,30,False,,0.00015000000000000007,282.4385572502018,282.4385572502018,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,finite,21000000.0,-0.5,1000.0,9b780af5e7ba60536b728cbb3c7b343db148b49b152ee016da8c5665cabbdb0c,30,False,,0.00015000000000000007,320.0121757211134,320.0121757211134,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,finite,15000000.0,-0.5,1000.0,a6fb71e30fb1511d73fd5ba7ce0e38f3a24e04d0944e71b076d391451d1394de,30,False,,0.00015000000000000007,686.063096216963,686.063096216963,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,finite,18000000.0,-0.5,1000.0,b03e1086d513efba6ab1c075aaf021e5ab69b6bc3bb9ec2bc1d3a757b99e39d3,30,False,,0.00015000000000000007,391.47593554588724,391.47593554588724,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,finite,12000000.0,-0.5,1000.0,eb75943e869ac94dd49fc561c1e83a12f8828db13a3026bdb42eb83a7954a302,30,False,,0.00015000000000000007,79034.51470591765,79034.51470591765,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,zero,24300000.0,-0.5,1000.0,1351eea1a85d23ea9b646531026c06ff3113eeb24b6b790e468b88f01030b9eb,30,False,,0.00015000000000000007,269.9670765999904,269.9670765999904,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,zero,21000000.0,-0.5,1000.0,1abb2ac0899790fded62faaaf63182efbc80b679210ec51917f0c0510f953edf,30,False,,0.00015000000000000007,300.5789149572292,300.5789149572292,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,zero,18000000.0,-0.5,1000.0,2f3acc81257c160709dd1a0a2e65c4910244bfc464c5f999edb865c2cc9d29c3,30,False,,0.00015000000000000007,354.22883912797374,354.22883912797374,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,zero,15000000.0,-0.5,1000.0,3ba6f4bd558a8dbd6b914b81fb26a77a0172f320e786ecbf95d2f4157b36c8ff,30,False,,0.00015000000000000007,513.7089682953762,513.7089682953762,1000000000000.0,False
1720,D2,COMPETING_REVERSIBLE,zero,12000000.0,-0.5,1000.0,9ea28a1529877ad528774209345cdc18ee5306e92941e2d6b17a6a1ea1ba84bb,30,False,,0.00015000000000000007,5111.999127937246,5111.999127937246,1000000000000.0,False
1001723,D2_confirm,COMPETING_REVERSIBLE,finite,21000000.0,-0.5,1000.0,48e2ea0bf0ef7013a43df8a55733ed21c514811b9fb5cac9ae849121fb9f9224,30,False,,0.00015000000000000007,427.42735598392187,427.42735598392187,1000000000000.0,False
1001723,D2_confirm,COMPETING_REVERSIBLE,finite,18000000.0,-0.5,1000.0,670c1cb5f492bc1c75a3fab10872791073296302fc77341cb795938fd17ec4be,30,False,,0.00015000000000000007,522.9770065199159,522.9770065199159,1000000000000.0,False
1001723,D2_confirm,COMPETING_REVERSIBLE,finite,15000000.0,-0.5,1000.0,cc10b9d621c0e5b33e28478a9a509e0d9b755e87fa8506480e621421ca56b42d,30,False,,0.00015000000000000007,915.5455876209808,915.5455876209808,1000000000000.0,False
