visible_curve_label,internal_parameterization_id,campaign,branch,commit,source_table,physical_source_bundle_hash,Kmax_MPa_sqrt_m,R,DeltaK_applied_MPa_sqrt_m,tensile_only_range_MPa_sqrt_m,temperature_K,frequency_Hz,seed,da_dN_m_per_cycle,developed_window_definition,stationarity_result,censor_exclusion_state,parameterization_category,notes
D6_conditional_persistent zero-cohesion baseline,D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1720,8.269146512972921e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz)",D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1720,1.0863654862945367e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.04291795897047157
D6_conditional_persistent zero-cohesion baseline,D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1720,1.1992063476028727e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz)",D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1720,1.3301911213386722e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.026305277419709235
D6_conditional_persistent zero-cohesion baseline,D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1720,1.4132510673501771e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz)",D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,316.22776601683796,1720,1.505357277065557e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.019227444471334846
D6_conditional_persistent zero-cohesion baseline,D6_conditional_persistent/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,24.3,-0.5,36.45,24.3,300.0,316.22776601683796,1720,1.5735010273703769e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D1 (COMPETING_REVERSIBLE, R=-0.95, 1000 Hz)",D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.95,35.1,18.0,300.0,1000.0,1720,2.986284038624361e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.042943615703499
D1 zero-cohesion baseline,D1/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.95,35.1,18.0,300.0,1000.0,1720,3.296664327470099e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D1 at identical Kmax/R/frequency/seed
"D2 (COMPETING_REVERSIBLE, R=-0.50, 1000 Hz)",D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1720,3.4301535405620566e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.0435803582695874
D2 zero-cohesion baseline,D2/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1720,3.7922234429566777e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D2 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz)",D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1720,3.4297541005343824e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.04363093463566765
D5 zero-cohesion baseline,D5/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1720,3.7922234429566777e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz (2nd seed))",D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1001723,6.657797422905777e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.058789743081348926
D3 zero-cohesion baseline,D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1001723,7.622901706666652e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz (2nd seed))",D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1001723,1.0479912334212649e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.023195901871901587
D3 zero-cohesion baseline,D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1001723,1.10548677538196e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D3 (COMPETING_REVERSIBLE, R=-0.50, 316.228 Hz (2nd seed))",D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1001723,1.2605255151556346e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.0143273141449068
D3 zero-cohesion baseline,D3_confirm/COMPETING_REVERSIBLE,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1001723,1.3028036153853332e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D3 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz (2nd seed))",D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1001723,1.8029655493953965e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.12613289139198378
D5 zero-cohesion baseline,D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,1000.0,1001723,2.410573177265135e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz (2nd seed))",D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1001723,3.161867465588767e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.0436098897328006
D5 zero-cohesion baseline,D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,1000.0,1001723,3.4958561334019476e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D5 (PASSIVATION_LIMITED, R=-0.50, 1000 Hz (2nd seed))",D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1001723,3.86979920665351e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.027190523851714242
D5 zero-cohesion baseline,D5_confirm/PASSIVATION_LIMITED,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,1000.0,1001723,4.119826768519628e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D5 at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz (2nd seed))",D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1001723,5.720402090205706e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.12469376314209753
D6_conditional_persistent zero-cohesion baseline,D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,15.0,-0.5,22.5,15.0,300.0,316.22776601683796,1001723,7.622901706666652e-07,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz (2nd seed))",D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1001723,1.0004524882212336e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.04335708291565842
D6_conditional_persistent zero-cohesion baseline,D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,18.0,-0.5,27.0,18.0,300.0,316.22776601683796,1001723,1.10548677538196e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
"D6_conditional_persistent (COMPETING_PERSISTENT, R=-0.50, 316.228 Hz (2nd seed))",D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1001723,1.2255440820171467e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,rebonding dynamic,finite (cohesive) branch; S_h_developed=-0.026550017939965517
D6_conditional_persistent zero-cohesion baseline,D6_confirm/COMPETING_PERSISTENT,"Crack-rebonding Part X, PX4 stage-1 developed rate study",codex/v10.2.30-crack-rebonding-part-x,30db009ff7172728a6bdc885886f21b94cbec225,px4_stage1_rate_table.csv,d21b13aa3691f77eed7daa247e12defc0758cf1bfa6cc91a394f01505d5d9c7f,21.0,-0.5,31.5,21.0,300.0,316.22776601683796,1001723,1.3028036153853332e-06,PX4 stage-1 stationary developed window (both_stable_growth=True),True,DEVELOPED_STABLE,zero-cohesion control,matched zero-cohesion baseline for D6_conditional_persistent at identical Kmax/R/frequency/seed
