case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,physical_avalanche_index,first_event_transaction_index,last_event_transaction_index,event_transaction_count,start_extension_um,end_extension_um,avalanche_extension_um,onset_opening_m,onset_native_J_J_per_m2,onset_native_KJ_MPa_sqrt_m,target_right_censored,grouping_rule
canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,30.0,rate1x,1.0,11693,1,2,221,220,9.500831930514346,1005.6742428471276,996.1734109166133,1.871799462085275e-05,2308.0385283126407,32.043667928402854,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1200K__theta15__rate1x__seed12702,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1200.0,15.0,rate1x,1.0,12702,0,0,194,195,0.0,1004.8604731190748,1004.8604731190748,2.51033238081121e-05,4069.4454467495316,42.54889743743791,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1200.0,30.0,rate1x,1.0,12702,0,0,0,1,0.0,2.280340486986274,2.280340486986274,1.6644418735135353e-05,1783.2648155954332,28.166223153446385,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1200.0,30.0,rate1x,1.0,12702,1,1,199,199,2.280340486986274,1000.8702707868481,998.5899302998619,1.7638632670581197e-05,2029.063688421129,30.044745859240997,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1250K__theta15__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,15.0,rate1x,1.0,13711,0,0,219,220,0.0,1003.2117428086736,1003.2117428086736,2.5705075774175114e-05,4266.881203118376,43.56883738174592,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1250K__theta30__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,30.0,rate1x,1.0,13711,0,0,221,222,0.0,1002.654774620004,1002.654774620004,1.701586432203703e-05,1863.7454778325744,28.794795376755697,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1300K__theta15__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,15.0,rate1x,1.0,14720,0,0,182,183,0.0,1005.2519409906023,1005.2519409906023,2.5015252931481e-05,4040.9415770944624,42.39962163931468,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__peak__T1300K__theta30__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,30.0,rate1x,1.0,14720,0,0,190,191,0.0,1001.4168331118047,1001.4168331118047,1.6704853872232003e-05,1796.2382348188971,28.268493445059505,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,0,0,16,17,0.0,69.11766988826861,69.11766988826861,1.2099341243273492e-05,945.3578301889185,20.507787476901576,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,1,17,112,96,69.11766988826861,440.9559425381462,371.8382726498776,1.3973512658435882e-05,830.2697499877368,19.218978586461635,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,2,113,224,112,440.9559425381462,993.0957920909309,552.1398495527847,1.620325858391479e-05,836.806298635176,19.294483866710447,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,3,225,226,2,993.0957920909309,1006.5526481594983,13.456856068567395,1.9382218446621996e-05,1012.9200971801638,21.227961402751234,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0300K__theta30__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,30.0,rate1x,1.0,2003621,0,0,226,227,0.0,1013.8872969190295,1013.8872969190295,1.1326609876333088e-05,825.8068087647929,19.16725518779332,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0600K__theta15__rate1x__seed2004630,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,600.0,15.0,rate1x,1.0,2004630,0,0,195,196,0.0,1001.3823823288534,1001.3823823288534,1.2579783979073616e-05,1021.9252773731491,21.322114250773474,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0600K__theta30__rate1x__seed2004630,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,600.0,30.0,rate1x,1.0,2004630,0,0,194,195,0.0,1009.4739177198257,1009.4739177198257,1.0677194647722416e-05,733.8256616783805,18.068293755773933,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0800K__theta15__rate1x__seed2005639,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,800.0,15.0,rate1x,1.0,2005639,0,0,203,204,0.0,1001.8600839219055,1001.8600839219055,1.2644147082131357e-05,1032.4091689171626,21.43120654037195,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,800.0,30.0,rate1x,1.0,2005639,0,0,55,56,0.0,261.85788997544716,261.85788997544716,1.0497988369342437e-05,709.3992896079881,17.76503510146635,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,800.0,30.0,rate1x,1.0,2005639,1,56,210,155,261.85788997544716,1001.9070878335657,740.0491978581185,1.1328049927338348e-05,815.1131762345739,19.04274939528009,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0900K__theta15__rate1x__seed2006648,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,900.0,15.0,rate1x,1.0,2006648,0,0,199,200,0.0,1013.2848760783452,1013.2848760783452,1.2703733961433012e-05,1042.1627719512219,21.532203365947847,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0900K__theta30__rate1x__seed2006648,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,900.0,30.0,rate1x,1.0,2006648,0,0,201,202,0.0,1001.2130117357432,1001.2130117357432,1.0638827496058826e-05,728.561317246694,18.00336762211223,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,15.0,rate1x,1.0,2007657,0,0,39,40,0.0,175.52392887511314,175.52392887511314,1.237483689701167e-05,988.8985538881903,20.974739040964085,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,15.0,rate1x,1.0,2007657,1,40,228,189,175.52392887511314,1001.8298696454004,826.3059407702873,1.4500864183481987e-05,761.5740319284648,18.40673495784772,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,30.0,rate1x,1.0,2007657,0,0,5,6,0.0,13.665625987236167,13.665625987236167,1.0307122194889442e-05,683.8383054149308,17.44204519430069,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,30.0,rate1x,1.0,2007657,1,6,143,138,13.665625987236167,626.3542529881389,612.6886270009027,1.1426989292602772e-05,740.9461172181951,18.155742249410192,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,30.0,rate1x,1.0,2007657,2,144,234,91,626.3542529881389,1002.032071393018,375.6778184048791,1.3159700347704037e-05,810.71811768968,18.991341121697026,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1000K__theta15__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,15.0,rate1x,1.0,2008666,0,0,182,183,0.0,1009.9695964733096,1009.9695964733097,1.2902142160069658e-05,1074.9701882074442,21.868495490411828,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1000K__theta30__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,30.0,rate1x,1.0,2008666,0,0,184,185,0.0,1002.1805283989765,1002.1805283989765,1.059644836297518e-05,722.768517036494,17.931652283867113,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1050K__theta15__rate1x__seed2009675,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1050.0,15.0,rate1x,1.0,2009675,0,0,222,223,0.0,1001.9702366401563,1001.9702366401563,1.279999999999999e-05,1058.0171658793404,21.695369559915,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1050K__theta30__rate1x__seed2009675,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1050.0,30.0,rate1x,1.0,2009675,0,0,217,218,0.0,1001.2609350490958,1001.2609350490958,1.055268525560857e-05,716.810807757928,17.857594939625102,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1100.0,15.0,rate1x,1.0,2010684,0,0,3,4,0.0,19.521319308195437,19.521319308195434,1.255438182034941e-05,1017.8023291992932,21.27905884287181,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1100.0,15.0,rate1x,1.0,2010684,1,4,226,223,19.521319308195437,1003.6003780055482,984.0790586973527,1.3836548839998825e-05,903.231484065328,20.04565396024768,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1100K__theta30__rate1x__seed2010684,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1100.0,30.0,rate1x,1.0,2010684,0,0,227,228,0.0,1007.9149858697521,1007.9149858697521,1.0295675144509284e-05,682.3202124786749,17.422674125800977,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1150.0,15.0,rate1x,1.0,2011693,0,0,10,11,0.0,57.60611535478668,57.60611535478668,1.2351799377130312e-05,985.220030359876,20.935691579435176,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1150.0,15.0,rate1x,1.0,2011693,1,11,254,244,57.60611535478668,1001.3630775153413,943.7569621605546,1.5209989110676869e-05,772.8367464602185,18.542341573879362,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1150K__theta30__rate1x__seed2011693,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1150.0,30.0,rate1x,1.0,2011693,0,0,258,259,0.0,1001.6049590110962,1001.6049590110962,1.012957286282574e-05,660.4817775304211,17.141590478084332,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1200K__theta15__rate1x__seed2012702,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1200.0,15.0,rate1x,1.0,2012702,0,0,219,220,0.0,1001.4058688558637,1001.4058688558637,1.1757226571082599e-05,892.6527549402339,19.92791995775698,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1200K__theta30__rate1x__seed2012702,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1200.0,30.0,rate1x,1.0,2012702,0,0,218,219,0.0,1001.7671883427042,1001.7671883427042,9.744527273351412e-06,611.2236156706017,16.4900038910147,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1250K__theta15__rate1x__seed2013711,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1250.0,15.0,rate1x,1.0,2013711,0,0,208,209,0.0,1008.4353728367023,1008.4353728367023,1.1592512538453861e-05,867.8165401450877,19.64873778513321,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1250K__theta30__rate1x__seed2013711,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1250.0,30.0,rate1x,1.0,2013711,0,0,211,212,0.0,1003.8294178514797,1003.8294178514797,9.628899436801949e-06,596.8042080613761,16.29433473014895,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1300.0,15.0,rate1x,1.0,2014720,0,0,114,115,0.0,599.1260376733702,599.1260376733702,1.1309731670002388e-05,825.9949212741495,19.1694381409513,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1300.0,15.0,rate1x,1.0,2014720,1,115,205,91,599.1260376733702,1004.4218665901867,405.29582891681645,1.2558905806644818e-05,617.3317306067362,16.572193492915332,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_single_crack_theta__weakt__T1300K__theta30__rate1x__seed2014720,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1300.0,30.0,rate1x,1.0,2014720,0,0,206,207,0.0,1003.0794209931287,1003.0794209931287,9.428559847931462e-06,572.2282558720435,15.955313605026433,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0300K__theta45__rate1x__seed3003621,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,45.0,rate1x,1.0,3003621,0,0,210,211,0.0,1002.1221210976463,1002.1221210976463,9.064488592094594e-06,532.7401243148682,15.394954127787303,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,45.0,rate1x,1.0,3004630,0,0,7,8,0.0,52.09997031020936,52.09997031020935,9.480902525796373e-06,582.8115600317798,16.102183591686817,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,45.0,rate1x,1.0,3004630,1,8,232,225,52.09997031020936,1001.3219679869561,949.2219976767468,1.0243021242167657e-05,550.5610953051671,15.650328397332627,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0800K__theta45__rate1x__seed3005639,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,45.0,rate1x,1.0,3005639,0,0,222,223,0.0,1000.2291103854404,1000.2291103854404,8.594588114247871e-06,478.93759733705406,14.596884139880348,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,45.0,rate1x,1.0,3006648,0,0,75,76,0.0,310.7712826852665,310.7712826852665,8.360096591866514e-06,453.15980870142477,14.19862822133196,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,45.0,rate1x,1.0,3006648,1,76,228,153,310.7712826852665,1002.2393811910486,691.4680985057821,1.4772293370664687e-05,463.7721946036925,14.36392235409388,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,45.0,rate1x,1.0,3007657,0,0,6,7,0.0,56.7549466092632,56.75494660926321,8.167178027096694e-06,432.4867822659781,13.870979019189425,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,45.0,rate1x,1.0,3007657,1,7,7,1,56.7549466092632,70.70056304238554,13.945616433122337,9.475673222630414e-06,477.6315501707206,14.576967940044385,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,45.0,rate1x,1.0,3007657,2,8,231,224,70.70056304238554,1008.029533296157,937.3289702537714,1.0828972717158892e-05,469.6529442537972,14.45470457374684,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1000K__theta45__rate1x__seed3008666,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,45.0,rate1x,1.0,3008666,0,0,211,212,0.0,1002.8169146859649,1002.8169146859649,8.03507957272044e-06,418.6095753732955,13.646625529766137,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1050K__theta45__rate1x__seed3009675,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,45.0,rate1x,1.0,3009675,0,0,241,242,0.0,1000.4628598506737,1000.4628598506737,7.717047000441742e-06,386.127812694858,13.106485089229562,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1100K__theta45__rate1x__seed3010684,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,45.0,rate1x,1.0,3010684,0,0,231,232,0.0,1006.2922105967024,1006.2922105967024,7.370662055550445e-06,352.24253081084225,12.518191521095071,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1150K__theta45__rate1x__seed3011693,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,45.0,rate1x,1.0,3011693,0,0,225,226,0.0,1001.6835286677328,1001.6835286677328,7.2482850110605684e-06,340.6428818013722,12.31034868836661,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,45.0,rate1x,1.0,3012702,0,0,12,13,0.0,54.88083299985734,54.88083299985734,7.124619792008269e-06,329.1184130552115,12.100318044588942,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,45.0,rate1x,1.0,3012702,1,13,230,218,54.88083299985734,1001.5636417948334,946.6828087949762,7.923938350666263e-06,360.19771673427545,12.658760204643945,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1250K__theta45__rate1x__seed3013711,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,45.0,rate1x,1.0,3013711,0,0,219,220,0.0,1000.1899754973863,1000.1899754973863,6.955025143069864e-06,313.636214165081,11.812281735182367,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,45.0,rate1x,1.0,3014720,0,0,77,78,0.0,323.5550925735168,323.5550925735168,6.687624107492752e-06,289.98297665249476,11.358132928594127,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,45.0,rate1x,1.0,3014720,1,78,232,155,323.5550925735168,1001.5708115050081,678.0157189314914,7.657072878473452e-06,319.5800963732284,11.923686721276788,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,300.0,45.0,rate1x,1.0,1003621,0,0,9,10,0.0,49.06981116807509,49.06981116807509,1.3752245763737943e-05,1226.241596434475,23.356551286461535,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,300.0,45.0,rate1x,1.0,1003621,1,10,226,217,49.06981116807509,1001.8061338348662,952.7363226667911,1.6857321267736194e-05,1232.0859694319076,23.412144791268116,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0600K__theta45__rate1x__seed1004630,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,600.0,45.0,rate1x,1.0,1004630,0,0,209,210,0.0,1007.4102822072751,1007.4102822072751,1.3712509964158867e-05,1219.1656181491717,23.28906476413479,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
