case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,pf_target_status,oneD_status,comparison_status,pf_initial_onset_native_KJ_MPa_sqrt_m,oneD_initial_onset_native_KJ_MPa_sqrt_m,onset_delta_oneD_minus_PF_MPa_sqrt_m,pf_physical_avalanche_count,oneD_physical_avalanche_count,pf_largest_avalanche_fraction,oneD_largest_avalanche_fraction,pf_maximum_tip_radius_um,oneD_maximum_tip_radius_um,pf_minimum_front_width_um,oneD_minimum_front_width_um,pf_maximum_backstress_GPa,oneD_maximum_backstress_GPa,pf_mobile_state_units,oneD_mobile_state_units,eventwise_K_not_compared_as_R_curve
canonical_theta0_rate__ceramiclike__T1250K__theta0__rate0p01x__seed3013711,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,0.0,rate0p01x,0.01,3013711,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,12.931257167309942,18.270120760904366,5.338863593594423,1,1,1.0,1.0,1.5798388449062897,4.309912471107432,0.20239536860784535,0.0847265164237513,5.928468255041884,13.620149074967763,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_rate__ceramiclike__T1300K__theta0__rate0p01x__seed3014720,CANONICAL_STRAIN_RATE,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,0.0,rate0p01x,0.01,3014720,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,12.311729965854907,17.494547004968844,5.182817039113937,2,1,0.9496846411050017,1.0,1.786775569178099,5.246452307106094,0.17376095227030927,0.07480281086867756,6.915221698613797,15.381291262561232,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T0300K__theta0__rate1x__seed3621,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,300.0,0.0,rate1x,1.0,3621,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,23.650909281245745,23.872444183428144,0.22153490218239824,1,1,1.0,1.0,1.0000000000000409,1.0010254841547412,9.999999999851898,7.574090609635443,6.54048764298025e-07,0.0734374725525259,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T0600K__theta0__rate1x__seed4630,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,600.0,0.0,rate1x,1.0,4630,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,22.543110037165572,39.59750281927184,17.054392782106266,1,1,1.0,1.0,1.0029244375858393,3.149128065862856,5.6619874569886415,0.25330906325654684,0.17495403309235308,3.450233885151239,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T0800K__theta0__rate1x__seed5639,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,800.0,0.0,rate1x,1.0,5639,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,41.18783496692729,60.47279937769915,19.284964410771856,1,1,1.0,1.0,1.2495396094481512,20.601137001756985,0.7412364785750358,0.08390065218216583,1.616857520505004,10.204740705520063,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T0900K__theta0__rate1x__seed6648,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,900.0,0.0,rate1x,1.0,6648,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,56.38624527458679,85.17437325745638,28.78812798286959,1,1,1.0,1.0,1.0006270420320282,116.28621870070478,8.291819607404339,0.03459632422643984,0.0810151566029962,24.854511695530096,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T0950K__theta0__rate1x__seed7657,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,950.0,0.0,rate1x,1.0,7657,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,55.70689292188094,84.06634993250931,28.35945701062837,1,1,1.0,1.0,1.001395111164711,111.45355785362739,7.051546174324297,0.035345057087743235,0.11868548885644824,24.36459265916123,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1000K__theta0__rate1x__seed8666,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1000.0,0.0,rate1x,1.0,8666,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,53.878171773275795,82.97145084102529,29.093279067749492,1,1,1.0,1.0,4.7430019717402265,106.58766264740477,0.19109788862102023,0.03615029362724905,6.287667586743905,23.85746788689066,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1050K__theta0__rate1x__seed9675,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1050.0,0.0,rate1x,1.0,9675,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,53.5175623892751,81.88654765069629,28.368985261421187,1,1,1.0,1.0,6.961763106680891,101.7443771596482,0.15144960347962544,0.03700904450734611,7.934266652212224,23.33840591012525,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1100K__theta0__rate1x__seed10684,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1100.0,0.0,rate1x,1.0,10684,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,52.7038352528844,80.81082351239678,28.106988259512377,1,1,1.0,1.0,6.793419256141974,96.96812669320904,0.1534012845829054,0.03791880341725812,7.833297904917056,22.81190913867333,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1150K__theta0__rate1x__seed11693,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1150.0,0.0,rate1x,1.0,11693,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,51.55784259763339,79.74407408760784,28.186231489974453,1,1,1.0000000000000002,1.0,6.8247342383923595,92.29029305610945,0.15252584091345728,0.03887815726604105,7.878267889631803,22.281391679295375,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1200K__theta0__rate1x__seed12702,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1200.0,0.0,rate1x,1.0,12702,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,49.08883842937306,78.68487701770796,29.5960385883349,1,1,1.0,1.0,6.5336143365947885,87.72650457561714,0.1562662241099012,0.03988796486582446,7.689649510286986,21.748667796048828,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1250K__theta0__rate1x__seed13711,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1250.0,0.0,rate1x,1.0,13711,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,50.17545419312196,77.63200353602075,27.45654934289879,1,1,1.0,1.0,6.76037085406546,83.28669747442315,0.15464341443707777,0.04094989546172738,7.770363388658796,21.215030220295898,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__peak__T1300K__theta0__rate1x__seed14720,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1300.0,0.0,rate1x,1.0,14720,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,48.695710097214224,76.58004622529465,27.884336128080427,1,1,1.0,1.0,6.5436319170815045,78.96045791232339,0.15714914372173067,0.042070746768405665,7.646435750507956,20.67919207903077,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T0300K__theta0__rate1x__seed1003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,300.0,0.0,rate1x,1.0,1003621,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,23.35655128646154,23.646685606036677,0.290134319575138,2,1,0.9485816751841211,1.0,1.0000000000000002,1.0000001988560332,9.9999999999996,9.999339019657356,3.3925696212800323e-08,0.0013498873417750082,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T0600K__theta0__rate1x__seed1004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,600.0,0.0,rate1x,1.0,1004630,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,23.289064764188225,23.41783440169479,0.128769637506565,2,1,0.94690539407077,1.0,1.0000000000028535,1.0000708097155644,9.99999999062974,9.772609265787816,5.2024403323950025e-06,0.018615839891726212,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T0800K__theta0__rate1x__seed1005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,800.0,0.0,rate1x,1.0,1005639,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,22.717486597919788,24.866052333672386,2.148565735752598,1,1,1.0,1.0,1.0000000040205292,1.2001313545645447,9.999986634842575,0.8636845180433352,0.00019647833766267702,0.9804063219163215,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T0900K__theta0__rate1x__seed1006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,900.0,0.0,rate1x,1.0,1006648,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,22.386138004544712,40.265176515355385,17.879038510810673,1,1,1.0,1.0,1.0000132139951496,3.263611514407403,9.95636079038162,0.25768752761581265,0.011263845139789832,3.2968263327612637,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T0950K__theta0__rate1x__seed1007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,950.0,0.0,rate1x,1.0,1007657,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,21.745013863763774,52.22668830682148,30.481674443057706,2,1,0.9521513330003324,1.0,1.0327087060767872,25.01297388269009,2.0967382975775455,0.07914108690706399,0.5604146447111352,12.604069723664761,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1000K__theta0__rate1x__seed1008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1000.0,0.0,rate1x,1.0,1008666,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,56.18816031654793,91.34019901493117,35.152038698383244,2,2,0.949925223762923,0.875,12.265767391761809,51.59496152648422,0.11553916011781244,0.0545228432711852,10.386794878276033,17.786083173884037,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1050K__theta0__rate1x__seed1009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1050.0,0.0,rate1x,1.0,1009675,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,55.293635866795796,90.63518713777174,35.34155127097594,1,3,1.0,0.7777777777777778,13.949351689917929,71.9462534317507,0.10776788309586503,0.04604359754445263,11.144390658762408,22.936320056753225,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1100K__theta0__rate1x__seed1010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1100.0,0.0,rate1x,1.0,1010684,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,55.59396565090605,89.43889607667096,33.84493042576491,1,3,1.0,0.8461538461538461,11.65623560109835,551.0512055790634,0.11879715256089415,0.016536227233634033,10.108199354245537,69.14648563256267,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1150K__theta0__rate1x__seed1011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1150.0,0.0,rate1x,1.0,1011693,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,54.65228577238534,88.30240751585696,33.650121743471615,2,3,0.9491872511856909,0.8461538461538461,14.208206108160024,531.2032156305816,0.10670676178098513,0.016842896933373007,11.261719150583113,67.86368390202408,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1200K__theta0__rate1x__seed1012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1200.0,0.0,rate1x,1.0,1012702,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,54.06167032034489,87.11389972207574,33.052229401730855,2,3,0.9427840648548417,0.8461538461538461,12.036288673888519,525.0559068926726,0.11673402696645134,0.016941394369819552,10.294326705267846,67.06840505854179,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1250K__theta0__rate1x__seed1013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1250.0,0.0,rate1x,1.0,1013711,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,53.932676721396966,85.89449882649726,31.96182210510029,2,2,0.7995868022516854,0.9230769230769231,12.841110656644794,509.2525920183835,0.1126976304669654,0.017202760461302927,10.660464788695867,66.03420823596804,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__dbtt__T1300K__theta0__rate1x__seed1014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1300.0,0.0,rate1x,1.0,1014720,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,50.479281935779376,84.69911359644091,34.219831660661534,2,2,0.8843007507911896,0.8888888888888888,14.74879770089454,425.6802175063992,0.10458814745636877,0.01881944454670106,11.480746245746312,48.931700346545625,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T0300K__theta0__rate1x__seed2003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,300.0,0.0,rate1x,1.0,2003621,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,22.494416102340733,41.49148161395769,18.997065511616956,1,1,1.0,1.0,1.8826456830454834,150.06979395758992,0.29823785699898364,0.02296338730033436,4.013809873759352,42.784579576385624,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate1x,1.0,2004630,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,23.47416107130131,40.27523143479458,16.801070363493267,3,1,0.9459193767482031,1.0,2.61844733855677,1283.7609941074084,0.22033180525431753,0.007828145974151395,5.39155652931113,121.73621971395124,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T0800K__theta0__rate1x__seed2005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate1x,1.0,2005639,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,23.38428039617443,38.5295143382941,15.14523394211967,2,1,0.951913058681162,1.0,3.0735503699478093,3012.1454894093813,0.19466685146016374,0.0051093540124728595,6.16872047119076,179.52645547069108,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T0900K__theta0__rate1x__seed2006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,900.0,0.0,rate1x,1.0,2006648,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,23.34278973847732,37.82777804979654,14.48498831131922,1,1,1.0,1.0,2.5383922574730704,2922.96368781094,0.2259890782745288,0.005186739729614039,5.3164702996992075,176.87532510735227,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T0950K__theta0__rate1x__seed2007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,950.0,0.0,rate1x,1.0,2007657,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,22.605496920713904,37.604912607720784,14.99941568700688,1,1,1.0,1.0,2.6073968486774466,2917.2165287222124,0.22108750404196345,0.00519184811884299,5.434373897991375,176.83878207632995,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1000K__theta0__rate1x__seed2008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1000.0,0.0,rate1x,1.0,2008666,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,23.777332344705204,37.02857413340149,13.251241788696287,1,1,1.0,1.0,2.678671161549735,2546.285160895872,0.21634529080420645,0.005557297306850993,5.552618670723042,165.14664453859257,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1050K__theta0__rate1x__seed2009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1050.0,0.0,rate1x,1.0,2009675,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,23.437656168352262,36.02597131099162,12.58831514263936,1,1,1.0,1.0,2.9971164109259627,52.629234631244294,0.19835574234794917,0.03901941659875338,6.056691684947273,27.580764846469293,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1100K__theta0__rate1x__seed2010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate1x,1.0,2010684,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,22.986024668312858,35.02998631905619,12.043961650743334,2,1,0.8869479673468037,1.0,3.223220725889243,65.3950170690747,0.1880026045201784,0.0349384101893245,6.390345834956118,30.134725930712246,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1150K__theta0__rate1x__seed2011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1150.0,0.0,rate1x,1.0,2011693,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,22.573104379398465,34.04110334987515,11.467998970476685,1,1,1.0,1.0,2.712374238095837,79.22818583482793,0.2142066349823944,0.03169918598525236,5.608982967347132,32.592660299515565,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1200K__theta0__rate1x__seed2012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1200.0,0.0,rate1x,1.0,2012702,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,21.446414284020445,33.06049409542157,11.614079811401123,1,1,1.0,1.0,2.65570347283909,94.22260175217605,0.21783321832323266,0.02903818585458086,5.515659628124897,34.9963026493332,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1250K__theta0__rate1x__seed2013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1250.0,0.0,rate1x,1.0,2013711,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,21.130362944831294,32.087131384281385,10.95676843945009,1,1,1.0,1.0,2.7384042775529456,108.898789591398,0.21259760245563614,0.02699119128078822,5.6468705300424125,37.13907503472005,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__weakt__T1300K__theta0__rate1x__seed2014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1300.0,0.0,rate1x,1.0,2014720,TARGET_REACHED,RIGHT_CENSORED_DRIVE_MAP_BOUND,MATCHED_WITH_ONED_DRIVE_MAP_BOUND,20.5972722539333,31.123831951650594,10.526559697717293,2,1,0.9498174807106841,1.0,3.1891305510260244,123.67305193121715,0.18946026086366338,0.02531371841986922,6.342018246278927,39.13327331858041,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T0300K__theta0__rate1x__seed3003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,0.0,rate1x,1.0,3003621,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,15.394954127787303,15.625006440844212,0.23005231305690899,1,1,1.0,1.0,1.0,1.0000000141000729,10.0,9.999703321790609,2.191784448804318e-14,0.0009043451436655936,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T0600K__theta0__rate1x__seed3004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,0.0,rate1x,1.0,3004630,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,16.10271904548941,20.64192722473365,4.539208179244241,2,1,0.9460878691516346,1.0,1.0000121300929645,1.693096943463942,9.754134705991746,0.185127854425316,0.027152194942163095,4.593614391270063,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T0800K__theta0__rate1x__seed3005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,0.0,rate1x,1.0,3005639,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,16.614296770291954,25.582431289413556,8.968134519121602,1,1,1.0,1.0,1.1462888796886088,2.978125033379547,0.4027032211990253,0.10959487384698405,2.9818593435091687,8.856447162271392,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T0900K__theta0__rate1x__seed3006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,0.0,rate1x,1.0,3006648,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,17.438204914111978,25.18460237919116,7.7463974650791805,1,1,1.0,1.0,1.5196126663447997,3.14394665378022,0.21379820234328348,0.1052718221975989,5.619806799415262,9.122007761086993,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T0950K__theta0__rate1x__seed3007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,0.0,rate1x,1.0,3007657,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,16.896701874233397,24.416685482458877,7.5199836082254805,1,1,1.0,1.0,1.527715122945829,3.094731806522094,0.2121512855443513,0.10650116265599767,5.663453344771257,9.019856194183372,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T1000K__theta0__rate1x__seed3008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,0.0,rate1x,1.0,3008666,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,16.577439955824065,23.62382756567557,7.046387609851504,1,1,1.0,1.0,1.4737658561584361,3.0440800256856946,0.22389914215173856,0.1078124722447879,5.366157076161209,8.913221922597007,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T1050K__theta0__rate1x__seed3009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,0.0,rate1x,1.0,3009675,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,15.68988177667727,22.826604840898366,7.136723064221096,2,1,0.5240213446628907,1.0,1.4601283303359336,2.9905886744871175,0.22719124712153715,0.10925127385718852,5.288360543649592,9.217370488565136,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T1100K__theta0__rate1x__seed3010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,0.0,rate1x,1.0,3010684,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,14.794241034679452,22.010893558879488,7.216652524200036,2,1,0.9483765060436243,1.0,1.410173121933932,2.955904844558432,0.2406211694249586,0.11021557052590379,4.993039880709954,10.456752310328884,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T1150K__theta0__rate1x__seed3011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,0.0,rate1x,1.0,3011693,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,14.476225600187846,21.19227824211139,6.716052641923543,1,1,1.0,1.0,1.421034998439965,3.7210465704150493,0.23749888594515417,0.09344503786661691,5.05871783036241,12.446704822065213,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
canonical_theta0_shared__ceramiclike__T1200K__theta0__rate1x__seed3012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,0.0,rate1x,1.0,3012702,TARGET_REACHED,TARGET_RIGHT_CENSORED,MATCHED_TARGET_TO_TARGET,14.138681760025957,20.365332129920116,6.226650369894159,1,1,1.0,1.0,1.414410194347714,4.235317834535887,0.23938862075990386,0.08569762177881102,5.018679681479344,13.67602455048887,signed_burgers_line_count,density_m^-2_not_directly_subtracted,True
