case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,is_orientation_matrix_case,is_rate_matrix_case,target_extension_um,achieved_extension_um,target_status,numerical_event_count,physical_avalanche_count,largest_avalanche_extension_um,largest_avalanche_fraction,initial_onset_native_KJ_MPa_sqrt_m,final_reinitiation_native_KJ_MPa_sqrt_m,delta_K_reinit_MPa_sqrt_m,maximum_tip_radius_um,minimum_front_width_um,maximum_mobile_count,maximum_retained_count,maximum_backstress_GPa,maximum_absolute_shielding_MPa_sqrt_m,steps_sha256
canonical_theta0_shared__peak__T1250K__theta0__rate1x__seed13711,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1250.0,0.0,rate1x,1.0,13711,True,True,1000.0,1001.0997928055303,TARGET_REACHED,209,1,1001.0997928055303,1.0,50.17545419312196,nan,nan,6.76037085406546,0.15464341443707777,11782.44452467781,11968.838577330975,7.770363388658796,1.4133732694867587,029ed66a0364f35d3e3ef6f615fa8be4dda8ecf7ba80a9b221da1821c1854815
canonical_theta0_shared__peak__T1300K__theta0__rate1x__seed14720,CANONICAL_ORIENTATION_AND_RATE_SHARED,Peak,v913_zeroD_sobol_0242980,1300.0,0.0,rate1x,1.0,14720,True,True,1000.0,1000.5888159289698,TARGET_REACHED,174,1,1000.5888159289698,1.0,48.695710097214224,nan,nan,6.5436319170815045,0.15714914372173067,9477.42150947532,13487.070345328411,7.646435750507956,1.6576185776795502,1dd0cc363ca80a619cb167dbc8f2a5a4b3ef233d7eefcae93da1937fc20fc4cd
canonical_theta0_shared__dbtt__T0300K__theta0__rate1x__seed1003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,300.0,0.0,rate1x,1.0,1003621,True,True,1000.0,1006.9175877122445,TARGET_REACHED,204,2,955.1435721244351,0.9485816751841211,23.35655128646154,23.4074457560292,0.050894469567662526,1.0000000000000002,9.9999999999996,3.662309824890186e-13,1.764858253435444e-13,3.3925696212800323e-08,1.9465675255278595e-17,173a2d4e2d1c599c954ce4cd2ad5f0bbe043e4a46023d148893167a6a61b2c66
canonical_theta0_shared__dbtt__T0600K__theta0__rate1x__seed1004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,600.0,0.0,rate1x,1.0,1004630,True,True,1000.0,1002.9838218043412,TARGET_REACHED,190,2,949.7307910322467,0.94690539407077,23.289064764188225,23.325893114500133,0.03682835031190734,1.0000000000028535,9.99999999062974,7.816732427902251e-24,8.759055328509473e-09,5.2024403323950025e-06,1.186618476376988e-12,89a08f402484b43b09f20190fcfe9399a3bcf53e7030bf0484f27704863202d0
canonical_theta0_shared__dbtt__T0800K__theta0__rate1x__seed1005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,800.0,0.0,rate1x,1.0,1005639,True,True,1000.0,1010.7901267417702,TARGET_REACHED,230,1,1010.7901267417702,1.0,22.717486597919788,nan,nan,1.0000000040205292,9.999986634842575,5.533562807448657e-20,1.2400818006472632e-05,0.00019647833766267702,1.67864730105264e-09,6430d82a50a08ced3b8bdfb212e80ce33cee27f3e3c5ae7dd9a4ba33379950d1
canonical_theta0_shared__dbtt__T0900K__theta0__rate1x__seed1006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,900.0,0.0,rate1x,1.0,1006648,True,True,1000.0,1001.587574199563,TARGET_REACHED,197,1,1001.587574199563,1.0,22.386138004544712,nan,nan,1.0000132139951496,9.95636079038162,1.7836860460863225e-14,0.042794946059762626,0.011263845139789832,5.938203416072252e-06,1af1d6bea15911159d190f26dc117430fc36623e460ba8d0fe03e386576ae46c
canonical_theta0_shared__dbtt__T0950K__theta0__rate1x__seed1007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,950.0,0.0,rate1x,1.0,1007657,True,True,1000.0,1000.7010524480751,TARGET_REACHED,204,2,952.8188410232702,0.9521513330003324,21.745013863763774,22.32405299450018,0.5790391307364082,1.0327087060767872,2.0967382975775455,2.3090418466163505e-11,102.4884418039511,0.5604146447111352,0.013900845642971988,6e44560f4fe7a379f01cf630b92ea037abda069e1adddcfd2b823ab41ddea92f
canonical_theta0_shared__dbtt__T1000K__theta0__rate1x__seed1008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1000.0,0.0,rate1x,1.0,1008666,True,True,1000.0,1001.089783124754,TARGET_REACHED,208,2,950.960436241558,0.949925223762923,56.18816031654793,46.90583067841581,-9.282329638132119,12.265767391761809,0.11553916011781244,0.0006439361450021078,42578.46732420039,10.386794878276033,3.7315373573793638,f0c46388d806c68669e1292adcfc9eadfe82ed3d1fe7a2f28ce0cbf70f11117a
canonical_theta0_shared__dbtt__T1050K__theta0__rate1x__seed1009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1050.0,0.0,rate1x,1.0,1009675,True,True,1000.0,1001.6035727935886,TARGET_REACHED,212,1,1001.6035727935886,1.0,55.293635866795796,nan,nan,13.949351689917929,0.10776788309586503,1.9615526981611437e-08,48912.587205703894,11.144390658762408,3.8890431399710614,7db33349328d28d48cc31cd6b90c4951f46b97f7584fb6756429ebe5c3e2ee75
canonical_theta0_shared__dbtt__T1100K__theta0__rate1x__seed1010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1100.0,0.0,rate1x,1.0,1010684,True,True,1000.0,1002.9830165158419,TARGET_REACHED,191,1,1002.9830165158419,1.0,55.59396565090605,nan,nan,11.65623560109835,0.11879715256089415,1.6551211958545e-08,41703.25516379013,10.108199354245537,3.8701677782755444,253363ff573b24227433369eb8ee56670502f206ac43cf32d3432b0f7032f5d5
canonical_theta0_shared__dbtt__T1150K__theta0__rate1x__seed1011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1150.0,0.0,rate1x,1.0,1011693,True,True,1000.0,1004.5737824777509,TARGET_REACHED,193,2,953.5286272032686,0.9491872511856909,54.65228577238534,51.037146843919714,-3.615138928465626,14.208206108160024,0.10670676178098513,1.9672370401458344e-08,50056.455385022615,11.261719150583113,3.8101200228029444,003dcebb27e93e7213f2d87ce82ffa1850b4eba3ffd662aa4d62f22aaefa62e8
canonical_theta0_shared__dbtt__T1200K__theta0__rate1x__seed1012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1200.0,0.0,rate1x,1.0,1012702,True,True,1000.0,1007.6578665257346,TARGET_REACHED,189,2,950.0037793860895,0.9427840648548417,54.06167032034489,50.693836069284785,-3.3678342510601027,12.036288673888519,0.11673402696645134,1.6306330510365773e-08,41854.57884104295,10.294326705267846,3.6693554976111202,74af0ce56003016334d28602ff1dc3629f812a08de6471fb142b9b45e4602ae3
canonical_theta0_shared__dbtt__T1250K__theta0__rate1x__seed1013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1250.0,0.0,rate1x,1.0,1013711,True,True,1000.0,1004.6916856759267,TARGET_REACHED,183,2,803.3382121984697,0.7995868022516854,53.932676721396966,49.24751374163282,-4.685162979764144,12.841110656644794,0.1126976304669654,1.7778802432065438e-08,46004.07853540886,10.660464788695867,3.7304502551502092,e83c73f9e9c2cdd8571cd9ee0055d13b3c8b117215d97923b595775985992b68
canonical_theta0_shared__dbtt__T1300K__theta0__rate1x__seed1014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,DBTT,v913_zeroD_sobol_0202500,1300.0,0.0,rate1x,1.0,1014720,True,True,1000.0,1005.2904670500016,TARGET_REACHED,193,2,888.979114775542,0.8843007507911896,50.479281935779376,55.863007670939545,5.383725735160169,14.74879770089454,0.10458814745636877,2.0737843444685835e-08,54061.938777928684,11.480746245746312,3.565677222931685,119ee6903e433012798056f471052e4d050308653a50ea97821fdf21cb8e32d4
canonical_theta0_shared__weakt__T0300K__theta0__rate1x__seed2003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,300.0,0.0,rate1x,1.0,2003621,True,True,1000.0,1008.105548644824,TARGET_REACHED,211,1,1008.105548644824,1.0,22.494416102340733,nan,nan,1.8826456830454834,0.29823785699898364,1318.4322845851207,6231.502773819535,4.013809873759352,0.9028085981449301,887cce47b03fa112c52acbeb328d1ff783b87080c17f1c3e2105adb76c5de87c
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,600.0,0.0,rate1x,1.0,2004630,True,True,1000.0,1001.9421998619965,TARGET_REACHED,184,3,947.7565412311833,0.9459193767482031,23.47416107130131,20.70681201802166,-2.7673490532796485,2.61844733855677,0.22033180525431753,399.20345878927515,11928.103796753474,5.39155652931113,1.6577303053176797,61e40f92dbd02e28da2249d26bb29e4b152f9f99b71ca9895439bb6c3c6b3893
canonical_theta0_shared__weakt__T0800K__theta0__rate1x__seed2005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,800.0,0.0,rate1x,1.0,2005639,True,True,1000.0,1000.442302150884,TARGET_REACHED,191,2,952.3340918744713,0.951913058681162,23.38428039617443,20.40608653340731,-2.9781938627671174,3.0735503699478093,0.19466685146016374,79.8679632169318,15241.533055035688,6.16872047119076,1.1786779920147914,ff0d14f07d4319eb45c0eea6322eb28d188d690e1570aa709fd75fca53671988
canonical_theta0_shared__weakt__T0900K__theta0__rate1x__seed2006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,900.0,0.0,rate1x,1.0,2006648,True,True,1000.0,1000.9297499446932,TARGET_REACHED,188,1,1000.9297499446932,1.0,23.34278973847732,nan,nan,2.5383922574730704,0.2259890782745288,51.37225642577331,11326.654614589967,5.3164702996992075,1.2660157187923344,5997c8e4b26944f6b5b12c4da084d6144bd37f2f69258b6e28e532f21f6a22c5
canonical_theta0_shared__weakt__T0950K__theta0__rate1x__seed2007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,950.0,0.0,rate1x,1.0,2007657,True,True,1000.0,1008.8811281050896,TARGET_REACHED,210,1,1008.8811281050896,1.0,22.605496920713904,nan,nan,2.6073968486774466,0.22108750404196345,225.8057920230079,11577.671649354574,5.434373897991375,1.692827563070444,23ea65bed8359b18b5892b167f8b321e78bae9eb7ebc236940c5c85b1a68f627
canonical_theta0_shared__weakt__T1000K__theta0__rate1x__seed2008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1000.0,0.0,rate1x,1.0,2008666,True,True,1000.0,1001.9561718961675,TARGET_REACHED,177,1,1001.9561718961675,1.0,23.777332344705204,nan,nan,2.678671161549735,0.21634529080420645,46.27550539055859,12122.91665701299,5.552618670723042,1.2978702279421912,ea6bc6b1a5647a55c966ef27217058d3fbcdc8504b509c899361aefa53ffa5ab
canonical_theta0_shared__weakt__T1050K__theta0__rate1x__seed2009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1050.0,0.0,rate1x,1.0,2009675,True,True,1000.0,1001.5659258994483,TARGET_REACHED,201,1,1001.5659258994483,1.0,23.437656168352262,nan,nan,2.9971164109259627,0.19835574234794917,2687.0580391221492,14811.551368799888,6.056691684947273,1.391103990662001,d1f187a11711d06fb7298f4f3e99ce9066a7e0abf928dd2ad11e2cba37f0837c
canonical_theta0_shared__weakt__T1100K__theta0__rate1x__seed2010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1100.0,0.0,rate1x,1.0,2010684,True,True,1000.0,1001.8000994403504,TARGET_REACHED,209,2,888.5445618864446,0.8869479673468037,22.986024668312858,19.582619248364242,-3.4034054199486157,3.223220725889243,0.1880026045201784,69.61267676308435,16201.8411086364,6.390345834956118,2.0686426763351826,65b667d80c207c10990e393b4c88c86a4654839960071f58dd7038f759fffc57
canonical_theta0_shared__weakt__T1150K__theta0__rate1x__seed2011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1150.0,0.0,rate1x,1.0,2011693,True,True,1000.0,1002.1890521598219,TARGET_REACHED,238,1,1002.1890521598219,1.0,22.573104379398465,nan,nan,2.712374238095837,0.2142066349823944,150.84671468936574,12403.28013810876,5.608982967347132,1.8208617350541083,a175d981cf0ecb8f323bc1d023e485474bb040e545d0b64079dd56e2f4962847
canonical_theta0_shared__weakt__T1200K__theta0__rate1x__seed2012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1200.0,0.0,rate1x,1.0,2012702,True,True,1000.0,1004.7262696617743,TARGET_REACHED,205,1,1004.7262696617743,1.0,21.446414284020445,nan,nan,2.65570347283909,0.21783321832323266,305.7583636383006,11894.520954035179,5.515659628124897,1.7491437459621368,cf46c1cae9739d2d6347e8773fcbc9764cc2d9bd19382aa4c03653181ee47e74
canonical_theta0_shared__weakt__T1250K__theta0__rate1x__seed2013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1250.0,0.0,rate1x,1.0,2013711,True,True,1000.0,1006.4409864253365,TARGET_REACHED,199,1,1006.4409864253365,1.0,21.130362944831294,nan,nan,2.7384042775529456,0.21259760245563614,165.47335346238097,12597.065177009335,5.6468705300424125,1.8529657068531675,619a0751cc9ac8362b045ecc82421693f943d157c581ce59f9ca4fc63d071962
canonical_theta0_shared__weakt__T1300K__theta0__rate1x__seed2014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,weak-T,oneD_v2_focused_weak_T_0016,1300.0,0.0,rate1x,1.0,2014720,True,True,1000.0,1003.0598700725584,TARGET_REACHED,193,2,952.7237987943035,0.9498174807106841,20.5972722539333,18.031992827110255,-2.5652794268230465,3.1891305510260244,0.18946026086366338,604.8439676951061,15896.136793958864,6.342018246278927,2.3378815333841585,8474d4bbfe06b58c9b04842836afcb2151aa7cb5dadc3c08d95c18d1206a7ae8
canonical_theta0_shared__ceramiclike__T0300K__theta0__rate1x__seed3003621,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,0.0,rate1x,1.0,3003621,True,True,1000.0,1002.6378376880789,TARGET_REACHED,196,1,1002.6378376880789,1.0,15.394954127787303,nan,nan,1.0,10.0,2.458934321584463e-25,3.225892775267668e-51,2.191784448804318e-14,4.6303290250623265e-56,84bd892a8ed09e269ef85b4e392f3f4a1f61ac66a4e7b96e2799717852b51dd1
canonical_theta0_shared__ceramiclike__T0600K__theta0__rate1x__seed3004630,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,0.0,rate1x,1.0,3004630,True,True,1000.0,1001.8668692381,TARGET_REACHED,208,2,947.8540914910933,0.9460878691516346,16.10271904548941,15.670014614842767,-0.4327044306466412,1.0000121300929645,9.754134705991746,0.28221424514555205,1.3380868156628292e-16,0.027152194942163095,1.9535585004525664e-21,c2897c7e58e9a0ee7033fb9f58d4d55c0691edba8f94bf7afc16d362ff0af5fa
canonical_theta0_shared__ceramiclike__T0800K__theta0__rate1x__seed3005639,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,0.0,rate1x,1.0,3005639,True,True,1000.0,1000.7423932256517,TARGET_REACHED,206,1,1000.7423932256517,1.0,16.614296770291954,nan,nan,1.1462888796886088,0.4027032211990253,2842.3071209300224,1.1503319237747065e-08,2.9818593435091687,7.467744447223426e-13,69e3a5df87633348059031b0e078de2057fb27158f63e85e46a746f270b679d8
canonical_theta0_shared__ceramiclike__T0900K__theta0__rate1x__seed3006648,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,0.0,rate1x,1.0,3006648,True,True,1000.0,1003.4306165087715,TARGET_REACHED,210,1,1003.4306165087715,1.0,17.438204914111978,nan,nan,1.5196126663447997,0.21379820234328348,12395.410653406732,1.5483993536372931e-06,5.619806799415262,1.676968930259145e-10,20df0e33154a64373a3eadea47302806ed6416baaf0c2b1e031c8e896ac53f33
canonical_theta0_shared__ceramiclike__T0950K__theta0__rate1x__seed3007657,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,0.0,rate1x,1.0,3007657,True,True,1000.0,1000.2533157009816,TARGET_REACHED,209,1,1000.2533157009816,1.0,16.896701874233397,nan,nan,1.527715122945829,0.2121512855443513,12635.849384284349,1.91423460437139e-05,5.663453344771257,2.7729850594455886e-10,13f05e2525ce7e239f7bb8fdd5356b1f6e7454fd3a47c73b7994922c507b1c9b
canonical_theta0_shared__ceramiclike__T1000K__theta0__rate1x__seed3008666,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,0.0,rate1x,1.0,3008666,True,True,1000.0,1010.1085907349245,TARGET_REACHED,195,1,1010.1085907349245,1.0,16.577439955824065,nan,nan,1.4737658561584361,0.22389914215173856,11694.917353503817,5.012351277862651e-05,5.366157076161209,4.2820013630034185e-09,a52943cb7b76f004138804ff5adfe8c513a902064231587cfac7182e3f6b64b2
canonical_theta0_shared__ceramiclike__T1050K__theta0__rate1x__seed3009675,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,0.0,rate1x,1.0,3009675,True,True,1000.0,1003.0767248066406,TARGET_REACHED,219,2,525.6336141332242,0.5240213446628907,15.68988177667727,14.488226738938785,-1.201655037738485,1.4601283303359336,0.22719124712153715,11222.825491200078,0.00813914838705361,5.288360543649592,1.1821469435106425e-07,af966f367e49d3c0ec0d7572faddcce98e4107964f81064a317fdabfa27708c6
canonical_theta0_shared__ceramiclike__T1100K__theta0__rate1x__seed3010684,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,0.0,rate1x,1.0,3010684,True,True,1000.0,1002.030472146554,TARGET_REACHED,218,2,950.3021581235921,0.9483765060436243,14.794241034679452,14.469726805941622,-0.3245142287378293,1.410173121933932,0.2406211694249586,10257.21160283906,0.0024850203183616943,4.993039880709954,2.7369073194602025e-07,6a23bff2de8cda0690a9bddf56a8ac4b9a76a898d5f73a1185915600d30efcca
canonical_theta0_shared__ceramiclike__T1150K__theta0__rate1x__seed3011693,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,0.0,rate1x,1.0,3011693,True,True,1000.0,1009.4547698375651,TARGET_REACHED,204,1,1009.4547698375651,1.0,14.476225600187846,nan,nan,1.421034998439965,0.23749888594515417,10243.762946425046,0.00010077557334867734,5.05871783036241,1.1105804355035215e-08,1c2852ccc8eb90a8d2a202ae84a770ea5e980d49e8dce33231b335cbe41a0b94
canonical_theta0_shared__ceramiclike__T1200K__theta0__rate1x__seed3012702,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,0.0,rate1x,1.0,3012702,True,True,1000.0,1000.70747857274,TARGET_REACHED,209,1,1000.70747857274,1.0,14.138681760025957,nan,nan,1.414410194347714,0.23938862075990386,9914.517809474404,0.00021821582996115607,5.018679681479344,2.4269764719763778e-08,07ab8898e990dad834882f58f21168d82ba4a6b1be4f961ce0b42a5d5c189b3e
canonical_theta0_shared__ceramiclike__T1250K__theta0__rate1x__seed3013711,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,0.0,rate1x,1.0,3013711,True,True,1000.0,1005.9012672632243,TARGET_REACHED,203,1,1005.9012672632243,1.0,13.745788687732558,nan,nan,1.6243562459380874,0.19504927292641602,14966.117324477782,0.00048419487485669796,6.156831999358663,5.3968297222861836e-08,86fcc32fba68323872b37015c64541adf609bbd731fdbd8298a21ada07c3729c
canonical_theta0_shared__ceramiclike__T1300K__theta0__rate1x__seed3014720,CANONICAL_ORIENTATION_AND_RATE_SHARED,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,0.0,rate1x,1.0,3014720,True,True,1000.0,1008.4362634012981,TARGET_REACHED,212,2,957.6964308855307,0.9496846411050017,13.074507768751278,12.699746358238295,-0.37476141051298306,1.8648398513797713,0.16573555702002865,21073.066048257057,0.0013959816859948578,7.250175539479005,1.5619624594992182e-07,8efc5cd79b56766e77d6f9d9a51a2e0ab6ce225835288c483282a6d72c820a1c
canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,15.0,rate1x,1.0,3621,True,False,1000.0,1003.7451056673675,TARGET_REACHED,220,2,962.8410744395737,0.9592485871195381,23.66103487757109,23.620487083674817,-0.040547793896273276,1.000000000000011,9.999999999959226,3.8988487413151395e-11,4.836207035321962e-15,3.352221837351048e-07,6.306587694370009e-20,d251e40b82f51b55c418af653873ec0c056bbc5bdd65755a43ccb962a6874d86
canonical_single_crack_theta__peak__T0600K__theta15__rate1x__seed4630,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,600.0,15.0,rate1x,1.0,4630,True,False,1000.0,1005.6305469396782,TARGET_REACHED,210,1,1005.6305469396782,1.0,22.49576943184996,nan,nan,1.001937921023925,6.449051311011653,6.129897879448394,1.2289531977431067e-05,0.14183609496308033,1.5749429663449552e-10,4b867d2eb46497362d0741a937640aac7475cb699e058b3c4c9ead7a87fbd05d
