path,classification,reason
/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/legacy_pf_fracture_pre_v2_theta0_rate_20260826.tar.zst,KEEP_VERIFIED_LEGACY_ARCHIVE,historical-only reconstruction source
