absolute_path,classification,reason,replacement_or_archive,content_manifest_sha256,size_bytes,timestamp,status
/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1,DELETE_SUPERSEDED_EXTRACTED_COPY,FULL_BYTE_EXACT_ARCHIVE_VERIFIED,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/legacy_pf_fracture_pre_v2_theta0_rate_20260826.tar.zst,c964f1469c7e3bda8c532b27b0753c036ba084a5496074f3b3d22ac045562c68,8423635502,2026-08-26T12:01:44-07:00,DELETED_AFTER_EXPLICIT_SAFETY_CHECK
