case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,tip_radius_um,front_width_um,mobile_count,retained_count,multiplicity,backstress_Pa,signed_shielding_MPa_sqrt_m,tensor_probe_reliable,maximum_emission_rate_system_index,maximum_emission_rate_system_name,observer_profile_fingerprint_sha256,process_zone_state_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,onset_role
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,15.0,rate1x,1.0,1014720,21,1,327,1165.1093828603912,2.7740699591914122e-05,4868.539928829347,46.53932321693652,101.92790192836166,103.13128727065974,1.2033853422980774,4.282004639948502,0.2140274599450678,4.771379737016584e-09,12439.36518813958,1200.4540444912063,5436083702.640983,-1.229745243265993,True,0,(110),3d47134a24b7549a061d0f9fb42573e715984657d5424baca9ee4b83403a55a7,a404a4fed0da13191b60c2c6f1d1d4c303ee8e3bef2d4140156a32ae2959a68f,9.403015610587317e-07,2.2388131116785753e-14,False,False,f9fc9329ecf51875e4d48e13101b5a77e9ab99e155c65bdabc2ddeda4bf05bb6,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,15.0,rate1x,1.0,1014720,148,2,1290,1278.232894726522,3.04341165411077e-05,8228.911868271167,60.5050885464007,788.1964044892319,790.7894487754166,2.5930442861846985,4.929239625348992,0.1956145796654653,5.774040802089719e-09,15053.065813047739,1263.0195124399222,6083113494.550149,-1.4816215589497754,True,0,(110),64f04a6fb6b0db238f4dadf88358d10df9103c9d91485880a47df6eb9c796733,c170e90048cd66090ed64bfae558b39af2ecc559b254a3f9c69b18577deaffec,8.400002116104588e-08,2.000000642529698e-15,False,False,f9fc9329ecf51875e4d48e13101b5a77e9ab99e155c65bdabc2ddeda4bf05bb6,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,0,0,73,508.17233221748637,1.2099341243273492e-05,945.3578301889185,20.507787476901576,0.0,6.330303020546835,6.330303020546835,1.1543857005442528,0.7051856017692834,80.32617328710998,1058.2260492865844,125597.5085060968,1652785363.0063758,-0.13459150365071992,True,1,(1-10),de45a0e7b21ce22030767c59db4dd826df85bd5bd392eb0098c218d3066b9d2e,26455ee7781ffa3f4e9f58e1ca34f795b7815b0b4317e85eb7fe57c93bb0d40c,0.05808401913384387,1.3829528365192479e-09,False,False,40dbfa9b326e863e0140342ff714af6f16b4da56e5b6082f9fc4aa4d2fccf069,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,17,1,272,586.8875316543065,1.3973512658435882e-05,830.2697499877368,19.218978586461635,69.11766988826861,70.71906260477597,1.6013927165073718,1.032809199966759,1.5438517738463728,39.92221929437746,219.15483748723497,246009.76626676923,550701213.2073058,-0.027065921330458726,True,0,(110),591b9a4b8784e92993b6f13f50392d3b8da3110512cf9d792e2952905ae0e84d,245ee3d979afd07009dc44b0a554aa33bcc16f82def9a8e81e2176d9f4b78f99,1.012170059766504e-06,2.4099290136169946e-14,False,False,40dbfa9b326e863e0140342ff714af6f16b4da56e5b6082f9fc4aa4d2fccf069,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,113,2,939,680.5368605244195,1.620325858391479e-05,836.806298635176,19.294483866710447,440.9559425381462,441.3122175384424,0.35627500029615683,1.0132167610667138,2.50977233238796,43.4711171141277,72.26875111552067,392340.6815841777,406557412.932281,-0.008718923272518797,True,0,(110),7d9726b4b6cead8253c7d19cf654806531af54c24934848424b010a32a4ec245,5b423e170289935dac96ba5541b49e9ff556603493f1e9915205dc8044fd8010,2.5200006348313764e-07,6.000001927589094e-15,False,False,40dbfa9b326e863e0140342ff714af6f16b4da56e5b6082f9fc4aa4d2fccf069,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,15.0,rate1x,1.0,2003621,225,3,1720,814.0531747581207,1.9382218446621996e-05,1012.9200971801638,21.227961402751234,993.0957920909309,993.4355642571632,0.3397721662322384,1.0180461950354045,1.53063811688019,17.87668610595258,214.8860088905787,240417.82211139088,644389986.1232532,-0.026424957109315656,True,1,(1-10),9c37c5c849ff3fb21b9c4ef5b376ec5eeecc32a0b5d820e2675d977c3038655e,1d8dcad33b68a91278edeee1fa5273a8c0213172a4849fb0fe42b7e944143524,5.914046141697327e-06,1.4081062162628333e-13,False,False,40dbfa9b326e863e0140342ff714af6f16b4da56e5b6082f9fc4aa4d2fccf069,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0600K__theta15__rate1x__seed2004630,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,600.0,15.0,rate1x,1.0,2004630,0,0,75,528.3509271210916,1.2579783979073616e-05,1021.9252773731491,21.322114250773474,0.0,3.4700277083090554,3.4700277083090554,1.4633235334389516,0.4017457852869218,64.26922760486849,3572.8625914536888,90702.3074844148,2964796438.062027,-0.4833945020477086,True,1,(1-10),7de43ca5083287c1a37b64d2fbe3c01c888219669fed6354c9e2e8a57694f98f,563ac13d01e897517d470b1738e1ffd8beb5f58e4eb687ab4e00025320c00b95,0.27682219653252105,6.591004679343344e-09,False,False,d998142a066772f565dc1ccdd03af1f8a34f2e041f81c47f09821313684ef5ca,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0800K__theta15__rate1x__seed2005639,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,800.0,15.0,rate1x,1.0,2005639,0,0,74,531.0541774495167,1.2644147082131357e-05,1032.4091689171626,21.43120654037195,0.0,5.327552912426413,5.327552912426413,1.6452461218945673,0.34219903998099643,9.405009974342157,4860.455272977169,86863.297498029,3491425938.7874737,-0.6519435070172117,True,1,(1-10),df38837ea0d3a80871cffd7d577201b0b32f5e99c77e29d74fb89a073aae508f,cf9cdb8356f16577e3d61d824cf9c0ccd0dedd12c9e04dab257cc2ba0927b13d,9.934576792147709e-05,2.3653754295689926e-12,False,False,72378f920b16deca2bb917a98e62fc360cda73310a102aa2c157236b434ce2c6,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0900K__theta15__rate1x__seed2006648,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,900.0,15.0,rate1x,1.0,2006648,0,0,72,533.5568263801864,1.2703733961433012e-05,1042.1627719512219,21.532203365947847,0.0,4.551504668380319,4.551504668380319,1.6829360611412325,0.3296892833500848,16.074476242002724,5250.094536712946,85604.99303711473,3625852958.9272985,-0.7058624718874698,True,1,(1-10),4d50f5c7379a266d6fba30601b06858d8427d080d75f844c3a09138276ef5706,9c19a4417daf859ba47ff36f5131685f3938d2aa9ffbf89182993c20c61b2a12,0.009527281671807941,2.268400398007758e-10,False,False,c994289ab9d35570457188899be44e52554ebdd4d2c5aa7b1e0316fa9747fcf4,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,15.0,rate1x,1.0,2007657,0,0,68,519.7431496744902,1.237483689701167e-05,988.8985538881903,20.974739040964085,0.0,2.2877726475649744,2.2877726475649744,1.6896198838158092,0.3354228651834575,164.91069154666536,4901.259162773833,87439.63287742529,3566275549.1853676,-0.6489393026283986,True,1,(1-10),08592e7f976b0a63f028589fac3f949b43dd0363a319370dee5de4e36918b09a,f482cd01bf426ec580a46a6bfd8dc6198b86ad64f0c81da03ea74be1df19e3e2,0.22264225310914298,5.301006026409876e-09,False,False,83e766c9f67b4e3e376217feab3e3039068a7ce05a6c7460f2373bb5bd832089,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,15.0,rate1x,1.0,2007657,40,1,435,609.0362957062432,1.4500864183481987e-05,761.5740319284648,18.40673495784772,175.52392887511314,176.11946166075734,0.5955327856442061,1.2348026014203533,0.5888906547108425,83.57477273360561,1561.411123393541,112191.21403012301,2018956687.8429506,-0.14384020148023574,True,0,(110),ccc1065e7cf0b214efdccde58e9ebd473e20b687b41b3581c00e84c44e237761,4bcb35a82e69ac98128afb1010d44f4389d8ff7f5a9074593015fec2bee0eec3,1.6800004232209176e-07,4.000001285059396e-15,False,False,83e766c9f67b4e3e376217feab3e3039068a7ce05a6c7460f2373bb5bd832089,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1000K__theta15__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,15.0,rate1x,1.0,2008666,0,0,66,541.8899707229255,1.2902142160069658e-05,1074.9701882074442,21.868495490411828,0.0,10.54907726402894,10.54907726402894,1.7628022466536457,0.3207582673771926,3.159720549872126,5492.351971039596,87238.48273257512,3728412263.4365854,-0.7312029793182151,True,1,(1-10),65798702e6c0617b2221c93112b23e61e62df5a95e3c4db4315f40975a907e96,c25871be60267b19ad157343e75b4a1c4b5602e68a3e8f205ad86adffdc629a4,8.078956739154819e-06,1.9235611198222934e-13,False,False,dbc6d64ab2b618240444d9144a6d44920b62fc1560ea9954d25e2954e25c79f0,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1050K__theta15__rate1x__seed2009675,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1050.0,15.0,rate1x,1.0,2009675,0,0,64,537.5999999999993,1.279999999999999e-05,1058.0171658793404,21.695369559915,0.0,18.302181180519685,18.302181180519685,1.8296706124806195,0.3076615283016831,4.7453690447610075,5967.692797181932,86850.5864075602,3889545891.4856133,-0.7870812387653554,True,1,(1-10),bb4344c224cd902caed26a02b5e6ab835918c1cf2225e8d7dee83af8e6b3eceb,e4d615a7225e29c81ea106d9f227297e5dd93c3bc88e70873eb096d776d957f8,0.00841845537786412,2.0043941375952042e-10,False,False,fab28916b34d357f18871f375154bc97a736845161de85ad50411e4c5a22df42,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1100.0,15.0,rate1x,1.0,2010684,0,0,75,527.2840364546748,1.255438182034941e-05,1017.8023291992932,21.27905884287181,0.0,7.004244484485299,7.004244484485299,2.2199156297596874,0.25278423602252703,27.44420151154469,8909.056112009268,86579.10770163187,4741051190.505538,-1.1944348970603462,True,0,(110),c50ce433ce1fada1e2c660c9558a41a7e47b9db5f4a77dd76307dd1b4146bfa9,bf5e0e1f4b23eae982c4959f33d15b7ef6054d0b451dacb0b7e0c84d91dc3582,0.04098958991210111,9.759426169532253e-10,False,False,30a105d510194a0c6bf2e3971c528c293a4b7af62920e0eabbd387824b83e964,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1100.0,15.0,rate1x,1.0,2010684,4,1,121,581.1350512799504,1.3836548839998825e-05,903.231484065328,20.04565396024768,19.521319308195437,24.781466216968223,5.260146908772786,1.9063960841323229,0.2941517615547405,19.418280251263553,6579.6484484255625,86518.95000862831,4071548213.1748333,-0.8518267007843338,True,0,(110),609c02995fb26425d58defe249115bbfe7d1b8a25a0d3c69e6d964816143d314,644b4e02c8e065892db1807be060de5888de13681e4d6330ce51a66d56a473f2,3.3002720556396525e-06,7.857790820472478e-14,False,False,30a105d510194a0c6bf2e3971c528c293a4b7af62920e0eabbd387824b83e964,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1150.0,15.0,rate1x,1.0,2011693,0,0,75,518.7755738394729,1.2351799377130312e-05,985.220030359876,20.935691579435176,0.0,10.848247002383541,10.848247002383541,2.1944074097242514,0.25638458297917704,23.79937070414573,8635.356189951497,86803.21622575485,4674430934.008696,-1.1528046076181806,True,0,(110),2b9886565cf4010a6fb4e67d4fa3ac94f254d81bfaea0ad124b73410236279de,3d53333f5913366833becd988acd90cf7e9b9f7e66fef50aecb680795638ee99,0.00015696845241564006,3.737344106608843e-12,False,False,cf04e5621515810f7ce5ee8305e177501cf95a66e529fec22d8d07038436345c,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1150.0,15.0,rate1x,1.0,2011693,11,1,191,638.8195426484275,1.5209989110676869e-05,772.8367464602185,18.542341573879362,57.60611535478668,62.89693348954727,5.290818134760594,1.6381883290967059,0.3506787820901667,9.187264210234272,4605.21180204513,88633.92190683194,3367754022.362508,-0.6168098532631155,True,0,(110),0dafb4a50f3c3515eaf01f936bf3af492724df02f4fb5652828081a41c896a7b,cd722297760f0b943e9e1ac05efceb31ba2d0cf4100a88b73a8c495d7dc572f8,8.400002116104588e-08,2.000000642529698e-15,False,False,cf04e5621515810f7ce5ee8305e177501cf95a66e529fec22d8d07038436345c,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1200K__theta15__rate1x__seed2012702,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1200.0,15.0,rate1x,1.0,2012702,0,0,74,493.80351598546895,1.1757226571082599e-05,892.6527549402339,19.92791995775698,0.0,2.6695894508591738,2.6695894508591738,2.1035512763983752,0.2643596008678359,184.84685368392186,8294.345962645215,85797.54077474982,4533321731.44944,-1.1245458813427776,True,0,(110),96f287d6cbe85d53134a3c093fc9495e9850470327837e7e4092a769ca68cd18,3cc5368c9655f30a3000975aa0d278a223796efe754d759389e7740a5be9d615,1.2555325838739009,2.989363294937666e-08,False,False,59bb1063ef6f6d887738aa2c440796cbd91f60557dcf2bb109666a2f312c8542,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1250K__theta15__rate1x__seed2013711,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1250.0,15.0,rate1x,1.0,2013711,0,0,72,486.88552661506213,1.1592512538453861e-05,867.8165401450877,19.64873778513321,0.0,6.913332642464565,6.913332642464565,2.0975319625511792,0.2665618170704136,56.647127500009546,7973.677447020209,86264.7120514621,4495843124.701165,-1.0659895106759645,True,0,(110),c2fc225f68201057665186f9e622d539cc5316e1cabfb2efad78db15ea61d3ee,bda0e1bf1c574fc79d74101b471b9c478a167378a1cf0e3e679b8f0a47cefb3c,1.1191620402975104,2.664671524517796e-08,False,False,5f9c1146289078ab4406a44b141aeaf3540e9d371be9b2ffcc2079b1e27ecaed,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1300.0,15.0,rate1x,1.0,2014720,0,0,71,475.0087301401001,1.1309731670002388e-05,825.9949212741495,19.1694381409513,0.0,7.9403319807404324,7.9403319807404324,2.063760557180816,0.27132956279840387,51.08816639308853,7688.65171462178,86393.89859663008,4416786443.323247,-1.0266778194903234,True,0,(110),b4ea41656c98be122140c1ca2087c95c0f8158b2395323b16ac5cb081580962d,df62272478dbd9a0aa91dd2661f1d973bd7270fb1d38f7b96d4d5b53b597cee0,0.0011953604789596284,2.846096378490454e-11,False,False,16d73e048020220311e74137f984a24d79cc66201da476008e71586d3d735510,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1300.0,15.0,rate1x,1.0,2014720,115,1,953,527.474043879083,1.2558905806644818e-05,617.3317306067362,16.572193492915332,599.1260376733702,599.2924182943588,0.16638062098851478,1.4049008801739367,0.44052872725510195,39.643947727997485,2984.6447142863667,95487.50996899582,2725134828.6282225,-0.40554613164678005,True,0,(110),f6f5ebb061be190d2efdd9a54b082c21d46ab14a7e6879695588f8c6e5a0e9a5,d934912b05ac7f09371db1d8d0726c33dcc72801bc981a97566e6a6d33fbc713,2.979826376758865e-06,7.094824199167273e-14,False,False,16d73e048020220311e74137f984a24d79cc66201da476008e71586d3d735510,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0300K__theta15__rate1x__seed3003621,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,15.0,rate1x,1.0,3003621,0,0,58,381.299349287491,9.078555935416446e-06,532.2385437250855,15.387705163220295,0.0,2.2877726475649744,2.2877726475649744,1.0,10.0,2.5979454014173543e-27,2.942693194323477e-73,718464.2991299158,2.192614629291475e-06,-2.7690380935871758e-77,True,1,(1-10),8e698f9d64bc5c0d29d354237d8a67423bd660a5fa5f43445c74df182bb43d20,b31cb8a02757708e1256c55f32bbe7313bb8820e88648e5f82f74fb4065b37c3,3.9580226262372094,9.42386339580338e-08,False,False,4135fbad6d920d25051ee03ac448c66f8b8619ee379fecd0f4050dd5ccc17180,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0300K__theta15__rate1x__seed3003621,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,300.0,15.0,rate1x,1.0,3003621,35,1,431,468.8818268697744,1.1163853020708915e-05,493.94633942213716,14.82383529461521,220.02698121788634,220.55472597480065,0.5277447569142918,1.0,10.0,1.3769590678073432e-31,1.6741421541696899e-78,718464.2991299158,1.71575858961984e-08,1.7714294192212865e-83,True,0,(110),69c6d7cc9339d08bfec641fd54ac4c80b2e516d6a30dabd4eceb08c1030b8bb4,7e36226cb5ea99b7568b55569f99210e5443de3aec2da7e06a7b050fc7944b71,8.400002116104588e-08,2.000000642529698e-15,False,False,4135fbad6d920d25051ee03ac448c66f8b8619ee379fecd0f4050dd5ccc17180,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,15.0,rate1x,1.0,3004630,0,0,61,398.8777373208163,9.497088983828958e-06,582.4434813828183,16.097098066216173,0.0,11.07681955896491,11.07681955896491,1.0000023869801717,9.95014882066839,0.05554030969768609,2.4554944354534716e-21,714884.3762787456,11540729.455099525,-2.2559914758226997e-25,True,1,(1-10),f5cb47c6efacea4e8b6559b616b6b9404a2a1f0a30f5d41c9153661617293a0d,403fece03c86d80994ac6074bd9d19660da6b20b289447dc4e409896f3a9990c,0.0013045038620020932,3.105961576257629e-11,False,False,713b06118398d17880bd29432d0d33bdc061b876afff33bb46b751f4fc0dc354,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,15.0,rate1x,1.0,3004630,8,1,136,431.59908793724736,1.0276168760410665e-05,551.2104610212593,15.6595551588174,53.7186369128313,55.998977399817576,2.280340486986274,1.0000069780387677,9.856325989728239,0.15284549379297419,8.046278286764969e-21,708146.7758617811,17933644.7383579,-5.621593604943481e-25,True,0,(110),6e356faf1a1b471d8c8b01d37a94f5405624651b1223c9df6b31846fe9cd32f4,5d009580b904d622af99b1cff26022b660f0c7fdef5efcb208560a3838cd289a,2.9081213965620805,6.924098563242871e-08,False,False,713b06118398d17880bd29432d0d33bdc061b876afff33bb46b751f4fc0dc354,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,600.0,15.0,rate1x,1.0,3004630,13,2,206,497.7942307640617,1.1852243589620532e-05,554.1881094022552,15.701794783864583,67.38875320515736,68.70894417588819,1.320190970730841,1.0000039079325356,9.918770491557122,0.08319052451379202,5.341060199265678e-21,712631.0338478277,13034979.712137349,-3.1904598244602814e-25,True,0,(110),631427c30feeeab124b85db95137c035497fa5ee661b1dd179c329e7ac86c190,06ccf9a5d794a4277fb4728d673c4f86ae885e593951ed9efe5de7a4fc942594,5.040001269662753e-07,1.2000003855178187e-14,False,False,713b06118398d17880bd29432d0d33bdc061b876afff33bb46b751f4fc0dc354,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0800K__theta15__rate1x__seed3005639,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,15.0,rate1x,1.0,3005639,0,0,59,396.66941573691327,9.444509898497936e-06,576.012127057037,16.0079791062647,0.0,2.2877726475649744,2.2877726475649744,1.1025108454957981,0.48090081996347545,1998.7625325718677,5.493755453737321e-11,38092.86000271,2490365289.6643972,-4.970810411392529e-15,True,1,(1-10),9900bf4779b66489c3168f7e81a42a3311996022b71ac3765be24c06d4a1e4f6,18b0fd2760b9246d3cb54db09cc36d0487f4f619b2823abb0cfa47e6b7535125,0.02564818872116348,6.106711600272901e-10,False,False,c89ea8b50d5bdb71b69edf20d9c13842bf7c26aa305593a3ecd7395d72707c0d,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0800K__theta15__rate1x__seed3005639,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,800.0,15.0,rate1x,1.0,3005639,20,1,236,432.66522201833567,1.030155290519849e-05,520.9823279510288,15.224119748400248,84.2025367460593,85.2537004331314,1.051163687072103,1.0610308216174573,0.6227658222032564,1246.6753156133236,4.5748252852325374e-11,47474.23362502938,1917669555.081594,-3.983172320181647e-15,True,0,(110),6009690073d01b318c18897ad708c8c2cb35afbb9228d62041a47076391b5dc0,f0ffc56d81ad40ad49f723f200a4eb045269a9f6b6f19e909ce5dcd7ef9aae67,2.0913921616738662e-06,4.979505103066585e-14,False,False,c89ea8b50d5bdb71b69edf20d9c13842bf7c26aa305593a3ecd7395d72707c0d,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0900K__theta15__rate1x__seed3006648,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,900.0,15.0,rate1x,1.0,3006648,0,0,66,408.60173598444766,9.728612761534466e-06,611.1877045129645,16.489519466155908,0.0,2.6266312701854693,2.6266312701854693,1.3565318180544634,0.25807704091852846,8517.962033115195,3.366536560690198e-08,25152.696352724008,4644021856.239532,-3.051037093936678e-12,True,1,(1-10),68f253320e1333404c20d202b0ba67e7babe673a820ab40f62c6edf9c605114c,a762571e708a4666d04f60a5c3223f0111dc312878b54b25ca4a9b58f31a34c9,0.10336416098402879,2.4610514520003233e-09,False,False,def8751281a1a6cb467ee87551f53c1f5d65e6cb9123c4ceb94b7c543869dcff,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,15.0,rate1x,1.0,3007657,0,0,63,396.3721326974619,9.437431730891947e-06,575.1490684904423,15.995981960794476,0.0,2.4785023190040856,2.4785023190040856,1.338460936202976,0.26487228609962765,8158.194989796522,2.0488623272694032e-07,25471.083125190315,4524540918.184841,-1.859174728879812e-11,True,1,(1-10),e6fd1543cba2a9258fcfcd3d63512a76cebebd3ba2351f36a951d6f466018cae,a5bd2e02d7d574594bcd710b2a2ae55382fb25a6550042f4e2b40203d5c22755,3.132089746497684,7.457356539280203e-08,False,False,7e10623e86499f43fd6ad6e066a3909fada74803ba81a243d6addf53e8f11eaa,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,15.0,rate1x,1.0,3007657,7,1,144,429.56196904955425,1.022766592975128e-05,556.7374662728306,15.737868770082176,54.72131563517477,68.64109189634485,13.919776261170076,1.2402346499158794,0.3143479921284032,5987.842759020647,7.629545920564206e-08,28010.427938039484,3781429451.2453175,-4.7135471006492905e-12,True,0,(110),d0d5373a4510db0950085629dc2fa436129c4d9061095a1b4c6c4efc01ac0bdc,13d150b82b286f727646f2cc1ced9676eec2c7ebd25e17bf92f10c6f4d83a735,49.88215038704635,1.1876702473106305e-06,True,False,7e10623e86499f43fd6ad6e066a3909fada74803ba81a243d6addf53e8f11eaa,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,950.0,15.0,rate1x,1.0,3007657,8,2,166,479.4441194366006,1.141533617706191e-05,536.0071786835294,15.442087124248207,68.64109189634485,74.8687743355582,6.227682439213355,1.207172639619872,0.33847615142644244,5035.006431455967,7.542372597362672e-08,29356.390133051096,3473589671.5217047,-3.940706568782445e-12,True,0,(110),1c2adb15bcc91b28f6740689f68abf84b770b9dfa6b6bcf22475fb645409d0f7,149057513e41402a69ebaefd97f0b787e67a0094a51d549242799da2d9938445,2.070743221338489e-06,4.930341616742051e-14,False,False,7e10623e86499f43fd6ad6e066a3909fada74803ba81a243d6addf53e8f11eaa,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1000K__theta15__rate1x__seed3008666,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,15.0,rate1x,1.0,3008666,0,0,64,389.5091276928505,9.274026849829773e-06,555.4046002176555,15.71901873559621,0.0,5.861656916306308,5.861656916306308,1.3298217978154891,0.2683163441184719,7941.571612675858,8.070388474084612e-07,25635.734672912116,4466423725.224436,-7.324844845485787e-11,True,1,(1-10),d075baf2cdf808d8c700e9313d9f6b023f1e4e8e8749e0ac59392c49f8986233,36d85b7f4ef958520a652adbe7030f9783900be921aee41575c13c886987560b,0.06900279735197046,1.6429237464783529e-09,False,False,300b658091ae4556c10483c322dcd4964232aba22f8993f2c1e9d5087402b993,INITIAL_ONSET_PRE_EVENT
