candidate_id,target_class,restart,candidate_source,objective,de_success,local_success,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_exp_a,peierls_exp_n,delta_H_PT_eV,taylor_exp_a,taylor_exp_n,peierls_activation_entropy_kB,taylor_activation_entropy_kB,log10_taylor_corr_rho_c_m2,log10_taylor_corr_scale,log10_source_sites_per_system,log10_encounter_efficiency,log10_retained_recovery_rate_s,log10_source_refresh_length_um,c_blunt,taylor_H0_eV,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,peierls_nu0_s,taylor_nu0_s,independent_shape_all_four_active,completion_loss,K_init_loss,K_plateau_loss,early_rise_loss,plateau_rise_loss,delta_window_loss,DBTT_low_shelf_guard_loss,DBTT_high_branch_guard_loss,DBTT_transition_guard_loss,barrier_order_margin_eV,min_raw_barrier_eV,min_peierls_traverse_number,plateau_temperature_rise,max_K_shield_MPa_sqrt_m,objective_mode,search_initialization,status,accepted_for_spatial_promotion,acceptance_reason,selection_role,spatial_validation_status,spatial_validation_extension_um
DBTT_restart01_candidate05,DBTT,1,population_110,20.263194444444444,False,True,3.1188013155532968,0.009197807343685,6.117344846195445,0.0046918730605444,1.3844150761699912,1.6664521680728783,0.1828169816902148,2.157854282843846,-0.0023633733430276,4.1963671660601305,0.0045375741554244,1.294522422428979,0.8772424845683016,0.0985189247267421,3.358121153081568,1.1738748514528632,1.1760972978187485,7.0779883998389375,1.3145446006686534,2.0856934005008565,-11.26796383899892,-16.782210194252446,14.941510270070326,-0.2506218170148224,1.1463988821101276,-0.2941623141922557,-7.625773132289092,1.7385714535689765,2.952076868934804,10.436109552920506,873997660390160.2,0.5615367485510275,14.008733780506578,0.5079695573987536,2.3671559347102167e-08,54.77362114499389,1000000000000.0,100000000000.0,1.0,0.0,5.877777777777777,5.270833333333333,6.111111111111111,0.78125,2.2222222222222223,0.0,0.0,0.0,0.497099691382459,3.18205008649145,8.336186361344518e-06,32.0,0.9070508169755253,DBTT_TARGET_AWARE_WITH_FINITE_LOW_SHELF,FULL_SOBOL_NO_PRIOR_SHORTLIST,V9_10_UNIFIED_ZEROD_REQUIRES_SPATIAL_PROMOTION,True,DBTT_target_aware_zeroD_gate_passed,primary,PASSED_DBTT_1000UM_GATE,1000.0
