candidate_id,production_role,temperature_K,production_K_onset,A0_K_onset,A1_K_onset,A2_K_onset,A3_F1B_K_onset,F2R_K_onset,production_minus_F1B,production_relative_to_F1B
P25_TJBSV2_S_002987,P25_DBTT_LIKE,300.0,3.272711093704063,3.294368505734026,3.294368505734026,3.2943880278390663,3.122151148325207,3.272711093704063,0.15055994537885597,0.048223144308570554
P25_TJBSV2_S_002987,P25_DBTT_LIKE,450.0,18.32726656535538,13.41730639101866,13.41730639101866,13.440590923450653,18.425662250474986,18.32726656535538,-0.0983956851196055,-0.005340143750712123
P25_TJBSV2_S_002987,P25_DBTT_LIKE,600.0,22.10640646173125,14.699706391813244,14.699706391813244,14.743598360445798,22.178836777284896,22.10640646173125,-0.0724303155536461,-0.0032657400512469126
P25_TJBSV2_S_002987,P25_DBTT_LIKE,750.0,25.568724919547144,15.174586666204299,15.174586666204299,15.221794118404674,25.671064678817107,25.568724919547144,-0.10233975926996308,-0.0039865802431797714
P25_TJBSV2_S_002987,P25_DBTT_LIKE,900.0,35.67445191975037,15.422196905563661,15.422196905563661,15.468826148208851,36.04239186709757,35.67445191975037,-0.36793994734720314,-0.01020853301589808
P25_TJBSV2_S_002987,P25_DBTT_LIKE,1050.0,36.50378286600229,15.573973930656232,15.573973930656232,15.619399510219585,36.80010066377061,36.50378286600229,-0.29631779776831735,-0.008052092043868808
P25_TJBSV2_S_002987,P25_DBTT_LIKE,1200.0,33.40703132602072,15.676793572909444,15.676793572909444,15.720700499483502,33.67950413600388,33.40703132602072,-0.2724728099831566,-0.008090166912281815
P40_TJBSV2_S_038503,P40_DBTT_LIKE,300.0,5.020395199097214,5.021208134386258,5.021208134386258,5.021243575140266,5.021450505707739,5.020395199097214,-0.0010553066105254416,-0.00021015971566895608
P40_TJBSV2_S_038503,P40_DBTT_LIKE,450.0,22.359663904873738,14.949470354542052,14.949470354542052,15.040139046712948,22.517480672526357,22.359663904873738,-0.1578167676526192,-0.0070086334234171765
P40_TJBSV2_S_038503,P40_DBTT_LIKE,600.0,39.5508516738328,17.82590386219213,17.82590386219213,18.295159834524668,39.91344406017547,39.5508516738328,-0.3625923863426692,-0.009084467524175688
P40_TJBSV2_S_038503,P40_DBTT_LIKE,750.0,73.00296480851247,19.143893235751637,19.143893235751637,19.927846349737226,73.37340999542697,73.00296480851247,-0.3704451869144947,-0.005048766125733906
P40_TJBSV2_S_038503,P40_DBTT_LIKE,900.0,72.8925542309448,19.914241248520455,19.914241248520455,20.930966432316605,73.1923072988219,72.8925542309448,-0.29975306787710565,-0.004095417659854661
P40_TJBSV2_S_038503,P40_DBTT_LIKE,1050.0,70.06935194199421,20.422842219844743,20.422842219844743,21.61429146374056,70.39050357236934,70.06935194199421,-0.32115163037512673,-0.004562428368550364
P40_TJBSV2_S_038503,P40_DBTT_LIKE,1200.0,67.39710798976071,20.784575062795717,20.784575062795717,22.11109142707253,67.71475932718417,67.39710798976071,-0.31765133742345597,-0.004691020695925752
P25_TJBSV2_S_026704,P25_WEAK_T,300.0,4.500278811099724,4.465010032817736,4.465010032817736,4.465057099915606,4.504874633425066,4.500278811099724,-0.004595822325342169,-0.0010201887287255573
P25_TJBSV2_S_026704,P25_WEAK_T,450.0,4.523342885367299,4.535396098725603,4.535396098725603,4.535417204099382,4.518259927598553,4.5233428853673,0.005082957768745899,0.0011249812649551938
P25_TJBSV2_S_026704,P25_WEAK_T,600.0,4.5531083973093285,4.582642665854705,4.582642665854705,4.58266727412867,4.534988367171359,4.553108397309329,0.018120030137969145,0.003995606751527658
P25_TJBSV2_S_026704,P25_WEAK_T,750.0,4.582627212237512,4.616555453121454,4.616555453121454,4.61658386005718,4.551573250972478,4.582627212237513,0.03105396126503379,0.006822687355058754
P25_TJBSV2_S_026704,P25_WEAK_T,900.0,4.609541364325925,4.642074461475377,4.642074461475377,4.642098165919324,4.566748387027998,4.609541364325927,0.042792977297927415,0.00937055726991276
P25_TJBSV2_S_026704,P25_WEAK_T,1050.0,4.633357542098072,4.661962316733561,4.661962316733561,4.661977644403037,4.580226398253665,4.633357542098074,0.05313114384440709,0.011600113012899316
P25_TJBSV2_S_026704,P25_WEAK_T,1200.0,4.654233041118966,4.677877522349198,4.677877522349198,4.677896623792488,4.592078381581789,4.654233041118967,0.06215465953717647,0.013535191338734709
P40_TJBSV2_S_038278,P40_WEAK_T,300.0,6.763222072056217,6.441754140250592,6.441754140250592,6.443068502973555,6.55721045046116,6.763222072056217,0.20601162159505648,0.03141757049761429
P40_TJBSV2_S_038278,P40_WEAK_T,450.0,6.535570573859864,6.544844027055153,6.544844027055153,6.5448810795998655,6.540403273037368,6.535570573859864,-0.004832699177503841,-0.00073889926595605
P40_TJBSV2_S_038278,P40_WEAK_T,600.0,6.636581520493304,6.652741024652415,6.652741024652415,6.652763239384823,6.616108238181379,6.636581520493304,0.020473282311924912,0.003094460001995536
P40_TJBSV2_S_038278,P40_WEAK_T,750.0,6.762249766329231,6.759935144461187,6.759935144461187,6.7599536443922235,6.718620896266655,6.762249766329231,0.043628870062575764,0.006493724044888349
P40_TJBSV2_S_038278,P40_WEAK_T,900.0,6.851294216165985,6.859507720378632,6.859507720378632,6.859522567679972,6.832464560089288,6.851294216165985,0.018829656076697177,0.0027559098054730224
P40_TJBSV2_S_038278,P40_WEAK_T,1050.0,6.941958176122546,6.946104617408575,6.946104617408575,6.946113630560044,6.945537580529553,6.941958176122546,-0.00357940440700677,-0.0005153531120529742
P40_TJBSV2_S_038278,P40_WEAK_T,1200.0,7.017158273867398,7.016547967071627,7.016547967071627,7.016560896769774,7.022200622544868,7.017158273867398,-0.005042348677469555,-0.0007180581912287209
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,300.0,3.5099675490707307,3.5057593233474424,3.5057593233474424,3.5057829520227117,3.5085451644849632,3.5099675490707307,0.0014223845857674888,0.0004054058075595446
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,450.0,3.1461859250087167,3.1802534409061636,3.1802534409061636,3.180288149731601,3.0134055111653137,3.1461859250087167,0.132780413843403,0.04406324119054772
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,600.0,3.0004354480112063,2.9611066488161075,2.9611066488161075,2.9611315450465083,3.000497985432498,3.0004354480112063,-6.253742129169737e-05,-2.084234736876578e-05
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,750.0,2.7542305109366376,2.7573299180475637,2.7573299180475637,2.7573605307271096,2.557770240653252,2.7542305109366376,0.19646027028338553,0.07680919386770624
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,900.0,2.509653299262197,2.531422311300945,2.531422311300945,2.531438698723457,2.5021782890935342,2.509653299262197,0.007475010168662699,0.0029874010981729704
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,1050.0,2.2513147770756827,2.228428113967371,2.228428113967371,2.228438175084438,2.0616825168203525,2.2513147770756827,0.1896322602553302,0.09197937059086692
P25_TJBSV2_S_004127,P25_CERAMIC_LIKE,1200.0,1.5193470067403385,1.5244483037672374,1.5244483037672374,1.5244506924308405,1.5154396926811011,1.5193470067403385,0.003907314059237388,0.002578336886718713
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,300.0,5.59919694546048,5.599152624459916,5.599152624459916,5.5992284501333796,5.5398542218830515,5.59919694546048,0.0593427235774282,0.010711964828066689
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,450.0,4.842183111547009,4.907487030593223,4.907487030593223,4.907534978713921,5.000139688414082,4.842183111547009,-0.15795657686707276,-0.031590432809922686
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,600.0,4.503465891717777,4.506318629967764,4.506318629967764,4.506388402388056,4.500590008617322,4.503465891717777,0.0028758831004553898,0.0006390013520336524
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,750.0,4.074413538046769,4.140451501712983,4.140451501712983,4.1404960267698,4.010081534253461,4.074413538046769,0.06433200379330817,0.016042567524823248
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,900.0,3.751773599324051,3.7320595959374034,3.7320595959374034,3.7320844741012684,3.56647357496822,3.751773599324051,0.18530002435583093,0.05195609064830431
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,1050.0,3.0944837066812263,3.1280538589997486,3.1280538589997486,3.1280675129744795,3.044022619320984,3.0944837066812263,0.05046108736024246,0.0165771065694309
P40_TJBSV2_S_031027,P40_CERAMIC_LIKE,1200.0,0.5339835186843624,0.5345467705116114,0.5345467705116114,0.5345467759350143,0.5342120480575323,0.5339835186843624,-0.00022852937316986122,-0.0004277877558187537
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,300.0,4.285679398764636,4.365020009058399,4.365020009058399,4.365091065393518,4.501190832397832,,-0.21551143363319536,-0.047878759567807516
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,450.0,4.7011331390172995,4.70740819453622,4.70740819453622,4.707418832236574,4.6641110422553105,,0.037022096761988976,0.007937653376298481
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,600.0,5.29410460064732,5.299409844516597,5.299409844516597,5.299416572728696,5.258151801173145,,0.035952799474174846,0.006837535475136658
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,750.0,5.70794009241103,5.710948860528551,5.710948860528551,5.71095968932168,5.661149121990483,,0.04679097042054714,0.008265277845939334
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,900.0,5.937736650895207,5.944894637591446,5.944894637591446,5.944904878368838,5.953079614934409,,-0.015342964039201767,-0.0025773154453891944
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,1050.0,6.076540611701366,6.090237500539975,6.090237500539975,6.09026003508238,6.0628247485092635,,0.013715863192102162,0.002262289239924886
P25_TJBSV2_S_064036,P25_ACCESSIBLE_CONTROL,1200.0,6.179147655323189,6.188502961415181,6.188502961415181,6.188523610084626,6.131357851073711,,0.04778980424947843,0.007794326380919037
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,300.0,5.873170683770543,5.829451265671605,5.829451265671605,5.8295599557736235,6.0026436672182255,,-0.1294729834476822,-0.021569326887545093
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,450.0,6.830383733752812,6.838324941867555,6.838324941867555,6.8383410561593925,6.8086403976667835,,0.021743336086028187,0.0031934916247713385
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,600.0,7.81674436520275,7.826194417730836,7.826194417730836,7.826220772115456,7.785627315237837,,0.031117049964913157,0.003996729962145951
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,750.0,8.259980072746176,8.256927738754342,8.256927738754342,8.256966720312608,8.202107088151916,,0.057872984594260046,0.007055867958351669
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,900.0,8.48791329550278,8.483661954742328,8.483661954742328,8.483682702222037,8.506226609612332,,-0.018313314109551726,-0.0021529304296756813
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,1050.0,8.606800505042804,8.622886096041906,8.622886096041906,8.622920754010645,8.582528016733047,,0.024272488309756923,0.002828128059988222
P40_TJBSV2_S_043821,P40_ACCESSIBLE_CONTROL,1200.0,8.715541305943098,8.716990752821943,8.716990752821943,8.717042926924206,8.653743506694289,,0.06179779924880968,0.007141163728853872
