candidate_id,production_role,temperature_K,production_K_onset,A0_K_onset,A1_K_onset,A2_K_onset,A3_F1B_K_onset,F2R_K_onset,production_minus_F1B,production_relative_to_F1B,direct_contribution,state_mediated_contribution
P25_TJBSV2_S_002987,P25_DBTT_LIKE,300.0,3.272711093704063,3.294368505734026,3.294368505734026,3.2943880278390663,3.122151148325207,3.272711093704063,0.1505599453788559,0.0482231443085705,3.294368505734026,-0.021657412029963297
P25_TJBSV2_S_002987,P25_DBTT_LIKE,450.0,18.32726656535538,13.41730639101866,13.41730639101866,13.440590923450651,18.425662250474986,18.32726656535538,-0.0983956851196055,-0.0053401437507121,13.41730639101866,4.909960174336721
P25_TJBSV2_S_002987,P25_DBTT_LIKE,600.0,22.10640646173125,14.699706391813244,14.699706391813244,14.743598360445798,22.178836777284896,22.10640646173125,-0.0724303155536461,-0.0032657400512469,14.699706391813244,7.406700069918006
P25_TJBSV2_S_002987,P25_DBTT_LIKE,750.0,25.568724919547144,15.1745866662043,15.1745866662043,15.221794118404674,25.671064678817107,25.568724919547144,-0.102339759269963,-0.0039865802431797,15.1745866662043,10.394138253342843
P25_TJBSV2_S_002987,P25_DBTT_LIKE,900.0,35.67445191975037,15.42219690556366,15.42219690556366,15.468826148208851,36.04239186709757,35.67445191975037,-0.3679399473472031,-0.010208533015898,15.42219690556366,20.25225501418671
P25_TJBSV2_S_002987,P25_DBTT_LIKE,1050.0,36.50378286600229,15.573973930656232,15.573973930656232,15.619399510219584,36.80010066377061,36.50378286600229,-0.2963177977683173,-0.0080520920438688,15.573973930656232,20.92980893534606
P25_TJBSV2_S_002987,P25_DBTT_LIKE,1200.0,33.40703132602072,15.676793572909444,15.676793572909444,15.720700499483502,33.67950413600388,33.40703132602072,-0.2724728099831566,-0.0080901669122818,15.676793572909444,17.730237753111275
P40_TJBSV2_S_038503,P40_DBTT_LIKE,300.0,5.020395199097214,5.021208134386258,5.021208134386258,5.021243575140266,5.021450505707739,5.020395199097214,-0.0010553066105254,-0.0002101597156689,5.021208134386258,-0.0008129352890442476
P40_TJBSV2_S_038503,P40_DBTT_LIKE,450.0,22.359663904873734,14.949470354542052,14.949470354542052,15.040139046712948,22.517480672526357,22.359663904873734,-0.1578167676526192,-0.0070086334234171,14.949470354542052,7.410193550331682
P40_TJBSV2_S_038503,P40_DBTT_LIKE,600.0,39.5508516738328,17.82590386219213,17.82590386219213,18.295159834524668,39.91344406017547,39.5508516738328,-0.3625923863426692,-0.0090844675241756,17.82590386219213,21.72494781164067
