trajectory,event_index,blocks_to_fire,waiting_time_s_this_event,cumulative_time_s,accepted_length_m,cumulative_extension_m,pre_event_max_pB,pre_event_K_rebond_Pa_sqrt_m,max_pB_post_commit,max_K_rebond_post_commit_Pa_sqrt_m,max_phase_resolved_K_rebond_Pa_sqrt_m,action_weighted_K_rebond_Pa_sqrt_m,cleavage_action,hazard_threshold_action,hazard_event_index,engine_id,any_bulk_action_used,all_bulk_action_qualified,mpz_mobile_count,mpz_retained_count,mpz_emitted_total,mpz_escaped_total,mpz_recovered_total,r_eff,sigma_tip,mpz_total_K_shield_Pa_sqrt_m
S2_C2P,0,2,0.004959137866220381,0.004959137866220381,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5367791056473542,5.574146126938762,1,1,False,True,0.007331357830563407,2.706771362651682e-45,0.007331357830563407,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,1,52,0.07417446992557254,0.07913360779179292,4.9999999999999996e-06,9.999999999999999e-06,0.9961451593610773,0.0,0.9999949116717489,0.0,0.0,0.0,1.1204876717093988e-74,0.8482871693609024,2,1,False,True,0.09282137954048829,4.62703589589456e-43,0.1001527373710517,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,2,5,0.011288051963317405,0.09042165975511032,4.9999999999999996e-06,1.4999999999999999e-05,0.9475901938193901,0.0,0.9999875299785975,0.0,0.0,0.0,0.0378400180609987,1.9759719948773753,3,1,False,True,0.016173194990073386,1.336559079596905e-44,0.11632593236112504,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,3,88,0.026294013822041204,0.11671567357715153,4.9999999999999996e-06,1.9999999999999998e-05,0.9605514464997409,0.0,0.9605513870828449,0.0,0.0,0.0,4.7386531006402264e-08,3.410074510168954,4,1,False,True,0.03593360255001399,6.731227086537964e-44,0.15225953491113856,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,4,32,0.04537743780631727,0.1620931113834688,4.9999999999999996e-06,2.4999999999999998e-05,0.961763662510329,0.0,0.9997948762350445,0.0,0.0,0.0,1.3017261699066942e-74,0.35940039563036524,5,1,False,True,0.059495287256057273,1.8737315772354563e-43,0.21175482216719596,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,5,2,0.004782496409286574,0.16687560779275537,4.9999999999999996e-06,2.9999999999999997e-05,0.9602521583333664,0.0,0.9976265872267582,0.0,0.0,0.0,0.4181959440792578,0.6369055091541016,6,1,False,True,0.007078158532617184,2.5217435067907882e-45,0.2188329806998132,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2P,6,4,0.008475222475038846,0.17535083026779422,4.9999999999999996e-06,3.5e-05,0.965457043059182,0.0,0.9946125885731515,0.0,0.0,0.0,0.09453681396047624,1.1543662337503555,7,1,False,True,0.012293360667090872,7.679222030530191e-45,0.23112634136690402,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,0,2,0.004959137866220381,0.004959137866220381,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5367791056473542,5.574146126938762,1,1,False,True,0.007331357830563407,2.706771362651682e-45,0.007331357830563407,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,1,52,0.07417446992557254,0.07913360779179292,4.9999999999999996e-06,9.999999999999999e-06,0.467064811162027,0.0,0.7253805669615548,0.0,0.0,0.0,1.1204876717093988e-74,0.8482871693609024,2,1,False,True,0.09282137954048829,4.62703589589456e-43,0.1001527373710517,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,2,5,0.011288051963317405,0.09042165975511032,4.9999999999999996e-06,1.4999999999999999e-05,0.42819845916094984,0.0,0.7009097990220379,0.0,0.0,0.0,0.0378400180609987,1.9759719948773753,3,1,False,True,0.016173194990073386,1.336559079596905e-44,0.11632593236112504,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,3,88,0.026294013822041204,0.11671567357715153,4.9999999999999996e-06,1.9999999999999998e-05,0.49053980270280667,0.0,0.49053949926935264,0.0,0.0,0.0,4.7386531006402264e-08,3.410074510168954,4,1,False,True,0.03593360255001399,6.731227086537964e-44,0.15225953491113856,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,4,32,0.04537743780631727,0.1620931113834688,4.9999999999999996e-06,2.4999999999999998e-05,0.3339912335257138,0.0,0.6051483882638801,0.0,0.0,0.0,1.3017261699066942e-74,0.35940039563036524,5,1,False,True,0.059495287256057273,1.8737315772354563e-43,0.21175482216719596,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,5,2,0.004782496409286574,0.16687560779275537,4.9999999999999996e-06,2.9999999999999997e-05,0.3317653739815823,0.0,0.4930569513877919,0.0,0.0,0.0,0.4181959440792578,0.6369055091541016,6,1,False,True,0.007078158532617184,2.5217435067907882e-45,0.2188329806998132,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C2R,6,4,0.008475222475038846,0.17535083026779422,4.9999999999999996e-06,3.5e-05,0.5128450254034576,0.0,0.45218047455407817,0.0,0.0,0.0,0.09453681396047624,1.1543662337503555,7,1,False,True,0.012293360667090872,7.679222030530191e-45,0.23112634136690402,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,0,2,0.004959066673306491,0.004959066673306491,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.754683954198302e-07,5.574146126938762,1,1,False,True,0.007331255878441063,2.7066957350176322e-45,0.007331255878441063,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,1,261,0.08200167597787945,0.08696074265118595,4.9999999999999996e-06,9.999999999999999e-06,0.958466320115706,900000.0,0.9584663027146784,391.62872540659447,900000.0,900000.0,4.9274807496793065e-09,0.8482871693609024,2,1,False,True,0.10151952570404793,5.5512012496176896e-43,0.10885078158248895,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,2,6,0.012458295637365627,0.09941903828855157,4.9999999999999996e-06,1.4999999999999999e-05,0.9949084631749081,900000.0,0.9999946560285207,408.6157288724945,900000.0,899999.9999999997,7.441775596557166e-74,1.9759719948773753,3,1,False,True,0.017767500806319166,1.6163829514093113e-44,0.12661828238880807,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,3,13,0.029077396412391696,0.12849643470094327,4.9999999999999996e-06,1.9999999999999998e-05,0.9905955020616924,900000.0,0.9823938884414589,401.4237417281172,900000.0,900000.0,2.5215866591089558e-12,3.410074510168954,4,1,False,True,0.039463477908795466,8.140595595460793e-44,0.16608176029760352,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,4,165,0.050134071895939825,0.1786305065968831,4.9999999999999996e-06,2.4999999999999998e-05,0.9555483734583431,900000.0,0.9555483679863144,390.45418109142537,900000.0,900000.0,2.541338052037327e-09,0.35940039563036524,5,1,False,True,0.06516310070826581,2.2544037979747688e-43,0.23124486100586847,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,5,2,0.005264084360907778,0.18389459095779087,4.9999999999999996e-06,2.9999999999999997e-05,0.9067806217292863,900000.0,0.9998147771960105,408.54219259930653,900000.0,900000.0000000001,1.7939379889125094e-73,0.6369055091541016,6,1,False,True,0.0077674950721945395,3.041169621265812e-45,0.23901235607806282,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3P,6,4,0.009372366409963084,0.19326695736775396,4.9999999999999996e-06,3.5e-05,0.9658551705516409,900000.0,0.9658547769354835,394.6655642480712,900000.0,900000.0,9.565453097577904e-07,1.1543662337503555,7,1,False,True,0.01353859317272642,9.331369912575741e-45,0.25255094925078914,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,0,2,0.004959066673306491,0.004959066673306491,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.754683954198302e-07,5.574146126938762,1,1,False,True,0.007331255878441063,2.7066957350176322e-45,0.007331255878441063,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,1,261,0.08200167597787945,0.08696074265118595,4.9999999999999996e-06,9.999999999999999e-06,0.47837014369776115,900000.0,0.4783700568493111,195.4617028329115,900000.0,900000.0,4.9274807496793065e-09,0.8482871693609024,2,1,False,True,0.10151952570404793,5.5512012496176896e-43,0.10885078158248895,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,2,6,0.012458289803685033,0.09941903245487098,4.9999999999999996e-06,1.4999999999999999e-05,0.45473279616684986,900000.0,0.7253926461749773,296.40521237930585,900000.0,899999.9999999997,7.441465083170525e-74,1.9759719948773753,3,1,False,True,0.017767492870404293,1.6163814679735113e-44,0.12661827445289328,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,3,13,0.029036044355711013,0.128455076810582,4.9999999999999996e-06,1.9999999999999998e-05,0.7246905803064219,900000.0,0.6182055434123165,252.6072135329368,900000.0,899999.9999999998,1.672171092972952e-14,3.410074510168954,4,1,False,True,0.03941118870753094,8.11873908633681e-44,0.16602946316042422,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,4,164,0.050134023419366874,0.17858910022994887,4.9999999999999996e-06,2.4999999999999998e-05,0.46454583248381714,900000.0,0.464545601445311,189.8196454519211,900000.0,900000.0,2.2070227020210697e-08,0.35940039563036524,5,1,False,True,0.06516304416666474,2.2544002412511973e-43,0.23119250732708885,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,5,2,0.005264061352115407,0.18385316158206427,4.9999999999999996e-06,2.9999999999999997e-05,0.2821705343023073,900000.0,0.5982562247603435,244.4556631254604,900000.0,899999.9999999999,1.0749858740255798e-06,0.6369055091541016,6,1,False,True,0.007767462197869298,3.0411435872745554e-45,0.23895996952495807,0.0,0.0,1e-06,7180961047.225788,0.0
S2_C3R,6,4,0.009325459483326859,0.19317862106539113,4.9999999999999996e-06,3.5e-05,0.31479291352629846,900000.0,0.6287446477382446,256.91332493778054,900000.0,900000.0000000001,8.71161440177223e-36,1.1543662337503555,7,1,False,True,0.013473658510103285,9.241242134270003e-45,0.25243362803506136,0.0,0.0,1e-06,7180961047.225788,0.0
