boundary_segments,area_m2,area_relative_error,perimeter_m,perimeter_relative_error,element_count,minimum_quality,maximum_aspect_ratio,no_triangles_inside,closed_boundary_components,traction_bc,topology_fingerprint
24,0.7764571353075621,0.011384070534630971,3.1326286132812378,0.0028533426503631666,1212,0.6552066617062916,2.338263604215425,True,1,NATURAL_ZERO_TRACTION,de207bb6b3f59b4dab766b48ff71446d03eef8eae93798d1aaf50d7dbdfea853
48,0.7831571533203094,0.0028533426503631666,3.1393502030468676,0.0007137941770913921,1236,0.5437268038647403,3.004969505449686,True,1,NATURAL_ZERO_TRACTION,72c427b6f00f0582486a15071bfb54bf3f8578387c3924e4e1fc09fa223a83c5
96,0.7848375507617169,0.0007137941770913921,3.1410319508905093,0.00017847721239195978,1284,0.2940085916684875,5.784247457185284,True,1,NATURAL_ZERO_TRACTION,2764448b0b6cdd33e86ead86d5180f52b0f1ff366c671a4aaa6aa576ba2a2577
